label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Trouser,0,0,120.4375,173,138.6875,0,0,0,0,124.75,172.9375,144.375,0,0,0,0,105.5625,132.75,124.25,0,0,0,0,103.0625,119.25,116.3125,0,0,0,0,98.5625,109.625,128.6875,0,0,0,0,84.5,111.125,118.3125,0,0,0,0,44.375,86.5,81.5,0,0
Shirt,0,112.4375,191.8125,130.25,181.75,145,0.3125,0,167.75,203.3125,203.3125,207.875,214.5,2.375,0,216.6875,213.5625,216.875,214.5,226.6875,38.875,16.125,189.125,216.0625,218.5,217.6875,189.5,68.6875,41,190.5,217.4375,218.6875,215.125,213.75,95.9375,36.6875,196.75,220.5625,227.5,218,204.375,97.8125,37.3125,117.9375,121.625,173.1875,150.5625,86.4375,66.625
Shirt,0,24,145.25,211.1875,120.875,14.0625,0,0,129.75,202.125,209.8125,198.5625,112.25,0,0,164,209,204.4375,210.1875,156.625,0,0,191.3125,214,207.9375,211.125,179.1875,0,0,213.75,217.3125,209.9375,215,208.0625,0,0,196,223.4375,214.1875,222.9375,183,0,0,102.4375,174.0625,189.875,166,81.5625,0
Sandal,0,0,0,0,0,0,0,0,0,0.0625,4.9375,0.125,0.0625,0.6875,0,0.125,0.6875,66.375,98.1875,70.0625,52.75,0.4375,72.125,91.75,115.5,146.1875,113,19.3125,34,88.3125,95.125,81.1875,92.25,91.625,55.875,0,2.75,2.6875,0,0.5625,3.9375,0,0,0,0,0,0,0,0
Trouser,0,0,82.6875,142.25,86.9375,0,0,0,0,81.625,197.375,131.5,0,0,0,0,57.4375,197.5,104.125,0,0,0,0,32.8125,201.75,64.25,0,0,0,0,13.0625,207.25,52.0625,0,0,0,0,1.8125,210.3125,43.3125,0,0,0,0,0,210.125,31.8125,0,0
Pullover,0,64.875,195.125,184.75,197.9375,93.8125,0.25,0,149.375,234.0625,202.625,230.8125,192,0,0,178.125,212.1875,220.625,236.0625,189.1875,0,0,173.5625,193.125,200.5625,232.9375,156.875,22.4375,0,180.125,236.625,237.1875,238.9375,171.5625,37.0625,0,173,82.875,84.75,86.4375,150.625,42.5625,0,130,0.625,0,0.6875,112.9375,21.375
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.1875,48.5,34.75,16.625,5.4375,7.3125,75.375,65,97.375,167.875,138.1875,84.1875,47.875,78.125,60.0625,50.75,62.5625,51,44.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,19.1875,3.8125,0.125,0.8125,0,0.25,36.6875,91.0625,63.5625,25.125,84.9375,10.9375,64.25,129.375,144.125,111.25,118.375,95.8125,52,78.6875,104.25,137.6875,117.9375,101.9375,70.25,17.625,67.125,79.0625,45.3125,31.5625,29.25,28,0,0,0,0,0,0,0
T-shirt/top,0,0,91.125,143.0625,112.5625,0,0,0,0,68.5625,101.75,124.0625,0,0,0,0,61.75,82.8125,110.6875,0,0,0,0,69.9375,95.8125,123.375,0,0,0,3.75,81.875,99.8125,154.3125,0,0,0,15.875,93.875,111.0625,177.3125,4.0625,0,0,12.125,100.0625,135.8125,137.5,8.9375,0
Trouser,0,0,147.0625,169.25,138.4375,0,0,0,0,167.375,181.0625,164.8125,0,0,0,0,164.1875,166.3125,166.75,0,0,0,0,159.0625,122.6875,154.75,0,0,0,0,157.1875,93.125,147.0625,0,0,0,0,160.3125,81.3125,140.6875,0,0,0,0,133.625,57.4375,108.6875,0,0
Dress,0,1.0625,98.5625,162.625,98.9375,0.8125,0,0,0.3125,100.75,196.4375,101.1875,0.125,0,0,0.125,103.25,203.5,94.5625,0.0625,0,0,0.125,159.1875,209.375,160.1875,0.3125,0,0,0,207.5625,217,209.625,2.25,0,0,24.4375,214.8125,220.1875,215.25,35.0625,0,0,44.1875,212.625,216.375,212.5,55.375,0
Dress,0,0.125,105.1875,171.8125,139,16.875,0,0,11.125,171.9375,192.375,172.75,55.4375,0,0,0,82.625,200.875,123.375,0.875,0,0,0.0625,111.1875,230.25,171.3125,0.375,0,0,0.1875,166.75,234.0625,231.9375,2.25,0,0,0,214,237.9375,240.875,43.4375,0,0,4.125,178.375,196.25,205.5625,56.1875,0
T-shirt/top,0,91.3125,187,202.25,191.1875,94.75,0,0,184,216.875,231.375,217.625,181.625,0,0,84.5,206.5,219.875,212.6875,90.5,0,0,0.9375,183.5,220.25,208.5625,0.0625,0,0,4.3125,209.125,220.4375,222.1875,21.4375,0,0,48,220.0625,224.5,221.6875,73.8125,0,0,39.25,160.4375,164.25,161.4375,63.0625,0
Shirt,0,21.1875,72.25,117.625,77.75,25.5,0,0,66.4375,90.25,66.1875,90.75,72.5,0,0,88.625,144.6875,121.875,123.0625,116.25,0,0,100.875,102.125,144.5625,96.375,114.3125,4.625,0,130.8125,89.1875,123.9375,94.6875,121.5625,14.1875,0,117.875,84.5,116.3125,95.6875,101.3125,19.875,0,69.875,0.625,3.125,0.5,63.6875,7.625
Pullover,0,0.875,80.0625,190.75,104.625,5.25,0,0,61.0625,201.3125,205.0625,201.1875,101.8125,0.6875,0,102.9375,203.25,201.875,201.3125,147.375,0.0625,0,146.25,202.3125,203,202.0625,184.25,0,0,171.25,201.5,204.25,204.8125,205.375,3.875,0,201.25,202.375,206.0625,208.9375,209.8125,35.5625,0,154.1875,113.1875,104.9375,138.375,151.25,39.4375
Coat,0,0.0625,75.875,166.0625,59.8125,0.3125,0,0,134.6875,176.4375,160.75,167.875,115,0.125,0,202.6875,186.5625,171,169.875,169.5,0,10.125,199.875,195.1875,180.75,170.1875,191.8125,7.625,18.6875,153.9375,208.0625,188.1875,186.6875,161,18.5,24,129.125,215.5,190.875,197.625,134.0625,30.125,28.0625,114.4375,99.8125,101.1875,95.5,105.125,31.3125
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,10.75,11.6875,8.9375,50.375,27.6875,0.625,46.25,79.5,64,149.4375,29.75,0.625,40,114.9375,60.4375,61.625,74.9375,103.8125,90.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,10.125,0,0,0,0.3125,39.8125,70.1875,56.875,0.125,0.5,0,0,0.25,1.125,80.6875,0.25,96.4375,12,5.375,33.4375,70.75,92.375,40,63.6875,54.9375,54.125,49.125,57.25,44.1875,0,0,0,0,0,0,0
Sandal,0,0,0.375,50.5625,86,95.6875,0.9375,0,0,7.3125,78,13.6875,109.875,26.875,0.0625,0,16.5,33.4375,134.25,57.9375,35,0.0625,0.5625,47.5,47.125,102.625,106.125,119.9375,0.0625,1.0625,49.9375,47,82.6875,7.9375,87,1,90.4375,79.5625,122.875,38.8125,1.3125,69.5625,45.9375,89.3125,93.875,63.3125,0.5,0.875,37.625
T-shirt/top,0,0.3125,128.625,165.0625,88.6875,0.8125,0,0,6.75,149.625,166.125,140,0,0,0,7.875,194.9375,184.6875,169.625,0,0,0,9.5625,203.875,190.75,184.25,5,0,0,45.75,202.9375,195.3125,188.9375,39.8125,0,0,70.8125,206.9375,205.625,199.5625,61.125,0,0,62,192.6875,207.5625,191.375,61.9375,0
Dress,0,0,133.875,174.0625,171.0625,5,0,0,0,92,225,152.125,0.125,0,0,0,59.25,223.875,121.875,0.1875,0,0,0,113.125,221.9375,167.3125,0.0625,0,0,0,155,224.5,205.5625,0,0,0,0,181.1875,230.3125,235.6875,0,0,0,0,150.875,192.25,185.5,10.1875,0
Coat,0,2.25,75.4375,132.875,72.5625,1.125,0,0.1875,131.0625,208.1875,208.5625,202.6875,118.8125,0.625,17.3125,219.75,205,202,197.8125,195.6875,15,90.875,215.5625,203.875,202.125,197.25,191.875,77.75,147.5625,206.6875,201.1875,199.5625,194.9375,185.25,126,186.125,168.6875,197.75,195.625,189.8125,154.375,157.25,176.4375,63.3125,134.375,141.5625,128.0625,54.625,161.3125
Ankle boot,0,0,0,0,0,0,0,0,0,0.4375,73.125,136.5625,131.5625,92.375,0,0,1,162.25,226.6875,229.25,162.625,0.5,0.375,74.6875,221.0625,224.625,197,161.25,91.5,131.875,155.8125,211.625,194.875,201.3125,148.6875,63.875,114.375,143.875,101.9375,20.6875,136.375,87.375,0,0,0,0,0,0,0
T-shirt/top,0.125,51.5,139.5,171.5,163.6875,72.375,0.0625,0,182,199.5,197.1875,196.125,196,47,11.8125,119.8125,200.0625,198,198.625,163.4375,51.9375,0,0.5,181.375,197,201.5625,62.5,0.1875,0,0.1875,181.9375,197,201.625,61.4375,0,0,2.125,203.1875,197.25,199.5625,66.4375,0,0.0625,23.5625,180.8125,178.1875,180.75,94.75,0.125
Shirt,0,8.8125,78.125,191.5625,120.5,25.8125,0.125,0,91.0625,154.1875,157.5625,157.3125,146.6875,0,0,124.1875,165.8125,161.5625,154.875,191.375,0,0,143.9375,161.6875,163,156.4375,197.4375,11.9375,0,168.1875,128.8125,163.3125,161.125,162.625,23.3125,0,151.125,126.875,162.3125,158.25,140.5625,30.5625,0,117.625,100.5,120.6875,117.8125,124.875,30.3125
Dress,0,9.25,102.8125,148.6875,108.1875,3.75,0,0,51.25,127.25,127.4375,142.75,45.9375,0,0,85.3125,130,126.375,136.1875,88.3125,0,0,46.9375,120.25,142.0625,132.3125,44.125,0,0,0,116.8125,125.0625,111.875,0.0625,0,0,0.0625,118.6875,127.875,121.875,0.0625,0,0,0.375,108.4375,135.25,114.25,0.1875,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125,86.125,74.8125,18.4375,70.3125,14.25,65.5,146.9375,184.875,206.9375,221.8125,146.3125,100.0625,112.875,119.75,132.625,135.3125,124.6875,106.625,2.875,15.4375,19.5,17.75,12.8125,9.9375,5.5625,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0,0.5625,8.3125,106.9375,43.875,0,0,12.625,121.25,101.25,102.75,161.25,0,0.8125,74.3125,0.4375,5.0625,195.1875,179.75,0.0625,55.0625,94.5,119.875,104,18.4375,101,68.5,198.375,76.9375,94.5625,0.8125,0.25,85.4375,0,0,0,0,0.1875,0.125,3.875
Coat,0,9.5,116.8125,233.75,132.4375,15.875,0,0,61.625,202.75,216.6875,200.8125,89.0625,0,0,90.4375,205,206.6875,207.5625,105.5625,0,0,103.3125,195.9375,205.75,194.125,126.375,0,0,109.3125,177.125,208.3125,176.3125,133.1875,0,0,45.1875,167.75,206.8125,191,48.9375,0,0,1.5625,163.5,203.75,182.5625,0.3125,0
T-shirt/top,0,49.5,96.375,81.125,114.5,65.6875,0.1875,0,151.0625,199.125,183.0625,210.4375,188.6875,1,0,141.8125,231.9375,227.5625,230.375,163.9375,19.3125,0,0.75,230.5625,228,231,33.75,0.0625,0,15.875,233.375,229.8125,228.9375,55.8125,0,0,47.375,235.5,232.6875,227.5625,81.1875,0,0,39.625,197.1875,205.375,199.1875,83.6875,0
Trouser,0,0,143.5,187.75,153.5625,0,0,0,0,146.75,198.9375,160.625,0,0,0,0,130.375,111,136,0,0,0,0,139.4375,25.8125,128.5625,0,0,0,0,138.25,18.4375,148.9375,0,0,0,0,126.4375,47.1875,168.0625,0,0,0,0,73.9375,53.875,138.9375,0,0
Trouser,0,9.125,6.5625,94.4375,6.9375,9,0,0,8.8125,77.6875,177.875,61.5,8.6875,0,0,8.375,128.375,201.75,95,8.5,0,0,7.4375,103.125,185.5,71.125,8.375,0,0,8.875,78.5,121.5625,6.5,9.0625,0,0,14.0625,89.1875,84.75,11.75,14.5625,0,0,23.375,86.0625,65.75,23.0625,23.75,0
Trouser,0,0,45.4375,106.375,127.375,0,0,0,0,110.0625,217.625,224.625,0,0,0,0,115.25,215.625,209.25,0,0,0,0,109.75,177.5,186.375,0,0,0,0,104.3125,139.375,203.125,0,0,0,0,69.8125,153.0625,178.125,0,0,0,0,119.1875,186.75,171.3125,0,0
Dress,0,3.6875,69,56.5625,73.5,11.8125,0,0,17.4375,72.8125,53.5,71.4375,24.75,0,0,0,77,169.125,125.0625,0.3125,0,0,0.4375,103.75,200.875,154.1875,0.1875,0,0,0.625,98.4375,209.1875,166.9375,0.125,0,0,0.6875,98.75,214.3125,182.5,0.25,0,0,0.75,77.6875,182.6875,162,0.1875,0
Sandal,0,0,0.125,0.125,0.4375,2.25,0.3125,0,0,9.5625,62.25,62.125,132.6875,35.9375,0,0.25,100.75,168.75,127.4375,130.1875,55.625,0,0.75,158.25,233.3125,228.75,121.1875,130.3125,0.125,127.75,222.5,226.3125,165.4375,0.25,91.8125,94.0625,234,232.5625,236.25,33.375,0.3125,78.9375,16.4375,67.375,86.75,67.375,0.5625,0.25,26.8125
Pullover,0,29,102.1875,119.9375,113.8125,37.125,0,0,73.5,168.9375,177.375,186.5,81.375,0,0,52.1875,167.1875,172.25,211.125,40.25,0,0,44.125,165.0625,177.375,217.25,24.8125,0,0,44.125,171.5625,179.75,212,26.4375,0,0,44.4375,181.5625,181.125,211.5625,19.5625,0,0,32.5,132.9375,134.0625,143.6875,15.3125,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.0625,9.125,47.3125,78.6875,9.375,39.6875,73.875,100.6875,75.1875,50.1875,71.3125,82.25,125.8125,45.5625,51.75,33.0625,68.1875,75.3125,63.5625,51.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankle boot,0,0,0,0,0,0,0,0,0,0.0625,0.8125,112.1875,104.1875,70.1875,0,0,0.125,24.125,176.625,185.5625,84.9375,0.625,0.8125,10.0625,133.0625,198.5625,196.5625,87.25,66.8125,62.875,91.875,164.5625,175.4375,181.3125,119.625,69.875,131,139.1875,136.5625,126.9375,162.25,97.4375,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,80.625,14.3125,0.375,15.8125,18.625,51.75,96.1875,119.0625,134.5625,89.5625,129.875,30.3125,64.9375,83.625,103.3125,95.9375,105.8125,91.0625,0,1.125,8.4375,9.3125,10.1875,8.5625,8.875,0,0,0,0,0,0,0
Trouser,0,19.1875,180.1875,174.375,177.3125,29,0,0,38.1875,196.5,200,196.875,39.125,0,0,43.75,181.375,197.5625,184.625,42.875,0,0,41.1875,176,179.8125,178.8125,44.75,0,0,34.3125,166,161.0625,166.125,47.1875,0,0,25,181.5625,140.625,184.375,45,0,0,9.1875,200.125,115.625,200.9375,24.875,0
Dress,0,22.25,146.4375,149.875,140.25,36.0625,0,0,82.0625,173.5,160.8125,170.9375,92.0625,0,0,100.4375,176.25,166.5,170.125,114.375,0,0,114.0625,185.5,173.875,167.25,129,0,0,133.875,183.1875,177.1875,178.9375,128.0625,0,0,39.9375,188.5625,185.625,185.5,45.4375,0,0,48.4375,172.75,188.3125,170.1875,56.5625,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,12.25,64.6875,54.875,35.5,0.375,60,72.3125,4.75,61.6875,91.75,17.5,25.9375,105.125,114.9375,79.625,70.9375,75.125,49.6875,3.4375,4.9375,2.75,0.75,1.125,12.5625,13.1875,0,0,0,0,0,0,0
T-shirt/top,3.625,132.3125,110.6875,88.8125,103.4375,112.1875,0.375,62.875,164.375,144.625,142.6875,135.3125,145.1875,45.6875,3,154.5625,137.4375,140.375,148.25,131.375,5.5,0,107.5625,146.875,143.5625,151.3125,84,0.4375,0,104.8125,140.4375,132.8125,136.5,91.8125,0.625,0,105.125,151.0625,148.5625,165.625,78.375,0.75,0.3125,98.75,142.5,128.25,145.125,75.75,1.125
Bag,0,0.4375,43.375,62.5,42.9375,0.1875,0,0.125,0.875,46.0625,0.625,62.6875,1.5,0.3125,20.1875,124.875,118.25,111.4375,119.4375,116.9375,24.875,10.125,160.625,137.125,146.4375,139.125,157.8125,20,0,156.5625,139.375,140.25,143.1875,166.3125,0.8125,0,135.8125,147.3125,149.8125,149.4375,138.875,0,0,119,153.5625,157.4375,161.4375,122,0
Pullover,0.1875,103.6875,182.5,161.1875,184.5,154.625,10.3125,0,193.0625,200.3125,196.5,196.5,196,56.125,3.5,211.4375,194.5625,190.8125,189.1875,197.875,78.75,18.125,218.3125,194.125,193.25,191.125,203.125,82.125,27.125,216,194.8125,198.0625,190.875,206.25,72.625,20.125,210.625,197.8125,207.1875,195.5625,204.5,51.625,0.9375,122.1875,183,207.875,192.125,136.25,14.625
T-shirt/top,0,81.25,184,200.3125,172.25,65.0625,0,0.8125,213.75,175.9375,197.1875,176.5,178.375,0,23.75,187.25,170.25,186.8125,177.6875,215.4375,4.25,0.125,0.625,207.9375,211.6875,196,0.9375,0,0,18.4375,200.375,176.9375,199.5625,0.125,0,0,34.1875,217.125,216.25,218.9375,1.25,0,0,43.375,186.75,202.25,175.125,8.125,0
Trouser,0,0,121.9375,175.4375,139.875,0,0,0,0,184,214.375,206.1875,0,0,0,0,174.4375,140.25,189.125,0,0,0,0,157.5625,108.5625,165.6875,0,0,0,0,164.25,41.625,161.3125,0,0,0,0,149.125,30.5625,128.25,0,0,0,0,93.25,27.5625,83.4375,0,0
Sandal,0,0,0,0,0,0,0,0,0,0.1875,34.125,54.3125,63.125,32.0625,0,0.0625,0.75,123.1875,131,166.4375,107.3125,0.25,1.1875,55.3125,149.625,157.5,150.4375,16.75,17.9375,111.125,137.375,168,162.8125,152,124.9375,51.1875,85.5625,100.8125,64.25,0.9375,86.9375,88.4375,0,0,0,0,0,0,0
Coat,0,0.125,63.875,197.0625,123.8125,0.125,0,0,0,198.6875,230.4375,231.75,48.1875,0,0,0.8125,223.25,234.9375,215.9375,77.125,0,0,21.9375,208.4375,235.3125,200.3125,101.125,0,0,40,236.9375,238.75,232.25,108.4375,0,0,8.8125,156.0625,239.6875,219,24.0625,0,0,1,115.9375,215.75,192.9375,0,0
Trouser,0,0,99.25,200,179.4375,0,0,0,0,132.125,221.875,208.5625,0,0,0,0,163.25,174.5,192,0,0,0,0,140.5,89.625,121.25,0,0,0,0,139.6875,78,121.9375,0,0,0,0,129.375,128.6875,121.9375,0,0,0,0,82.0625,139.9375,87.875,0,0
Bag,0,0,0,0,0,0,0,26.75,47.6875,47.3125,54.5625,59.875,59.9375,62.75,42.875,78.625,81.8125,93.3125,100.4375,98.1875,105.8125,73.3125,130.25,132.75,125.625,138.0625,148,125.3125,96.8125,102.4375,120.75,109.9375,111,124.9375,97.0625,77.3125,90.5,85.625,69.4375,64.375,55.125,40.5625,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,0,0,3.5625,50.8125,22.5,0.125,0.125,0.0625,5.375,39.875,23.1875,85.625,0.5625,0.625,12.625,80.4375,53.625,67.625,77.875,134.1875,98.3125,36.0625,77.375,80,92.5625,114.0625,133.75,64.5,96.3125,117.125,100.1875,108.3125,116.875,133.9375,43.875,0,0,0,0,0,0,0
Coat,0,0.25,138.625,204.75,154.375,5.0625,0,0,83.4375,193.4375,207.0625,189.1875,120.8125,0.0625,0,137.1875,185.375,177.25,170.6875,180.5625,0,0,167.8125,200.5,190.5625,180.875,207.0625,9.5625,0,191.9375,182.6875,191.9375,184.9375,198.4375,31.0625,0,202.8125,191.5625,197.375,186.3125,202.75,40.9375,0,163.5625,50.25,49.625,49.625,137.0625,35.4375
Shirt,0,6.5625,73.9375,199.375,102.1875,17.625,0.0625,0,104.6875,168.75,170.5,166.5,144.9375,0,0,144.125,177.3125,169.9375,162.0625,181.8125,0,0,162.9375,176.6875,169.75,170.5,193.6875,4.625,0,180.375,149.0625,172.6875,178.5625,163.3125,23.25,0,151.9375,158.0625,179.875,186.25,134.875,26.4375,0,90.0625,117.5625,181.9375,154.625,78.3125,16.8125
T-shirt/top,0,50.5625,121.375,152.8125,123.0625,40.8125,0,21.8125,224.6875,223.3125,225.75,218.625,214.25,5.1875,80.375,233.1875,224.8125,224.9375,226.8125,230.5,59.9375,11.375,96.3125,226.875,225.875,229.5625,56.1875,3.9375,0,56.5,226,226.625,229.875,27.3125,0,0,56,226.5625,226.3125,228.3125,30.4375,0,0,48.1875,212.375,216.9375,213.75,31.125,0
Coat,0,0.6875,59.125,92.0625,56.8125,0.3125,0,0,28.1875,86.8125,132.75,81.1875,27.4375,0.0625,0,46.375,64.8125,59.9375,65.0625,46.25,0,0,43.5625,82,57.3125,74.8125,54.5,0,0,53.3125,83.1875,58.875,64.5,75.25,0,0,68.0625,70.8125,63.75,62.375,86.25,2.8125,0,83.625,35.8125,35.625,31.375,74.625,8.1875
Pullover,0.0625,18.9375,72.8125,142.5,81.25,16.4375,0,0.0625,41.875,51.5,174.0625,48,39.5,0,0,74.625,55.125,53.3125,47.8125,72.6875,0.75,1.3125,83.625,45.75,50.25,60.6875,85.3125,6.8125,6.9375,83.125,49.0625,50.4375,53.5,81.25,11.8125,8.4375,59.875,17.8125,19.1875,28.0625,57.5625,11.625,7.5,41.6875,0.3125,0,0.875,46,9.3125
Sandal,0,0,0.4375,30.1875,0,21.6875,0.625,0,0,1.25,66.875,51.3125,14.375,0.3125,0,0,9.0625,88.0625,43.5,0.3125,0.375,0,0.125,23.5625,91.625,72.5625,46.8125,58.875,0,0.1875,45.625,109,76.3125,37,45.375,2.9375,53.875,101.8125,104,40.3125,0.5,40.375,44.6875,80.9375,108.6875,58.6875,0.5625,1.0625,39.3125
