label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Dress,0,0,148.5,201.8125,213.5,17.1875,0,0,0,113.6875,230,214.8125,0,0,0,0,96.1875,230.75,190.125,0,0,0,0,114.875,232.5,224.625,0,0,0,0,141.0625,232.75,237.875,9.375,0,0,0,156.375,233.1875,237.25,23.1875,0,0,0,144.125,210.6875,207.875,31.125,0
Pullover,0,0.25,64.8125,173.1875,90.75,0.625,0,0,5.5,164.3125,178.5625,174.9375,22.875,0,0,41.4375,185.8125,155.25,188.8125,76.8125,0,0,65.125,173.25,178,168.9375,99.6875,0,0,80.6875,168.8125,182.375,153.25,122.25,0,0,90.3125,164.9375,191.875,164.5625,123.125,0,0,87.6875,60.1875,62.25,42.9375,112.125,0
Sandal,0,0,0,0,0,0,0,0,0,0.0625,4.875,0.5,47.9375,4.1875,0,0,2.375,58.0625,97.9375,36.625,11.5625,0.25,11.875,16.0625,10.0625,90.75,113.4375,104.75,48.8125,64.375,79.875,83.25,120,121.25,86.5625,44.9375,74.9375,77.8125,72.8125,71.75,77.625,57.3125,0,0,0,0,0,0,0
Trouser,0,4.8125,145.375,141.8125,152.4375,36.6875,0,0,58.75,194.6875,194.6875,200.75,103.9375,0,0,94.5625,188.125,193.8125,190.25,143,0,0,112.3125,165.625,193,173.25,147.4375,0,0,127.75,169.6875,161.25,186.5625,169.4375,0,0,131.375,191.625,69.8125,193.5,179.75,0,0,112,182.6875,15.1875,136.75,167.5625,0
Sandal,0,0,0.1875,0.125,0.125,4.4375,10.4375,0,0,0.5,63.3125,124.875,153.375,61.9375,0,0,0.5,59.5,46.125,29.25,106,0,0,0,0,0.1875,31.625,127.6875,0.5625,4.5625,12.4375,6.875,67.0625,87.8125,74.8125,54.25,103.375,97.5,77.1875,3.4375,37.375,33.25,1.5,12.8125,11.875,0,0.0625,5.0625,2.5625
Coat,0,9.875,84.3125,211,127.5625,19.875,0,0,116.3125,196.625,192.75,179.625,175.3125,0,0,153.0625,188.375,210.0625,203.4375,214.25,0,0,166.6875,213.5,193.5,191.1875,229.0625,6.5625,0,178.9375,181.1875,214.9375,199.4375,223.9375,20,0,189.6875,180.0625,197.75,209.75,180.125,32.5625,0,167.3125,46.125,51.75,57.25,143.375,33.5
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,10.5,26.625,2.125,11.8125,0.25,0.375,17.375,22,1.25,35.75,34.875,1.25,61.25,85.6875,88,76.625,73.0625,107.375,90.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dress,0.0625,7.8125,102.3125,38.25,59,6.75,0,0.1875,62.6875,106.9375,89.8125,74,41.9375,0.0625,0,102.4375,107.75,69.1875,73,103.625,5.375,16.6875,101,113.1875,107.6875,62.5625,111.5,24.0625,0,72.4375,125.5,66.8125,97.1875,52,0.25,0,0.5,135.0625,95.25,72.375,6.4375,0,0,0,110.8125,96,97,14.6875,0
Dress,0,0,116,115.5,44.875,0,0,0,0,89.25,136,58.25,0,0,0,0,62.0625,147.625,35.25,0,0,0,0,82.375,141.375,44.875,0,0,0,0,82.5625,134.375,55.25,0,0,0,0,84.8125,131.8125,61.75,0,0,0,0,84.3125,128.1875,64.3125,0,0
Shirt,0,7.4375,114.0625,150.8125,88.4375,2.375,0,0,123.625,204.375,197.75,204.5,91.1875,0,0,165.9375,203.25,198,213.3125,158.0625,0,0,144.8125,207,201.5,210.125,104.75,0,0,57.9375,203.75,200.125,207.5625,25.9375,0,0,56.25,201.6875,199.0625,209.1875,29.875,0,0,45.25,177.6875,187.9375,189.875,33.625,0
Coat,0,3.6875,131.1875,218.125,99.1875,0.3125,0,0,69.0625,223.625,231.5,230.625,43.25,0,0,115.3125,230.5,218.5,233,86.9375,0,0,142.25,231.125,223.375,233.25,112.8125,0,0,163.75,229.25,222.375,229.6875,124.625,0,0,162.5,226.875,220.4375,228.5,150.9375,0,0,35.6875,188.5,209.125,188.9375,34.4375,0
Coat,0,0.375,85.1875,147.875,73.8125,0.5,0,0,17,200.5625,219.125,191.5625,20.9375,0,0,81.25,216.8125,212.5625,212.8125,89.0625,0,0,108.5625,210.8125,211.1875,207.875,110.9375,0,0,120.6875,213.75,208.9375,198.5625,125.1875,0,0,137.625,218.5,210.375,212.75,131.625,0,0,8.1875,189.1875,198.4375,186.75,0.6875,0
Shirt,0.0625,29.625,27.4375,22.875,24.25,23.4375,5.875,21.875,137.5,94.8125,92.5625,82.875,102.625,41.25,48.875,139.25,102.25,95.25,89.0625,130.5,50.1875,72.375,153.25,103.4375,99.6875,93.1875,143.875,64,103.75,150.4375,104.3125,100.125,93.125,130.375,103.0625,60.25,112.875,106.5625,102.25,94.25,88.9375,83.75,0.25,33.9375,51.5,51.3125,50.5625,30.5625,0.0625
Shirt,0,81.0625,116.3125,111.25,125.1875,78.5625,0.0625,15.375,151.9375,127.625,124.875,123.9375,129.625,16.5625,48.5625,167,132.5625,123.6875,123.5625,155.5625,48.75,12.875,77.9375,148.1875,124.25,133.5625,39.125,3.3125,0,50.75,144.9375,125.6875,124.3125,40.6875,0.125,0.375,105.0625,149.8125,129.5625,126.4375,111.5,0.5,0.25,10.25,108.75,128.4375,91.6875,0.3125,0
T-shirt/top,0,18.3125,76.875,81.125,87.75,29.5625,0,0,63.625,89.875,76.4375,105.1875,76,0,0,78.375,105.9375,112.8125,101.8125,113.4375,3.5625,0,4.6875,100.375,111.5625,102,30,0,0,0.75,74.8125,74.5,72.5625,25.5,0,0,0.3125,79.1875,76.375,74.125,25.6875,0,0,0.3125,67.3125,66.5,64.125,23.25,0
Coat,0.125,13.3125,96.375,176.25,116.625,37.625,0.0625,0.125,87.25,154.125,154.0625,150.875,134,0.0625,0.0625,128.9375,164.625,158.875,158.5625,180.5,2.6875,0,161.1875,169.5,165.25,167.5625,186.6875,37.4375,1,175.25,164.9375,165.9375,171.875,174.9375,56.75,19.1875,152.375,163.1875,168.625,173.5625,150.9375,74.3125,18.375,111.5,0.25,0,0.125,68.5625,65.4375
Dress,0,0.375,50.1875,52.4375,49.25,0.4375,0,0,0.25,122.6875,161.5,116.3125,0.25,0,0,15.3125,122.4375,122.5625,105,16.4375,0,0,36.375,129.1875,81.9375,111.9375,34.625,0,0,66.0625,136.0625,99.625,108.75,58.25,0,0,81.25,91.875,99.1875,96.9375,77.625,0,0,56.9375,68.875,69.5,84.0625,44.3125,0
Dress,0,0.1875,151.9375,210.8125,186.6875,19.6875,0,0,3,222.3125,230.75,223.625,63,0,0,39.4375,147.9375,234.8125,143,107.25,0,0,60.0625,176,235.5625,179.4375,123,0,0,57,193.875,237.1875,201.6875,114.3125,0,0,31.3125,202.6875,238.3125,225.9375,59.75,0,0,0,172,237.875,229,2.75,0
Coat,0,4.0625,101.75,185.625,91.4375,4.75,0,0,106.8125,188.9375,180.5,165.5625,93.625,0,0,151.375,185.3125,166.9375,162.1875,151.5,0,0,166.875,199.375,169.75,177.3125,163.4375,0,0,166.8125,199.625,171.125,177.8125,175.25,0,0,143.1875,198.5625,177.625,176.6875,158.5625,0,0,50.25,171.0625,183.125,167.5,52.1875,0
T-shirt/top,9.25,42.4375,55.375,56.3125,65.6875,42.4375,7.9375,20.8125,55.3125,57.75,71.625,51.1875,42.8125,22.25,0.125,37.3125,87.0625,49.3125,57.625,30,0.1875,0,30.875,130.5,50.375,81.3125,19.8125,0,0,28,119.0625,57.25,63.875,21.8125,0,0,28.75,88.1875,68.375,34.875,24.75,0,0,31.875,40.1875,42.4375,40.75,26.9375,0
Bag,0,0.0625,29.75,81.6875,76.4375,0.875,0,0,0.75,54.4375,0.1875,50.4375,6.75,0,0.375,82.1875,147.375,102,129.125,108.375,25.4375,1,204.6875,228,227.1875,228.4375,229.75,87.75,25.25,228.4375,228.5,228.6875,229.125,230.5,119.25,55.875,222.6875,230.125,232.6875,235,220.3125,142.375,28.9375,209.3125,229.6875,185.3125,175.9375,178.875,108.25
Shirt,0,0.375,76,160.5,110.5,14.375,0,0,15.1875,115.3125,129.875,105.5625,47,0,0,32.375,128.6875,119.25,126.6875,69,0,0,46.6875,136.0625,125.6875,116.0625,87.5625,0,0,51.9375,128,122.1875,111.0625,110.5625,0,0,43,107.625,137.875,110.5,42.0625,0,0,0.1875,99.8125,136.125,107.375,0.25,0
Trouser,0,0,169.75,209.6875,212.5625,8.8125,0,0,0,218.875,234.25,233.5,37.75,0,0,0,191.5625,215.25,235.3125,18.0625,0,0,0,168.125,176.8125,236.4375,0,0,0,0,152.3125,113.6875,233.4375,0,0,0,0,143.8125,70.625,224.625,0,0,0,0,115.3125,47.9375,163.8125,0,0
Pullover,0.3125,69.375,176.8125,187.0625,174.0625,66.125,0.1875,0,150.75,181.3125,178.1875,184.5,150.3125,0,0,198.4375,186.3125,185.0625,186.5625,198.5625,0,0,210.875,199,200.25,201,211.125,0,4.125,186.5625,209,201.3125,208.4375,187.25,4.125,19.875,174.4375,209.4375,203.25,208.625,174.75,19.875,20.25,146.75,187,190.125,181.875,148.375,20.3125
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.125,4.1875,63.0625,106.75,0.3125,7.3125,44.3125,112.3125,171.75,198.125,212.125,202.75,176,7.1875,29.0625,55.4375,71.5625,63,52,35.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,59.5625,111.5625,65.125,58.0625,55,77.875,64.9375,79.0625,201.75,192.5,199.375,201.4375,200.25,187.4375,64.625,207.8125,198.1875,202.375,205.5625,206,192.6875,97.4375,179.4375,204.4375,202.25,203,204.8125,138.1875,4.5,144.3125,216.1875,204.875,196.25,140.5,14.625,0.25,9.1875,28.75,14.75,0,0.1875,0.0625
Coat,0,5.0625,60.375,185.1875,62,10.625,0.0625,0,77.5625,114.625,111.5,104.5,97.4375,0,0,98.4375,125.375,114.5,111.125,137.125,0.0625,0,118.6875,115.125,120.5,115.375,153.5625,8.25,0,128.5625,117.625,124.25,119.9375,149.5,13.6875,0,115.75,115.5,123.125,132.9375,127.0625,16.25,0,97.4375,44.4375,50.9375,53.8125,85.8125,7.3125
Coat,0,0.75,122.875,147.0625,96.4375,0,0,0.25,45.0625,176.1875,157.9375,191.0625,47.1875,0,0.3125,115.1875,153.6875,200.5,189.125,92.9375,0.0625,7.1875,134.0625,140.5,215.25,169.4375,154.5625,0.0625,15.875,143.125,145.8125,203.5625,150.9375,204.375,3.75,44.1875,129.0625,138.9375,194.9375,165.25,178.5625,33.625,23.1875,59.875,119.0625,166.75,138.1875,80.5,19
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,113.625,104.25,10.5625,28.9375,26.375,83.375,150.8125,156.375,163.8125,153.25,139.625,18.25,33.625,29.375,35.0625,46.75,38.8125,22.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pullover,0,9.625,82,100.25,91.3125,20.6875,0,0,73,124.4375,105.5,116.875,82.8125,0.125,0,101.875,145.75,120.125,112.375,120.3125,0,0,116.375,159.75,123.0625,120.3125,130.25,0.125,0,116.375,141.8125,126.1875,129.125,111.3125,3.5,0,98.6875,147.875,135.875,136.4375,102.625,7.875,0,83.5,77.5625,68.4375,70.4375,72.5,8.125
Ankle boot,0,0,0,0.6875,117.5625,79,42.3125,0,0,0,4.125,235,223.1875,126.625,0,0,0.125,80.625,249.375,212.1875,95.8125,0.75,0.6875,39.125,216.625,222.8125,208.75,110.75,123.8125,116.4375,191,235.75,216,170,137.875,179.6875,216.1875,212.5,162.9375,109.375,185.8125,92.5,4.1875,49.1875,61.0625,8.4375,5.75,72.625,30.75
Trouser,0,0,168.3125,151.4375,189.25,11.3125,0,0,0,198.625,180.5,210.625,34.625,0,0,0,179.4375,189,207.9375,37.8125,0,0,0,188,153.3125,210,31.875,0,0,0,192.9375,105.25,208.4375,26.5,0,0,0,190.9375,47.6875,205.75,25.375,0,0,0,188.3125,14.375,188.6875,22.875,0
Shirt,0,63.5625,161.1875,165.4375,168.8125,111.8125,0,0,66.75,165.5625,182.0625,165.875,122,0,0,6.8125,148.5625,167.1875,163.9375,46.625,0,0,0.625,131.25,169.4375,165.5625,44.375,0,0,1,145.4375,168.75,169.75,62.3125,0,0,0.125,168.5625,173.0625,173.25,90.25,0,0,0.875,154.125,173.9375,171.625,87.5625,0
Trouser,0,0,177.5625,208.1875,216.4375,27.5,0,0,0,189.875,212,201.8125,40,0,0,0,166,189,192.625,11,0,0,0,143.75,154.5,179.0625,0,0,0,0,132.125,152.1875,171.25,0,0,0,0,138.125,150.5625,182,0,0,0,0,116.75,123.625,153,0,0
Coat,0,32.875,88.3125,75.875,88.375,24.6875,0.375,37.625,192.875,184.9375,180.9375,164,191.875,9.125,74.3125,195.5625,184.25,186.5625,171.1875,213.1875,52.625,110.875,202.9375,164,185.6875,151.25,225.625,93.875,161.375,201.9375,163.125,198.1875,174.25,186.6875,136.0625,180.4375,160,193,196.9375,199.4375,165.25,167.9375,147.8125,79.9375,98.625,103.1875,88.125,76.5,140.75
Trouser,0,0,166.9375,225.75,201.3125,0,0,0,0,189.0625,234.75,226.375,0,0,0,0,202.3125,144.3125,202.1875,0,0,0,0,210.9375,73.4375,185.4375,0,0,0,0,176.5,72.875,190.1875,0,0,0,0,127.125,95.4375,185.8125,0,0,0,0,80.125,93.875,159.3125,0,0
Coat,0,8.1875,92.375,207.8125,77.3125,7,0,0,123.9375,156.75,149.0625,135.5,98.0625,0,0,146.4375,79.3125,77.75,49.3125,135.875,0,0,196.25,130.6875,110,99.8125,157.6875,0,0,200.5,117.6875,124,79.75,163.75,0,0,164.1875,145.25,141.8125,116.875,154.5625,0,0,128.9375,51.125,71,55.375,131.125,0
Dress,0,13.8125,112.9375,112.4375,114.125,4.625,0,0,48.625,127.5,146.875,151.5,41.6875,0,0,94.875,123.1875,101.875,157.75,80.375,0,0,0.8125,120.6875,156.875,93.0625,0.5,0,0,1.3125,103.1875,177.125,150.75,0.125,0,0,9.375,151.9375,137.0625,136.375,2,0,0,16.0625,126.5625,167.875,171.875,3,0
Trouser,0,0,55.75,119.75,110.8125,3.6875,0,0,0,87.1875,162.1875,146.375,14.3125,0,0,0,104.25,94.125,161.9375,20.8125,0,0,0,126.3125,31.875,154.125,2.6875,0,0,0,142.5625,11.125,143.875,0,0,0,0,122.9375,14.6875,132.25,0,0,0,0,101.3125,13.125,107.8125,0,0
Bag,0,0,7.5,51.375,30.625,0.1875,0,0.25,1.125,66.5625,1.125,75.25,1,1,37.8125,158.8125,171.25,133.625,160.9375,160.875,130.75,77.375,195,223.5625,227.5625,230.0625,228.625,214.6875,103.25,184.25,224.5625,227.5,231.25,233.5,218.75,88.625,197.875,226.5625,223.0625,225.75,227.5625,207.1875,92.875,157.4375,131.1875,115.125,115.6875,116.25,91
Dress,0,0,148.75,28.125,128.4375,0.1875,0,0,15.6875,181.125,202.3125,154.375,8.875,0,0,34.8125,181.4375,213.9375,153.375,21.875,0,0,52.25,184.9375,217.1875,177.8125,34.75,0,0,39.25,177.5625,221.625,162.3125,20.0625,0,0,0.25,212,224.6875,171.4375,0.5,0,0,3.375,93.5,81.625,74.375,0.3125,0
Trouser,0,8.9375,13.375,79.4375,35,15.9375,0,0,5.0625,11.1875,58.8125,28.5,13.25,0,0,5.3125,8.875,92.25,39.5,12.9375,0,0,11.8125,11.0625,198.0625,97.5,13.875,0,0,20.8125,17.625,137.625,77.5,15.125,0,0,23.3125,19.75,102,90.875,15.9375,0,0,26.875,25.5,48.6875,22.3125,21.5,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6875,43.9375,39.6875,50.4375,110.5,0.125,19.3125,29.3125,0.4375,0.6875,72.5625,154.375,36.8125,98,84,68.5625,126.9375,164.875,115.3125,21.375,31.5,32.0625,11.1875,2.75,5.4375,5.6875,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0,0.0625,6,5.25,0,0,0,0.3125,1.125,46.5,25.9375,7.25,0.1875,0.75,27.8125,68.875,89.875,83.5,52.8125,35.4375,54.75,46.625,76.4375,71.8125,37.1875,38.6875,12.625,16.75,18.9375,18.5,23.0625,23.375,24.125,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,12.875,0,0,0,0,35.125,83.8125,107.0625,10.625,27.25,59.625,73.6875,142.0625,89,94.25,127.625,151.375,42.8125,101.1875,103.25,98.8125,61.75,143.8125,129.9375,0,7.75,25.8125,26.5,28.6875,37.1875,33.5,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.375,6.875,65.6875,155.4375,18.9375,63.1875,48.25,108.25,170.0625,180.625,186.6875,194.4375,151.6875,125.625,195,200.3125,204.875,210.8125,207.625,161.3125,0,1.4375,18.8125,17.375,21.75,20.0625,4.4375,0,0,0,0,0,0,0
Coat,0,0.4375,134.75,213.5,143.375,0.5,0,0,70.8125,201.0625,200.75,200.8125,63.125,0,0,152.75,184.625,190.8125,187.8125,133.125,0,0,176.625,188.3125,186,194.0625,168.5625,0,0,182.1875,186.25,190.1875,194.4375,183.1875,0,0,177.75,188.75,198.25,192.9375,179.5,0,0,131,75.25,95,70.8125,147.5625,0
Shirt,0,13.4375,63.6875,171.6875,55.6875,13.5625,0,0,79.8125,97.3125,124,108.9375,85.9375,0,0,124.5,120.9375,133.3125,121.6875,124.25,0,0,145.75,114.1875,132.9375,118.75,140.75,0,0,144.75,89,139.1875,105.0625,132.25,0,0,121,118.5,139.5625,129.6875,123.625,0,0,72.75,90.5625,127.5,98.4375,58.9375,0
Shirt,0,2.5625,15.25,103.75,26.0625,6.3125,0,0,18.3125,21.0625,22.875,22.5625,27.5625,0,0,31.8125,30,26.375,21.875,55.8125,0.5,0,30.75,50.875,28.3125,20.125,73.625,4.25,0,48,20.625,29.5625,23.1875,55.3125,6.1875,0,47.8125,18.6875,31.25,26,45.75,5.875,0,49.875,18.75,37.8125,28,41.5625,4.8125
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,70.125,56.3125,97.25,115.5,29.3125,31.9375,26.375,38.1875,38.3125,44.625,32,36.625,28.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coat,0,3.875,35.875,121.0625,54.4375,6.3125,0,0.0625,39.9375,69.3125,75.25,71.8125,52.5625,0,0,75,87.25,61.9375,63.6875,87.0625,0,0,69.9375,89.375,65.3125,67.75,82.875,5.625,3,61.875,83.8125,68.625,66.6875,65.375,15.4375,12.1875,52.1875,33.0625,31,29.25,56.375,17.625,9.3125,38.9375,0.125,0,0.25,43.1875,16.1875
Dress,0,0,7.0625,64.5625,75.3125,0,0,0,0,25.4375,54.875,54.875,0,0,0,0,29.5,53.9375,53.25,0,0,0,0,72.0625,83.4375,61.8125,1.625,0,0,0,97,96.9375,63.5625,14.625,0,0,0,120.0625,116,76.375,12.5,0,0,0,75.5625,86.125,66,8.8125,0
Coat,0,45.8125,177.4375,215.4375,201.25,75,0.375,0,95.875,210.1875,231.6875,223.5625,176.0625,0,0,137.25,224,215.125,211.4375,222.875,0,0,180.0625,221.625,216.125,215.25,238.125,17.1875,0,207,217.625,217.5,216.6875,225.375,44.375,0,199.375,118.1875,130.125,128.625,176.0625,54.9375,0,159.8125,0.5,27.0625,18.5625,106.5625,46.75
Trouser,0,0,59.4375,90.5625,52.5,0,0,0,0,72.5,119.9375,50.0625,0,0,0,0,82.9375,94.6875,86.625,0,0,0,0,77.5625,79.625,94,0,0,0,0,79.4375,70.3125,91.75,0,0,0,0,75.6875,66.25,83.875,0,0,0,0,71.375,42.6875,74.875,0,0
Dress,0,28.5,160.1875,182.6875,164.5625,35.5,0,0,84.8125,195.3125,188.25,192.3125,91.375,0,0,95.625,175.1875,188.25,165.875,100.4375,0,0,108.4375,153.1875,188.5625,152.1875,124.3125,0,0,102.625,190,190.625,188.875,140.375,0,0,68.1875,192.125,194.875,193.4375,88,0,0,80.125,178.5625,187.5625,181.5625,106.125,0
Pullover,0.4375,49.75,114.8125,135.75,122.5,58.6875,0.1875,0,133.6875,137.625,128.3125,120.4375,115.6875,7.625,0.25,157.5,153.5625,123.875,107.8125,129.75,20.5625,6.9375,123.1875,164.875,126.4375,116.875,105,30.6875,17.6875,112.375,142.75,133.125,123.5,97,36.875,18.5625,95.4375,160.0625,156.125,141.875,88.375,42.625,13.9375,75.875,11.3125,13.4375,14.9375,37.3125,46.1875
T-shirt/top,0.0625,90.5625,194.75,141,191.9375,103.5625,0,0.25,213.0625,237.6875,238.75,237.8125,236,2.625,17.5625,217.75,241.875,241.375,245,203.9375,45.0625,59.5625,159.625,244.4375,244.5625,244.1875,155.5625,89.125,96.875,168.1875,243.4375,246.8125,243,151.3125,119.6875,0.125,99.4375,240.8125,247.8125,241.5,120,0.25,0.1875,90.5,205.375,221.25,211.1875,111.75,0.875
Ankle boot,0,0,0,0,0,0,0,0,0,0,5.5,103.5625,85.625,71.5625,0,0.0625,0.875,107.875,207.5625,236.875,126.8125,0.6875,13.5,101.5,218.0625,233.625,235.5625,183.875,118,217.4375,223.1875,230.875,231.3125,221.9375,182.875,42.875,94.0625,103.6875,61,43.3125,107.375,81.875,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3125,66.125,80,13,68.25,18.0625,63,113.3125,142.375,179.625,150.3125,149,79.125,108.125,124.25,143.4375,151.0625,148,121.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pullover,0,0,30.9375,71.4375,59.0625,0,0,0,6.4375,40.4375,80,33.6875,14.1875,0,0,14.3125,45.875,25.25,47.375,17.6875,0,0,16.9375,43.4375,26.5625,46.9375,25,0,0,19.5,37.5625,32.5,28.625,36.25,0,0,22,37.5,32.625,29.125,42.4375,0,0,22.4375,18.3125,15.25,12.5625,39.625,0
Bag,0,0,0,0,0,0,0,0,12.5625,96.25,94.375,87.875,86.1875,32.125,0.4375,113.1875,240.6875,242.6875,241,239.1875,162.1875,2.3125,150.5625,244.8125,244.25,243.5,240.0625,194.375,1.8125,164.625,246.25,242.0625,236.25,241.0625,206.75,46.1875,102.375,163.75,168.1875,165.8125,160.9375,126.3125,0,0,0,0,0,0,0
Coat,0.0625,0.5,52.75,194.375,91.5625,4.125,0.0625,0.1875,58.5,171.9375,166.5625,160.1875,123.5625,0.125,0,70.3125,176.3125,171.5625,165,152.875,0,0.125,129.3125,179.25,175.625,167.25,182.1875,0,3.8125,152.875,174.0625,178.0625,171.125,185.0625,0,17.625,155.375,171.5625,178,176.1875,183.5,2.875,9.6875,144.8125,98.875,103.1875,104.875,138.8125,21.875
