label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Dress,0,0,128.875,179.5,153.0625,0,0,0,0,147.1875,239.125,199.9375,0,0,0,0,156.3125,239,182.25,6.1875,0,0,0,189.625,238.4375,218.125,4.875,0,0,0,112.375,239.3125,164.25,1.9375,0,0,0,65.8125,242.3125,118.25,0.0625,0,0,0,60.125,240.125,108.1875,0,0
Coat,0,0,81.75,214.875,139.25,0.0625,0,0,3.9375,223.75,233.0625,223,73.5,0,0,33.875,232.9375,222.9375,223.0625,112.5625,0,0,59.1875,226.6875,224.5625,222.375,129.375,0,0,58.5625,211.6875,225.125,206,142.1875,0,0,10.125,134.9375,227.625,202.8125,26.5625,0,0,0.125,17.9375,63,33.5,0.1875,0
T-shirt/top,0,100.75,205.125,216,213.125,128,0,0,225,217,178.375,202.75,232.875,34.5625,11.9375,242.875,214.25,123.875,169.75,232.625,65.8125,3.375,77.3125,228.9375,208.0625,209.625,131.75,17.5625,0,28.1875,232.375,230.1875,230.75,106.3125,0,0,22.625,232.375,230.4375,230.4375,111.625,0,0,22.875,203.125,201.25,200.5625,94.75,0.25
Trouser,0,0,39.5,60.75,15.75,0,0,0,0,49.5,149.625,112.75,0,0,0,0,76.25,192.1875,114.375,0,0,0,0,93.4375,121.25,91.5625,0,0,0,0,105.5,36.375,87.0625,0,0,0,0,103.6875,32.6875,108,0,0,0,0,91.25,3,92.25,0,0
Pullover,0.125,56.25,138.5625,139.875,143,61.3125,0,0,167.8125,169.5,168.3125,172.625,174.8125,0,5.4375,198.5,185.3125,175.625,174.75,201.5625,8.5625,25.3125,185.5,185.4375,175.75,175.4375,184.0625,29.8125,28.8125,166.8125,190.5625,178.9375,181.0625,171.4375,32.5,19.8125,156.875,193.875,179.5,184.5,167.1875,26.3125,2.625,122.875,86.875,83.5,83,129.5,3.5
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0625,53.75,59.875,70.125,55.9375,23.375,0,6.3125,113.375,127.5,60.1875,104.6875,129,6,53,82.125,87.8125,78.5625,80.8125,81.9375,50.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pullover,0,0.125,97.9375,133.375,112.75,0.8125,0,0,47.5,98.3125,86.1875,92.1875,73.3125,0,0,73.25,101,69.6875,82.75,102.125,0,0,77.875,76.5625,74.75,73.6875,102.5625,0,0,90.625,66.9375,77.125,77.375,102.5,0,0,83.9375,78,87.875,96,91.25,0,0,66.25,33.125,47.8125,42.5625,67.9375,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.375,30.75,44.375,9.8125,0,0,29.25,37.5,50.375,50.75,29.25,12.75,40.375,38.3125,57.3125,56.25,50.3125,34.75,22.8125,37.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0625,24.3125,38.25,19.8125,70.0625,6.3125,17.0625,59.9375,135,98.5,62.5625,19.875,32.1875,42.125,47.6875,95.375,66.0625,58.1875,72,0,7.5,14.875,18.0625,13.875,12.9375,5.9375,0,0,0,0,0,0,0
Pullover,0.0625,22.125,54.3125,47.0625,61.625,21.6875,0,0,53.4375,47.8125,46.625,45.6875,54.625,0,0,76.125,53.5625,59.8125,60.4375,65.4375,0,1.5,119.9375,50.75,67.5625,58.6875,108.6875,3.25,6.8125,112.5625,40.3125,68.4375,49.75,102.875,9.125,10.4375,95.5625,71.0625,77.5,71,95.6875,13.75,11.1875,79.125,0.375,0.0625,0,73.4375,14.0625
Dress,0,0,27.375,0.9375,23.75,0,0,0,0,82,122.75,122.125,0,0,0,0,67.875,135.625,104.4375,0,0,0,0,93.3125,146.0625,113.4375,0,0,0,0,127.6875,145,133.6875,0,0,0,0,109,155,141.8125,0,0,0,0,91.875,160.375,105.8125,0,0
Shirt,0,1.0625,158.5625,107.0625,147.375,38.3125,0,0,0.5,206.875,182.5,208.0625,46.5625,0,0,16.1875,220,221.8125,219.5,61.875,0,0,39,224.6875,227.6875,222.25,91.5,0,0,56.6875,227.125,231.1875,226.5,115.6875,0,0,76.75,231.4375,234.375,230,128.875,0,0,72.6875,177.8125,234.125,190.6875,117.8125,0
Dress,0,0,43.0625,116.5,51.5,0,0,0,0,32.875,58.0625,46.3125,0,0,0,0,36,67.75,50.1875,0,0,0,0,46.0625,102.375,64,0,0,0,0,39.375,96.4375,72.5,1.6875,0,0,0,47.1875,97.125,77.0625,9.9375,0,0,0,45.4375,100.25,79.25,11.625,0
Bag,0,0,0,0,0,0,0,16.5625,65.875,31.25,29.0625,23.25,32.9375,45.1875,86.75,101.3125,181.75,173.75,185.6875,185.75,81.875,100.8125,124.3125,185.5,184.25,189.6875,197.8125,125.875,33.875,171.6875,217.6875,216.6875,216.625,211,104.9375,0.125,132,150.4375,136,111.6875,97.875,8.875,0,0,0,0,0,0,0
T-shirt/top,0.0625,83.25,171.375,183.5,176.1875,87.375,0,7.8125,203.3125,194.875,195.0625,185.875,210.4375,7.0625,18.4375,143.5625,199.875,197.875,199.75,150.875,18.4375,0,11.4375,197.6875,197.5625,203.5625,36.3125,0,0,17.375,198.375,197.875,202.4375,30,0,0,29.3125,201.125,198.25,201.75,43.875,0,0,35.25,175.5,179.75,183.3125,43.5,0
Coat,0,4.1875,107.875,214.5,127.3125,3.3125,0,0,75.25,182.8125,188.1875,215.125,109.0625,0,0,106.5625,169.1875,158.5625,215.3125,158.4375,0,0,135.0625,174.0625,165.8125,208.4375,172.9375,0,0,156.75,172.75,186.0625,198.5625,182.875,0,0,163.375,170.75,190.375,192.75,172,0,0,75.8125,0.1875,0.3125,0.125,95.875,0
Dress,0,7.8125,171.5625,161.125,178.25,21.75,0,0,13.25,167.5625,228.6875,186.9375,32.25,0,0,0,110.1875,230.4375,142.125,0.5625,0,0,0.125,153.3125,229.9375,194.9375,0.5,0,0,0,179.3125,230.6875,232.4375,0,0,0,0,193.3125,231.75,232.625,5.1875,0,0,0,179.375,230.8125,225.1875,8.8125,0
Sandal,0,0,0,0,0,0,0,0,0,0.25,0.5,0.25,51,0.375,0,0,34.1875,44.1875,82.0625,44.875,0.25,0,2,19.125,0.375,27.3125,47.75,53.875,2.125,48.6875,64.6875,15.9375,75,19.8125,66.5625,47.9375,105.5,104.8125,73,0.25,0.5,54.6875,0,0,0,0,0,0,0
Coat,0,0.125,21.5,162.9375,39.25,0.3125,0,0,43.6875,214.5,225,223.875,77.5625,0,0,93.625,225.75,224.625,230.375,133.6875,0,0,118.4375,203.625,230.5625,206.25,162,0,0,149.25,160.9375,223.125,205.25,157.1875,0,0,159.0625,210.4375,228.5625,227.375,195.6875,0,0,146.9375,181.125,198.25,180.625,182.1875,0
Trouser,0,19.1875,180.1875,174.375,177.3125,29,0,0,38.1875,196.5,200,196.875,39.125,0,0,43.75,181.375,197.5625,184.625,42.875,0,0,41.1875,176,179.8125,178.8125,44.75,0,0,34.3125,166,161.0625,166.125,47.1875,0,0,25,181.5625,140.625,184.375,45,0,0,9.1875,200.125,115.625,200.9375,24.875,0
Bag,0,0,47.125,94.375,94.4375,88,47.4375,0.125,14.5,149.5625,152.75,147.375,146.375,133.3125,0.625,105.5,149.875,155.5625,149.9375,148.3125,115.375,0.125,110.5625,145.1875,164.75,160.375,156.375,111.75,0.3125,136.875,199.1875,180.3125,172.75,71.9375,89.5625,128.3125,178.6875,188.9375,185.1875,178.5625,141,128.6875,73.0625,101.75,119.3125,106.1875,78.0625,71.9375,29.875
Sandal,0,0,0,0,0,0,0,0,0,0.0625,0.0625,14,62.4375,40,0,0,20,2.125,11.8125,3.375,22.75,0,39.8125,62.0625,45.8125,0,13.125,29.5,12.3125,23.125,25.5625,22.6875,19.5625,21.625,21,7.9375,13.8125,13.375,12.125,11.5625,12.1875,13.25,0,0,0,0,0,0,0
Pullover,0,0.0625,83.875,190.375,138.8125,22.75,0,0,48.375,206.3125,201,201.75,130.3125,0,0,81.875,205.8125,205.375,201.1875,173.625,0,0,110.4375,208.125,206.3125,202.75,194.25,0,0,119.25,191.125,206.0625,209.3125,181.4375,0,0,117.25,186.8125,187,189.6875,193.8125,0,0,98.1875,28.8125,0.4375,0.5625,131.75,0
Pullover,0,0.3125,97.25,224.9375,163.8125,0.3125,0,0,55,178.0625,194.0625,165.9375,92.9375,0,0,85.875,161.75,151.5,141.5625,122.875,0,0,91.5625,167.5625,137.125,142.1875,145.1875,0,0,107.5,164.5625,147.625,141.75,146.25,0,0,117.75,151.875,156.5,154.1875,136.5,0,0,96.1875,34.4375,38.4375,38.8125,92.4375,0
Pullover,0,18.3125,86.1875,108.8125,94.75,32.875,0,0,78.5,130.625,148.5,109.0625,84.125,0.125,0,131.875,123.625,99.0625,100.3125,121.9375,0,0,127.9375,139,104.5625,105.25,132.0625,2.75,0,117,158,101.0625,104.875,142.5,16.625,0,104.4375,162.125,94.5625,107.25,118.25,21.25,0,94.4375,129.5625,105.625,108.6875,102.3125,20.0625
Dress,0,0,40.375,63.875,46.125,0,0,0,0,58.625,100.1875,73.3125,0,0,0,0,75.375,91.8125,85.6875,0,0,0,0,59.6875,95.625,73.4375,0,0,0,0,75.75,115.8125,87.75,0,0,0,0,100.8125,102.625,107.625,0,0,0,0,64.25,82.75,92.4375,0,0
T-shirt/top,0,25.1875,74.8125,76.9375,83.4375,43.125,0,0,80.125,126.9375,187.0625,160.8125,93.125,3.0625,0,47.125,135.0625,104.75,110.5625,60.125,6.875,0,0.1875,105.9375,172,125.875,14.3125,0,0,0.25,80.625,156.25,147.5,13.0625,0,0,0.4375,90.25,138.1875,92.625,15.3125,0,0,0.25,79.875,80.6875,70.8125,11.9375,0
Pullover,0,25.75,95.4375,118.6875,106.5625,39.8125,0,0,109.1875,121.1875,118.125,121.75,148.6875,0,0,126,146.6875,128.3125,137.0625,174.6875,11.5625,0,140,133.0625,128.5625,144.8125,160.625,29.25,0,130.0625,119.75,136.375,147.25,129.375,27.625,0,115.6875,131.875,149.5625,156.5625,124.6875,15.3125,0,89.3125,18.3125,22.1875,30.1875,110.9375,0.3125
Ankle boot,0,0,0,17,16.6875,0.25,0,0,0,0.0625,79.75,171.875,173.875,95.8125,0,0,0.6875,93.875,157.125,140.875,102.5625,0,0,21.25,147.4375,161.25,152.9375,126.6875,19,35.625,137.25,149,150.4375,157.3125,180.75,132.4375,164.8125,150.6875,160.8125,121,185.9375,122.375,0.1875,21.125,41.8125,7.875,0,15.6875,6.25
Coat,0,13.1875,173.875,225.4375,189.5,7.9375,0,0,110.5,203.375,233.6875,200.25,116.625,0,0,161.5,200.625,202.1875,197.625,145.875,0,0,186.75,190.875,179.9375,209.625,171.125,0,0,190.5625,202.6875,208.625,184.3125,198.9375,0,0,202.75,191.4375,195.125,208.25,203.3125,0,0,191,148.375,151.8125,154.125,193.25,0
Coat,0,5.9375,45.4375,172.0625,50.3125,7.8125,0,0.0625,74,86.75,132.75,96.75,81.25,0,0,103.75,128.25,99.5625,128.75,114.4375,0,0,141.75,109.3125,91.1875,105.8125,137.3125,0.875,3.4375,128.25,93.5,96.75,98.6875,126.4375,8.4375,9.375,94.875,83,98,92.875,105.1875,13.1875,15.6875,83.5625,34.1875,46.75,36.9375,93.9375,16.8125
Trouser,0,0,188,190.75,170.875,33.625,0,0,0,186.125,191.625,135.5,36.875,0,0,0,144.4375,147.125,111.375,31.25,0,0,0,112.375,125.1875,111.8125,29.1875,0,0,0,110.8125,108.0625,132.3125,21.0625,0,0,0,180,103.0625,209,21.375,0,0,0,187.875,79.3125,213.6875,19.375,0
Pullover,0,42.875,173.75,192.375,189,80.5,0,0,137.1875,217.6875,217.0625,217.4375,196.1875,0,0,162.8125,224,216,215.875,217.0625,1.9375,0,174.5,208.9375,213.8125,217.0625,214.875,21,0,189,177.3125,214.375,220.375,205.875,30.5,0,180.75,175.0625,217.125,218.9375,194.625,39.875,0,148.1875,87,107.0625,105.125,135.625,36.625
Trouser,0,0,108.875,194.625,146.9375,0,0,0,0,125.5625,211.4375,174.75,0,0,0,0,135.25,175.6875,182.3125,0,0,0,0,130.875,158.6875,189.6875,0,0,0,0,119.0625,134,188.125,0,0,0,0,106.1875,105.9375,173.9375,0,0,0,0,98.1875,84.625,157.1875,0,0
Dress,0,0,153.5625,169.375,164.8125,0.25,0,0,3.375,214.625,214.4375,224.0625,27.6875,0,0,28.5625,183.0625,216.5625,186.9375,51.3125,0,0,26.25,175.875,221,180.25,44.1875,0,0,0,163.5,221.5,177,1.375,0,0,0,164.9375,222.8125,190.5,0.5,0,0,0,145.0625,207.375,168.4375,0.5625,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,6.6875,24.625,59.9375,54.3125,56.625,0.0625,23.375,27.9375,0.1875,14.75,39.0625,0.4375,47.125,74.75,72.875,53.5625,69.375,107.8125,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dress,0,0,66.5,146,98.6875,0,0,0,0,88.4375,156.5,140.125,0.0625,0,0,0,85.75,148.1875,125.6875,17.75,0,0,0,128.3125,175.8125,161.875,32.3125,0,0,0,55.125,146.6875,94.5,3.875,0,0,0,42.0625,155.6875,86.4375,0.5625,0,0,0,41.5,172,92.6875,0.3125,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0.0625,15.375,0.125,0.0625,0,0,0.0625,9.875,122.875,111.3125,48.75,0.125,0,0.5,56.75,112.3125,134.75,71.875,22.4375,54.0625,69.8125,103.5625,126.6875,124.3125,106.9375,24.6875,29.8125,47.0625,70.8125,68.5,57.4375,36.8125,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,28.125,18.9375,2.1875,0.0625,0.625,22.0625,63.3125,38.1875,80.75,65.375,19.375,32.3125,57.3125,44.0625,51.0625,49.25,81.1875,62.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bag,0,0.125,0.0625,23.5625,10.6875,0.125,0,0.3125,0.875,86.4375,83.5625,109.125,7.25,0.75,31.9375,120.125,147.75,137.25,150.875,154.875,98.3125,123.625,138.4375,134.8125,128.625,137.875,150.25,152.625,173.6875,160.6875,154.375,153.9375,161,167.5,162.75,159.875,201,178,113.4375,124.4375,128.6875,111.5,0,0,0,0.5625,0.375,0.25,0.3125
Dress,0,22.4375,121.25,74.8125,114.8125,42.3125,0,0,21.25,174.25,97.375,150.0625,44.1875,0,0,23.375,148.125,97,168.625,24.75,0,0,0,113.5625,107.8125,133.625,0,0,0,0,128,115.4375,145.5,0,0,0,1.1875,142.875,122,156.1875,2.8125,0,0,9.125,147.9375,124.9375,153.875,12.6875,0
Pullover,0,27.8125,83.375,105.6875,82.5,23.375,0,0,74.625,66.625,66.25,62.5625,70.6875,0,0,101.1875,90,69,72.0625,102.625,0,0,108,64.4375,71.5625,61.9375,111.25,0,0,101.1875,70.125,75.6875,68,103,0,0,77.75,68.9375,76.6875,67.125,76.75,0,0,52.625,0,0,0.25,52.9375,0
Coat,0,7.875,114.25,152.625,109.3125,4.25,0,0,110,206,210.875,201.5,85.375,0,0,162.0625,191.625,192.8125,198.3125,152.4375,0,0,181.875,187.125,190.9375,193.3125,162,0,0,186.75,195.25,198.0625,202.1875,164.1875,0,0,179.4375,152.625,173.125,161.75,164.125,0,0,133.875,0.25,0.625,0.375,114.875,0
Pullover,0,30.75,123.5,157.75,127.25,31.5,0,0,89.5625,130.5625,127.5625,129.8125,91.375,0,0,107.1875,130.1875,126.625,128.8125,108.5,0,0,111.4375,130.375,130.9375,129.5,115.25,0,0,115.875,131.6875,132.3125,133.1875,127.3125,0,0,118.9375,155.125,159.75,156.875,132.375,0,0,116.4375,90.75,81.3125,80.4375,129.3125,0
Dress,0,0,6,98.5,43.375,0,0,0,0,9.625,135.875,35.6875,0,0,0,0,29.5625,198.0625,57.4375,0,0,0,0,34.75,113.3125,40.0625,0,0,0,0,67.25,166.25,88.125,0,0,0,0,77.25,208,98.1875,0,0,0,0,47.125,126.375,74.375,0,0
Pullover,0.25,55.9375,158.3125,145.5,161.75,70.5625,0.1875,4.5625,202.375,145.625,138.4375,92.875,204.9375,17,31.375,207.8125,159.125,34.1875,90.5,213.125,53.8125,54.25,213.9375,145.25,80.625,55.4375,216.75,83.3125,61.9375,188.6875,183.4375,159.75,169.1875,198.125,106.4375,77.3125,190.8125,217.25,208.8125,211.375,206.0625,109.625,62,184.3125,211.125,214.125,208,177.5625,100.3125
Bag,0,11.3125,14.375,21,24.9375,7.25,0.125,112.0625,141.625,156.8125,151.0625,143.125,136.625,95.5,154.0625,156,161,160.9375,161.3125,164.1875,141.4375,151.6875,152.1875,158.375,164.5625,164.625,174.625,142.75,142.6875,160.5625,163,162.75,175,173.3125,124.6875,154.25,161,161.25,170.125,174.4375,171,121.375,10.875,14.9375,15.625,15.6875,11.4375,12.625,7.75
Ankle boot,0,0,0,0,0,0,0,0,0,0,3.1875,154.5625,115.0625,81.9375,0,0,0,81.3125,195.125,205.8125,123.875,0,0.125,26.6875,183.75,198.3125,202.3125,120.375,1.1875,60.5,147.6875,186.3125,199.6875,198.8125,151.25,137.75,199.25,202.6875,220.375,221.0625,218.9375,196.3125,0,23.9375,46.4375,23,2.5625,48.875,33.4375
Sneaker,0,0,0,0,0,0,0,0,0,0,0.625,88.6875,18.625,0.4375,0,0,0.0625,20.0625,214,179.6875,67.375,0,0.9375,26.25,130.875,207.8125,208.375,108.625,54.625,86.3125,175.6875,189.1875,210.625,193.625,150.375,19.5,47.0625,55.5625,57.9375,58.375,64.3125,43.875,0,0,0,0,0,0,0
Ankle boot,0,0,0.1875,46.1875,192,192.625,58.375,0,0,0.5625,85.5625,206.125,192.5625,71.8125,0.0625,0.0625,3.375,165.6875,203.4375,157.8125,131.1875,0.5,1,83.0625,189.75,199.8125,203.0625,161.5625,56.125,68.75,165.125,198.625,198.4375,195.375,147.375,150,196.5,200.9375,195.75,36.625,187.8125,142.6875,52.3125,105.9375,138,53.125,1,131.625,93.6875
Trouser,0,0,79.8125,157.1875,105.3125,0,0,0,0,93.0625,152,124.3125,0,0,0,0,106.375,158.5,124.5625,0,0,0,0,95.6875,146.5,109.25,0,0,0,0,98,84.0625,107.75,0,0,0,0,85.5,59.0625,103,0,0,0,0,69.5625,19.0625,85.125,0,0
Coat,0,23.3125,111.875,144.125,83.6875,20.0625,0,0,88.6875,91.0625,100.3125,87.1875,69.6875,0,0,135.875,121.25,125.375,107.125,108.375,0,0,131,123.875,144.625,97.0625,118.8125,0,0,128.625,145.375,146.25,113.1875,110.75,0,0,122.3125,171.9375,156.5,133.0625,101.375,0,0,106.25,37.4375,46.6875,30.875,82.0625,0
Shirt,0,21.5625,127.8125,163.375,114.5,25.125,0,0,137.0625,206,193.75,165.5,142.5,0,16.5,195.4375,167.375,162.3125,186.375,184.625,13.6875,0,36.375,179.875,208.875,198.5625,38.375,0,0.0625,34.125,201.75,187.6875,159.8125,32.5,0,0.125,40.75,190.5625,188.3125,175.3125,42.75,0,0,25.8125,128.4375,127.25,122.9375,28.0625,0
Pullover,0,50.75,167.25,165.25,173.5,108.125,0,0,132.5625,205.1875,198.375,196,197.9375,0,0,158.9375,183.5625,200.5,199.0625,195.75,0,0,172.8125,149.9375,198.375,203.3125,167.5625,15.5625,0,176.375,157,198.75,206.6875,152.125,30.25,0,151.5625,172.4375,204.4375,209.0625,154,38.625,0,108.1875,20.9375,28,25.25,99,29.0625
Ankle boot,0,0,0.3125,32.1875,81.875,78.375,0.25,0,0,20.625,216.375,232.25,224.875,6.4375,0,0,0.125,172.9375,228.4375,227.8125,78.4375,0,0,50.9375,217.25,223.25,221.125,183.5,0,0.5,153.5625,203.625,217.8125,215.8125,182.3125,33.5,135.6875,201.0625,217.5,101.8125,123.6875,181.125,64.9375,105.125,124.3125,74.25,0.75,64.625,101.375
Ankle boot,0,0,0.3125,130.3125,125.3125,102.5,49.375,0,0,0.3125,187.1875,196.1875,203.125,90.5625,0,0,0.25,180.875,210.75,209.125,113.9375,0,0,33.25,198.375,204.875,169.75,171.6875,0.6875,18.5625,129.5625,197.8125,197.5,201.75,185,143.8125,157.1875,196.875,201.0625,91.25,92.75,153.25,39.1875,93.8125,113.0625,56.25,1.0625,67.6875,96.3125
