label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Shirt,0.0625,28.1875,48.9375,78.4375,56,33.4375,0,0,66.1875,44.25,51.5,57.0625,78.4375,0,1.5625,78.4375,72.625,68.4375,75.75,92.0625,4.1875,11.8125,76.3125,60.125,66.75,75.25,79.125,19.8125,20.0625,70.5625,57.9375,65.625,70.5625,68.875,27.875,25.25,73.375,55.1875,65.5625,70.1875,76.5625,36,26.0625,39.125,51.6875,65.9375,54.875,43.5,34
Ankle boot,0,0,0.125,0.125,0.4375,4.1875,19.25,0,0,0.625,68.75,189.25,196.4375,34.625,0,0,0.875,126.75,193.8125,208.875,88.75,0.5,0.1875,33.875,167.375,192.4375,185.6875,159.1875,0.625,20.3125,143.0625,174.8125,186.1875,193.5,155,120.1875,140.4375,161.375,181.9375,129.375,105.75,112,22.0625,78.25,114.0625,83.4375,0.4375,60.4375,70.5
Bag,0,0,23.3125,36.5625,30,0.1875,0,0,1.4375,41.375,2.9375,48,1.3125,0,0,2.0625,63.125,2.0625,58.25,0.6875,0,0,130.9375,172.125,141,177.3125,155.9375,8.8125,0,216.25,229.5625,231,228.0625,235.1875,32.4375,0,197.4375,214.1875,224.125,224.25,229.5,49.3125,0,180.1875,212.5625,215.5,216.75,223.3125,20.25
Ankle boot,0,0,0,0,0,0,0,0,0,0.0625,0.0625,62.3125,28.3125,30.5625,0,0,0.125,27.6875,134.1875,160.4375,73.625,0.125,0.375,6.125,90.0625,147.9375,174.125,94.0625,32.5625,56.1875,83.4375,114.375,146.4375,152.25,117.1875,38.4375,66.8125,77.625,75.4375,42.0625,124.625,93.1875,0,0,0,0,0,0,0
T-shirt/top,0.3125,83.875,173.25,181,182.1875,120.4375,0.1875,0.4375,156.9375,163.125,175.5,175.4375,201.375,0.125,1.25,182.3125,159.125,177.1875,180.3125,194.875,21.1875,20.6875,164.3125,156.1875,175.5625,188.4375,156.5625,48,40.625,152.75,174.375,177.375,184.1875,157.5,64.5,14.0625,82.125,174.0625,178.875,183.0625,106.625,19.25,0.0625,56.125,171.875,199.8125,183.125,78.5,0.4375
Bag,18.8125,118.125,95,90.75,96.9375,121.875,61.0625,57.125,210.6875,218.9375,216.625,213.4375,222.8125,104.1875,124.25,204.9375,220.4375,226.6875,225.625,224.5,181.75,102.1875,197.75,221.8125,226.0625,226.6875,226.0625,182.5625,128.9375,208,223.8125,227.1875,227.0625,226.25,177.3125,120.6875,215.9375,227.125,226.125,221.4375,221.6875,155.6875,58.1875,146.1875,153.6875,132.8125,91.8125,91.125,60
Shirt,0,9.125,87.875,158.9375,84.1875,10.1875,0,0,76.625,137.8125,148.125,133.875,75.9375,0,0,115.8125,155.125,150.6875,148.25,114.5625,0,0,139.1875,154.3125,159.5625,142.0625,148.3125,0,0,154.4375,136.25,161.3125,135.75,145.4375,0,0,156.1875,146.9375,177.4375,143.25,152.4375,0,0,127.625,64.375,79.5625,43.9375,125,0
Shirt,0,4,77.5625,135.5,102.0625,21.75,0.0625,0,45.625,151.6875,160,143.4375,106.75,0.25,0,79.75,180.6875,166.5625,162.6875,152.6875,0,0,102.5625,164.25,177.25,160.9375,197,0,0,132.4375,185,191.25,169.375,214.75,4.75,0,139.25,177.875,201.375,175.25,214.5,10.75,0,53.0625,19.1875,52.125,41.8125,9.375,40.6875
T-shirt/top,0,28.8125,56.75,76.1875,58.1875,28.75,0,0,69.875,50.625,46.75,50.9375,76.8125,0.375,5.25,52.1875,66.625,52.75,66.875,55.625,5.5,0,0,71.25,57.25,74.1875,0.0625,0,0,3.9375,70,59.25,72.4375,7.1875,0,0,18.5625,66.6875,62.25,69,18.9375,0,0,17.4375,60.875,65.875,66.1875,17.5,0
Trouser,0,0,95.0625,174,152.8125,0,0,0,0,118.8125,217.8125,195.125,0,0,0,0,109.8125,188.0625,186.3125,0,0,0,0,109.6875,136,191.5,0,0,0,0,95.125,126.75,183.3125,0,0,0,0,83.875,134.5625,195.3125,0,0,0,0,68.125,127.6875,173.5625,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0.5625,14.625,98.875,68.5,9.875,64,67.3125,72.625,134.625,156.8125,178.9375,180.1875,136,77.125,146.375,169,171.8125,160.125,166.9375,113.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-shirt/top,0,3.3125,19.5625,106.625,28,2.75,0,0,29.875,20.4375,14.6875,13.3125,13.6875,1.1875,5.375,59.4375,29.5625,20.9375,16.625,26,4,0,12.4375,45.875,24.9375,18.625,10.8125,0,0,1.625,53.375,29.6875,23.25,5.8125,0,0,0,55.8125,35.75,31.9375,5.6875,0,0,0,59.8125,41.875,42.875,5.25,0
Ankle boot,0,0,0.125,161.6875,180.875,198.875,3.5625,0,0,0.125,177.5,189.4375,207,4.1875,0,0,0.625,184.6875,197.375,206.5,45.6875,0,0,29.5,175.875,196.75,209.6875,129.375,0,0.3125,94.25,160,182.3125,202,137.6875,17.3125,66.4375,165.3125,149,144.125,95.9375,127.875,61.75,129.4375,111.375,131.875,9.8125,90.75,98.9375
Pullover,0.125,59.3125,184.1875,190.9375,194.8125,110.125,0.125,0.125,170.9375,205.9375,218.875,202.5,223.5,11.4375,0,227.0625,201.4375,195.375,191.6875,230.3125,54.75,9.125,243.5625,222.75,206.75,216.625,235.25,82.5625,27.75,239.875,219.5625,218.1875,217.9375,228.3125,94.1875,31.5,212.125,224.125,222.0625,219.625,203.625,83.375,29.875,136.4375,79.125,76.1875,75.1875,122.5,53.6875
Coat,0,0.75,82.125,157.9375,83.375,0.5625,0,0,17.5,135.9375,153.25,133.6875,14.25,0,0,69.125,143.125,144,148.875,63.25,0,0,90.5,148.5625,141.9375,159.625,89,0,0,102.0625,116.875,148.1875,116.9375,110.1875,0,0,106.8125,133.875,152.625,142.125,113,0,0,102.125,114.6875,121.25,112.1875,109.3125,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.0625,77.9375,7.75,5.0625,1.5625,0.1875,55.4375,48,123.9375,200.9375,158.4375,42.9375,34.5625,85.75,76.9375,66.3125,62.625,49.3125,42.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shirt,0,10.875,137.375,160.8125,151.875,3.1875,0,0,17.125,148.3125,159.5625,178.5,1.25,0,0,5.6875,147.375,146.3125,170.125,0,0,0,16.625,146.4375,148.3125,174.25,3.3125,0,0,34.5,150.8125,150.625,174.25,21.1875,0,0,54.375,155.0625,154.6875,173.9375,46.4375,0,0,34.75,140.25,158,142.9375,27.8125,0
Shirt,0,9.5,47.0625,144.125,34.375,7.375,0,0,86.25,78.4375,91.125,79.6875,62.0625,0,0,118.9375,100.5625,99,83.625,82.5,0,0,116.8125,123.375,109.75,81.0625,106.5,0,0,92.75,118,112.3125,66.5,107.1875,0,0,82.5,124.5,118.4375,86.6875,87.1875,0,0,33.0625,112.125,133.6875,88.625,30.5625,0
Trouser,0,0,147.6875,154.5,181.4375,1.0625,0,0,0,184.5,203.1875,200.75,21.1875,0,0,0,186.3125,205.8125,195.25,34.8125,0,0,0,178.875,193.4375,196.625,27.3125,0,0,0,166.1875,162.625,206,14.625,0,0,0,153.375,139.0625,213.3125,0.8125,0,0,0,130.125,107.4375,186.8125,0.6875,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.25,4.8125,51.5625,82.125,19.25,49.5,45.8125,103.625,141.625,164.8125,157.5,186.375,167.5625,10.5,12.875,21.375,15.875,9.6875,10,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coat,0,0,47.4375,151.9375,39.6875,0,0,0,0,115.125,156.0625,111.5625,0,0,0,0,143.25,165.6875,128.3125,0,0,0,0,152.5,174.125,138.5625,0,0,0,0,80.5,177.0625,81.0625,0,0,0,0,72.5,172.5625,82.1875,0,0,0,0,61.9375,170.625,66.8125,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.125,97.3125,128,6.625,36.125,5.5,43.5,144.75,186.125,186.5625,186.5,164,136.9375,193.625,201.8125,187.9375,176.6875,166,126.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-shirt/top,0.375,30.8125,53.4375,98.1875,65.8125,39.6875,5.25,3.5625,30.8125,35.0625,24.5,36.5,33.4375,11.5,0.25,16.9375,22.4375,18,19,24.4375,0,0,9.5,25.5625,19.25,17.5,18,0.5,0,10.5625,27,19.75,21.25,22.125,0.125,0,12.375,29.5,22.0625,23.375,21.75,0,0,13.875,28.25,26.8125,23.625,23.0625,0
Coat,0,0,68.125,98.125,89.5625,0,0,0,38.1875,105,121.125,94.875,19.875,0,0,84.0625,60.5,69.1875,59.25,48.6875,0,5.875,68.875,80.375,55.3125,45.9375,56.8125,0,19.3125,69.5,75.75,53.125,42.375,56.0625,4.8125,27.0625,68.6875,62.0625,55.9375,38,57.9375,10.5,7.8125,48.4375,58.25,67.375,44.5625,36.5,6.6875
Coat,0,0.5,45.9375,207.1875,76.1875,0.375,0,0,79.75,221.1875,224.5625,215.25,79.8125,0,0,166.1875,229.25,223.375,220.4375,160.8125,0,0,189.8125,231.5625,222.6875,222.6875,183.1875,0,0,217.3125,227.25,222.3125,222.4375,208.9375,0,0,225.625,225.75,225,222.4375,219,0,0,164.625,111.75,112.5625,112.4375,176.3125,0
Ankle boot,0,0,0.0625,0,15,1.75,0,0,0,0.0625,0.4375,136.625,134.75,160.9375,0,0,0.0625,48.5625,174.5,136,111.625,0.125,0.6875,26.0625,151.1875,134.5625,123.875,96.75,42,81.75,115.4375,117.8125,119.125,131.4375,127.1875,154.625,144.5,127.375,127.3125,147.25,89.1875,23.0625,27.125,77.9375,87.6875,82.5,37.9375,0,0
Bag,0,0,7.3125,54.125,61.875,0.375,0,0,0,50.75,4.625,76.0625,1.75,0,0.0625,23.1875,83.0625,0.6875,85.8125,8.25,4.5,0,190.6875,207,194.5625,210.5,216.1875,53.4375,0.6875,227.3125,238.8125,234.0625,235.8125,235.375,86.25,0,223.4375,240.3125,237,238.3125,237.375,61.75,20,186.25,193.8125,67.4375,73.375,83.0625,14.125
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,8.25,126.5625,68.75,18.25,50.1875,44.8125,85.375,166.0625,172.1875,197.8125,172.5625,113.375,87.125,137.4375,142.125,137.9375,138.0625,127.0625,75.875,0.4375,5.875,8.125,2.9375,1.9375,10.1875,7.625,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.625,86.6875,51.6875,1.3125,42.625,52.875,99.75,189.625,214.9375,226,196.0625,140.5,53.3125,70.6875,65.4375,48.6875,40.3125,38.5,29.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pullover,0,81.5,162.6875,125.625,160.0625,48.75,0,0,150.9375,185.1875,181.4375,195.1875,109,0,0,157.8125,159.4375,199.8125,155.1875,152.3125,0,0,151.0625,182.625,203.1875,157.75,165.0625,0,0,163.75,211.875,211.375,205.0625,173.625,0,0,139,127.1875,123.5625,124.3125,159.5625,0,0,94.5625,2.0625,1,1.625,93.0625,0
Pullover,0,9.25,44.1875,60.3125,47,16.5,0,0.125,45.75,60.5,57.375,55.1875,59.75,0.125,0,67.5625,65.9375,71.75,70,85.5,5.5625,0.1875,85.6875,81.0625,75.5625,80.375,117.75,18.3125,8.6875,109.25,82.75,58.0625,88.1875,121.0625,31.4375,17.25,113.5,175.625,223.9375,168.875,119,35.5625,6.75,89.8125,0.375,0.0625,0.0625,59.875,19.875
Coat,0,0.125,65.1875,221.1875,90.5625,0.375,0,0,54.375,209.1875,216.875,214.125,93,0,0,112.5,220.75,203.375,209.625,163.1875,0,0,134.25,206.125,196.8125,204.5625,180.6875,0,0,149.375,175.75,198.1875,205.875,169.3125,0,0,145.3125,207.125,192.625,222,174.5625,0,0,134.875,98.1875,91.75,101.25,148.3125,0
Dress,0,0,72.8125,95.375,57.5,0,0,0,0,91.5,98.6875,65.1875,0,0,0,0,55.0625,73.25,50.5625,0,0,0,0,75.625,97.625,83.125,0,0,0,0,106.5,127.8125,97.0625,0,0,0,0,93.375,103,101.6875,0,0,0,0,72.1875,100.375,79.0625,0,0
Dress,0.0625,29.75,70.625,45.5625,62.4375,49.75,0.3125,0.125,19.1875,119.4375,139.375,119.6875,51.625,0.6875,0.0625,54.25,75.5,117.625,81.125,84.625,0.6875,0.375,112.0625,144.125,142.4375,144.875,118.25,0.5625,14.625,125.4375,122.3125,144.25,139.5625,87.125,22.8125,51.25,138.6875,140.1875,155.5625,114.0625,107.9375,90.25,32.625,111.1875,128.3125,147.625,127.625,109.375,49.4375
Ankle boot,0,0,0,0,0,0,0,0,0,0.25,2.3125,48,17.9375,1.875,0,0.125,0.625,111.5625,189.5,197.0625,59.5625,20.5,71.4375,130.8125,170.625,193.625,192.875,110.125,126.875,184.25,194.375,207.25,213.8125,215.9375,159.5625,0.125,24.5,44.125,20.3125,12.25,52.3125,36.9375,0,0,0,0,0,0,0
Pullover,0,0.25,78.875,161.8125,122.9375,0.9375,0,0,25.0625,136.0625,122.6875,120.9375,47.1875,0,0,78.4375,145.6875,134.125,138.3125,108.25,0,0,96.8125,144.875,129.6875,125.8125,126.375,0,0,116.1875,123.5625,135.375,127,125.0625,0,0,115.8125,137.4375,141.4375,135.9375,133.0625,0,0,110.0625,105.75,108.5625,105.6875,120.75,0
T-shirt/top,0.0625,19.4375,31,27.125,30.5625,17.25,0,0,42.3125,28.8125,27.1875,26.625,33.0625,0,14.75,72.5625,36,28.125,27.375,66.625,16,0.0625,8.9375,39.875,27.9375,30.5625,9.0625,0.0625,0,8.625,39.75,28.3125,32.1875,5.3125,0,0,12.5,40.875,33,36.25,6.6875,0,0,27.9375,159.4375,159.6875,153.9375,33.5625,0
Bag,0,0,16,77,24.4375,0,0,0,0.0625,31.5625,0.25,56.3125,0,0,0,0.1875,34.9375,0.125,50.0625,0.125,0,0,70.9375,54.1875,48,72.4375,51.4375,0,0,71.1875,63.9375,44.5,62.6875,48.25,0,0,68.3125,90.875,68.5625,72.125,55.4375,0,0,54.75,110.875,110.25,106.375,70.5625,0
Pullover,0,7.8125,66.125,157.5625,107.375,22.8125,0.125,0.25,76.0625,148.875,139.8125,136.5,101.9375,0.25,0.3125,94.375,164.375,130.5625,123.0625,125.375,0.25,0.0625,123.5625,133.9375,128.4375,131.8125,119.875,0,0,138,129.25,132.1875,138.875,129.1875,3.5625,0,115.8125,158.6875,139.625,139.4375,133.75,14.6875,3.5,104.6875,73.0625,70.9375,66.75,102.125,29.0625
T-shirt/top,0.25,17.4375,41.4375,92.9375,51.625,21.9375,0,1.3125,38.8125,33.75,34.125,37.125,40.5625,1.5625,9.375,46.375,35,37.5625,42.4375,47.8125,9.3125,8.8125,46.3125,37.5,38,40.5,51.25,8.125,0,19.4375,34.0625,38.8125,37.875,20.375,0.125,0,14.5625,33.0625,39.0625,39.375,18.625,0.0625,0,6.375,39.125,41.4375,43.375,11,0.125
Coat,0.75,86.625,179.0625,166.1875,181.1875,78.375,0,0.375,185.6875,233,231.3125,231.3125,210.8125,2.125,6.5,228.8125,234.375,232.3125,233.75,234.625,68.4375,75.0625,238.9375,236.0625,235.5625,234.1875,231.875,94.375,0.3125,134.375,237.3125,236.8125,234.8125,181.375,0,0.0625,104.6875,229.1875,173.25,191.875,177.875,0.875,0,51.0625,89.5625,0.25,15.125,74.8125,0.1875
Dress,0,0.6875,18.8125,0,22.375,0,0,0,9.5625,71.625,31.4375,79.75,0,0,0,1.8125,103.875,160.375,109.5625,0,0,0,0,100.125,107.8125,100.4375,0,0,0,0.5,112.5625,98.5,125.5625,0.125,0,0,14.375,113.3125,102.625,117.625,11.75,0,0,20.1875,106,107.6875,112.8125,26.375,0
Coat,0,0,86,218.8125,146.375,1.875,0,0,45.6875,222.375,215.9375,213.9375,95.875,0,0,87.25,226.25,211.1875,216.0625,139.875,0,0,103.875,208.25,214.9375,197.1875,157.375,0,0,106.9375,224.875,219.8125,209.9375,164.1875,0,0,64.5625,209.125,222.375,217.75,112.0625,0,0,0.6875,160.375,219.875,199.8125,8.5625,0
T-shirt/top,0.75,109.5625,176.875,140.6875,174,104,0.3125,11.6875,222.9375,196.125,191.5,199.25,223.5625,8.625,69.8125,213.375,98.9375,101.5,85.9375,222.5,69.1875,70.4375,125.9375,117.625,109.75,115.125,145.4375,70,0.5,34.75,119.5625,115,122.4375,42.125,0.5,0,42.375,117.125,119.5,120.125,57.3125,0.0625,0,47.5,109.25,117.75,120.625,59.625,0.125
T-shirt/top,0,39.3125,109.1875,144.8125,131.125,46.25,0.125,0,89.5625,79.1875,146,85.0625,78.3125,11.125,0,25.5625,83.6875,77.75,92.4375,33.1875,0,0,0.375,79.25,88.6875,94.5,8.0625,0,0,0.625,91.5625,96.9375,93.5625,27,0,0,11.5,100.5625,102.375,104.4375,46.3125,0.25,0,9.875,78.625,106.625,103.4375,34,0.25
Bag,0,0,0,0,0,0,0,53.4375,90.1875,91.0625,92.9375,95.3125,94.4375,24.375,121.5,144.3125,142.6875,144.4375,146.875,156.5,94.0625,139.6875,146.375,148.9375,151.625,155.625,161.5,130.3125,133.9375,156.125,158.625,159.3125,177.375,191.6875,178.875,51.125,85.5625,88.6875,89.5,106.125,121.25,91.8125,0,0,0,0,0,0,0
Pullover,0,37.5625,145.9375,157.9375,144.8125,39.3125,0,0,174.8125,233.625,231.9375,231.5,176.8125,0,0,203.8125,226.9375,233.875,224.4375,193.6875,0,0,219.5625,196.25,235,207.5625,203.75,0,0,190.25,198.1875,234.1875,225.625,186.5625,0,0,173.875,211.9375,222.3125,231.25,165.5625,0,0,119.9375,0.0625,0,0.25,97.125,0
Ankle boot,0,0,0,0.25,16.125,0.125,0.125,0,0,0,42.875,156.75,123.0625,36.25,0,0,0.25,66.3125,138.6875,134.5,49.9375,0,0,18.625,136.5,159.875,135.875,72.875,11.125,26.125,104.875,147.875,137.25,133.4375,105.9375,121,123.25,156.9375,171.8125,174.5,169.3125,148.6875,50.5625,89.625,90.4375,88.8125,85.8125,83.8125,53.375
Ankle boot,0,0,0,146.0625,163.25,0.8125,0.375,0,0,0.75,176.875,199.375,187.125,40.5,0,0,0.4375,207.3125,179.3125,180.3125,76.3125,0,0,37.5625,220.875,206.3125,197.625,111.25,0,0.375,109.625,214.0625,207.375,200.0625,91.3125,27.375,49,165,212.25,142,124.25,88.9375,77.3125,178.4375,195.125,171.75,9.5625,105.9375,74.3125
T-shirt/top,0.375,60.3125,132.3125,151.8125,124.4375,59.875,0.25,13.4375,188.375,155.6875,150.0625,142.5,151.1875,40.1875,31.75,177.875,188.875,171.4375,156.0625,150,49.1875,0.0625,57.375,194.0625,187.0625,163.5625,87.625,0.3125,0.0625,42,202.5,197.1875,172.3125,79.25,0,0.125,40.1875,208.75,207.1875,189.25,74.9375,0.0625,0.0625,25.4375,188.75,198.4375,183.125,55.125,0
Bag,0,0,0,0,0,0,0,49.75,67.5625,73.0625,78.375,80.0625,78.625,45,133.5,159.875,151.1875,155.1875,153.5625,149.1875,151.9375,140.75,170.8125,139.125,135.9375,133.5625,152.4375,149.9375,133.9375,164.6875,156.75,164.3125,165.125,162.25,141.3125,47.0625,86.5625,88.0625,86.125,86.375,90.6875,50.6875,0,0,0,0,0,0,0
Trouser,0,57.375,199.0625,195.375,193.5625,48.1875,0,0,92.1875,205.6875,207.8125,202.125,87.5,0,0,100.625,205.5625,209.625,203.0625,94.125,0,0,88.8125,205.4375,171.5,201.0625,62.375,0,0,69.5,207.5625,105.0625,203.375,43.25,0,0,53.1875,209,55.0625,209.6875,27.5,0,0,43.25,206.5625,34.4375,206.0625,11.5625,0
Bag,0,0,0,0,0,0,0,0.25,44.6875,50.25,37.875,37.8125,38.25,37.6875,49.0625,141.625,141.9375,145.75,147.3125,150.5,122.25,32.75,139.5,144.0625,155.8125,159.3125,157.0625,132.625,37.125,140.8125,148.375,162.625,160.125,154,137.625,0.6875,76.3125,92.25,82.3125,63.625,60.1875,49.375,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.875,17.8125,63.375,23.125,36,62.4375,20.5,37.6875,67.125,77.375,77.875,97,103.1875,61.75,57.8125,61.8125,63.75,58.125,71.125,81.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dress,0,0,1.8125,127.75,27.5,0,0,0,0,0,186.8125,37.6875,0,0,0,0,28.125,186.9375,64.8125,0,0,0,0,52.125,178.375,77.9375,0,0,0,0,45.625,186.9375,73.1875,0,0,0,0,24.75,195.1875,64.5,0,0,0,0,2.875,174.375,38.5,0,0
Ankle boot,0,0,0,0,0,0,0,0,0,0,0.1875,5.625,0,0,0,0,0.4375,68.0625,202.8125,160.5,111.5,0.0625,0.4375,48.25,194.5,176.625,174.1875,166.25,89.875,130.5,195.8125,211.625,202.875,187.875,149.375,15.3125,61.75,67.5,36.9375,1,75.6875,57.3125,0,0,0,0,0,0,0
T-shirt/top,0.125,60.75,173.375,181.5,193.0625,115.5625,0.0625,7.25,152.125,162.75,178.625,185.5,204.9375,45.0625,0.0625,96.0625,165.125,157.4375,190.875,154.4375,10.75,0.125,0.625,147.125,165,196.1875,24.1875,0,0,3.875,171.5625,175,193.25,53.6875,0.0625,0.0625,31.1875,175.5625,181.625,192.8125,90.125,0,0,20.25,150.3125,187.8125,172.6875,53.5,0.25
Shirt,0,8.3125,29.5,60.5625,59.875,55.25,0.0625,0,17.8125,31.5625,97.8125,60.8125,93.5625,4.6875,0,73,37.5625,94.5,71.4375,102.625,19.375,0,85.0625,38.75,126.5625,79.125,108.9375,24.1875,4.125,93.125,40.0625,128.6875,103,107,13.5,20.1875,76.9375,61.0625,92.125,94.4375,110.4375,15.4375,1.25,29.125,50.0625,71.25,62.25,58.3125,6.25
Trouser,0,0,128.4375,208.5,142.75,0,0,0,0,152.0625,226.5625,164,0,0,0,0,153.125,223.125,160.4375,0,0,0,0,141.1875,206.1875,153.5625,0,0,0,0,132.4375,193.375,132.25,0,0,0,0,111.875,169.5625,111.0625,0,0,0,0,95.125,138.9375,97.0625,0,0
Shirt,0,13.375,58.375,138.4375,54,14.875,0,0,57.0625,67.4375,58.25,56.4375,56.9375,0,0,59,85.0625,62.125,82.5625,57.125,0,0,64.3125,86,73.4375,81.5,63.3125,0,0,66.9375,78.9375,80.0625,87.25,60.1875,0,0,69.125,91.375,87.8125,97.4375,63.625,0,0,43.0625,83.8125,101.0625,79.5625,34.8125,0
Trouser,0,0,148.5625,210.5625,188.8125,0,0,0,0,177.375,233.625,219.375,0,0,0,0,173.75,190.875,208.5,0,0,0,0,153.8125,170.625,194.6875,0,0,0,0,139.5,165.8125,189.5625,0,0,0,0,125.4375,157.8125,185.625,0,0,0,0,105.9375,132.6875,158.1875,0,0
