label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Pullover,0,0.3125,76.75,213.6875,109.8125,0.0625,0,0,86,234.3125,215.5,235.0625,118.8125,0,0,131.4375,236.6875,182.25,236.1875,180.1875,0,0,156.5,234.625,200.3125,234.6875,204.875,0,0,169.0625,226.0625,228.9375,228.4375,224.6875,0,0,162.625,222.1875,231.5625,233.3125,215,0,0,117.625,191.375,235.4375,217.25,146.375,0
T-shirt/top,0,35.25,76.25,127.6875,73.875,38.375,0.0625,1.5,99.9375,85.8125,71.375,68.1875,73.125,19.75,5.5625,68.25,99.375,78.375,115.1875,53,10.5625,0,0.875,117.625,88.1875,67.875,25.625,0,0,0,108.875,92.75,79.125,22.75,0,0,0.25,111.4375,100.8125,91.5625,18.5625,0,0,0.125,105,107.8125,96.75,20.8125,0
Sneaker,0,0,0,0,0,0,0,0,0,0.25,0.25,7.125,0.375,11.5625,0,0,2.125,99.75,91,54.9375,95.125,7.4375,43.0625,127.4375,175.875,157,159.5625,131.125,110.9375,164.625,169.3125,143.25,96.625,108.125,78,0,3.8125,13.3125,13.5,19.1875,20.6875,10.9375,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0.1875,46.375,31,26.4375,0,0.0625,0.375,52.9375,229.5,235.375,159.5,0.5,11.25,98.0625,208.0625,221,221.5625,169.9375,112.4375,179.375,199.9375,207.9375,223.3125,223,176.9375,64.3125,125.375,144,143,139.5,129,93.6875,0,0,0,0,0,0,0
Shirt,0,8,92.6875,192.8125,133.5,25.75,0,0,129.9375,222.1875,214.3125,219.25,203.0625,0,0,172.5,231.0625,220.375,224.125,238.25,6.5,0,198.6875,219.375,224.9375,231.875,226.3125,29.125,0,221,191.0625,227.9375,234.5625,180.0625,39.9375,0,186.9375,180.6875,231.25,236.8125,161.0625,28.25,0,112.5625,143.5,209.8125,203.6875,117.8125,12.875
Ankle boot,0,0,0,0,0,0,0,0,0,0,0.375,119.4375,148.25,99.8125,0,0,0.3125,6.25,217.0625,203.5625,121.3125,0.3125,0.0625,15.5,161,231.625,219.9375,146.125,111.75,112.1875,156.125,222,228.125,216.125,170.1875,33.3125,105,141.6875,119.5,114.875,146.25,101.8125,0,0,0,0,0,0,0
Coat,0,0,108.5,198.125,142.375,0.3125,0,0,9.0625,171.25,161.75,155.375,38.0625,0,0,29.125,194.75,181.0625,184.1875,50.375,0,0,35.375,203.4375,171.1875,192.25,76.5625,0,0,42.375,205,183.5,194.3125,94,0,0,2.1875,127.9375,196.375,153.8125,10.5,0,0,0.5625,102.625,172.6875,130.3125,0.625,0
Bag,0,0,37.75,46.25,17.9375,0.1875,0,0,4,47.4375,0.4375,46.9375,0.1875,0,0.0625,27.0625,34.4375,2.5625,55.875,1.375,0,44.75,86.375,79.8125,87,84.9375,81.5625,31,122,108.875,94.375,92.3125,97,94.875,96.0625,89.6875,117.8125,121.5625,106.5625,111.4375,99.875,67.5625,28.5625,88.5,109.0625,109.3125,106.9375,87.75,17.8125
Pullover,0,79.8125,163.75,180.4375,157.625,73.875,0,1.125,208.8125,193.8125,182,174.625,178.9375,5.6875,16.1875,188.5,205.0625,178.5625,161.3125,172,13.625,26.0625,154.5625,199.25,182.25,162.6875,146.4375,18.5,27,134.25,204.5625,186.8125,174.0625,134.5,20.8125,21.3125,117.25,211.3125,193.25,190.6875,108.0625,15.5,13.125,67.1875,44.5625,46.1875,44.125,64.4375,9.0625
Dress,0,0,72.4375,113.375,76.4375,0,0,0,0,81.0625,117.1875,92.5,0,0,0,0,65.375,144.0625,78.5,0,0,0,0,97.375,136.625,118.625,0,0,0,0,115.25,138.875,146.125,0,0,0,0,119.375,153.125,154.5,0,0,0,0,129.1875,151.5625,127.5625,0,0
T-shirt/top,0,12.125,89.625,198.4375,108.0625,22.75,0,0,121.25,163.125,165.8125,165,160.375,0.9375,0,158,167.4375,166.25,168,184.6875,20,0,0.0625,162.25,168.375,170.75,38.5625,0,0,0.8125,153.5,169.25,171.875,35.1875,0,0,0.9375,154.1875,169.5,171.1875,40.4375,0,0,0.9375,147.375,158.9375,158,41.3125,0
Shirt,0,9.625,48.625,142.3125,82.0625,22.1875,0.125,0,70.3125,140.0625,135.625,107.9375,106.1875,0.0625,0,63.9375,127.75,114.625,85.6875,129,0,0,82,130,102.8125,90.5,145.8125,0.1875,0,101.8125,120.0625,98,105.1875,153.6875,6.8125,0,96.375,131.75,112.125,107.125,142.875,15.8125,0,72.4375,75.8125,104.0625,73.0625,82.5,16.5
Bag,0,0,7.4375,44.8125,31.3125,0.0625,0,0,0.375,37.75,1.0625,36.6875,1.5,0,0,18.8125,41.5625,0,0.4375,44.1875,0,0,75.9375,152.3125,77.4375,109,120.875,0,0,108.1875,188.125,181.6875,164.1875,153.1875,0,0,123.8125,207.5,203.6875,180.6875,161.9375,0,0,108.125,209.75,208.5625,192.9375,140.9375,0
Ankle boot,0,0,0,0,0,0,0,0,0,0,11.6875,89,111.3125,41.8125,0,0,0.125,43.3125,116.3125,135.125,98.1875,0,0,1.625,81.0625,123.75,125.0625,92.75,34.6875,38.25,60.9375,93.1875,108.375,138.25,140.375,89.0625,142,154.375,135.8125,121.3125,191.6875,127.1875,0,0,0,0,0,0,0
Ankle boot,0,0,0,0,0,0,0,0,0,0.375,32.4375,88.8125,83.5625,42.375,0,0.0625,0.5625,126.375,205.25,217.5625,121.4375,0.375,3.0625,93.75,196.4375,207.3125,191.5,160.9375,123,171.875,180.5,197.1875,193.25,207.8125,172.5,11.9375,58.0625,66.375,51.8125,8.875,65.875,46.5625,0,0,0,0,0,0,0
Dress,0,5.25,129.3125,124.0625,116.375,8.375,0.1875,8.5625,118.25,143.125,161.875,132.4375,103.5625,16,36.75,136.5,173.875,137.5,138.625,139.5,75.25,6.5,130.3125,179.625,159.0625,153.375,127.5,42,0.5,58.25,129.0625,168.1875,146.0625,43.3125,9.75,0,0.5,107.5,34.6875,137,8.9375,0.0625,0,0.5625,35.1875,11.0625,69.9375,1.125,0.0625
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.9375,49.9375,101.1875,42.3125,34.125,1.25,92,87.6875,111.125,169.625,174.6875,50.25,45.1875,135.5,115.5625,56.6875,136.1875,119.1875,70.6875,0.3125,2.75,18.5625,10.1875,11.75,32.375,9.0625,0,0,0,0,0,0,0
T-shirt/top,0.0625,98.5625,194.1875,198.375,193.625,96.6875,0.1875,26.875,220.3125,198,192.6875,193.75,212.875,14.1875,59.4375,204,181.9375,162.8125,184.625,173.8125,42.1875,0.1875,20.6875,219.875,213.75,220.375,12.9375,0,0,7.3125,218.25,218.9375,220.25,23.5625,0,0,32.3125,222,220.75,222.375,47.875,0,0,45.3125,207.25,207.5,207.9375,55,0.0625
Pullover,0,21.6875,33.6875,36.3125,33.5,21.375,0,0,35.4375,35.6875,31.8125,36.4375,35.8125,0,0,46.6875,40.8125,40.625,39.875,47.125,0,0,59.375,45.125,49.3125,45.875,59.0625,0,0,89.1875,48.75,61.3125,44.875,89.625,0,0,98.75,60.25,75.4375,46,97.75,0,0,55.4375,79.875,84.25,60.5625,54.9375,0
Coat,0.125,35.375,121.8125,218.75,139.6875,41.8125,0,0,150.0625,160.375,185.0625,177.625,155.3125,0,0,182.6875,167.8125,172.9375,170.875,199.625,0,0.5625,189.625,175.1875,175.125,171.375,184.875,6.6875,7.125,194.6875,179.0625,180.625,168.8125,182.75,19.375,12.5625,170.75,196.25,194.625,213.3125,148.5625,27.5,4.0625,141.75,27.375,40.875,43.875,106.0625,31.4375
T-shirt/top,0.1875,78.4375,153.125,160.6875,160.1875,86.5,0.4375,63,161.625,132.125,131.875,134.3125,165.5625,55.875,68.375,153.8125,130.625,132.4375,132.625,148.75,69.9375,0.1875,73.875,166.625,163,156,74.6875,0.4375,0.0625,94.9375,204,206.625,203.875,103.25,0.25,0.375,78.625,175.625,172.1875,172,92.25,0.3125,0,63.25,161.625,166.4375,166,85.375,0.5
Trouser,0,0,89.375,204.5,196.375,25.125,0,0,0,130.75,205.625,202.8125,40,0,0,0,166.125,103,194.75,31.8125,0,0,0,157.25,42.9375,179.5625,17.3125,0,0,0,166,24.4375,183.75,11.4375,0,0,0,142.6875,53.25,176.4375,4.125,0,0,0,80.6875,62.75,126,9.5,0
Dress,0,0,57.5625,60,42.125,0,0,0,0,38,115.1875,39.875,0,0,0,0,70.3125,127.3125,36.5625,0,0,0,0,105.8125,135.25,60.25,0,0,0,0,127.5625,142.1875,79.25,0,0,0,0,139.625,157.25,100.125,0,0,0,0,106.3125,130.75,89.5,0,0
T-shirt/top,0.375,116.3125,189.25,181.3125,194.125,113.4375,0,46.0625,235.0625,193.75,181.5625,217.375,234.8125,41.4375,56.5625,214.8125,203.625,191.5,194.875,217.5,63.3125,0.5625,23.25,235.9375,231.375,232.75,90.9375,0.5,0,24.0625,236.875,232.4375,232.875,91.875,0,0,25.5625,235.25,233.6875,233.125,88.375,0,0,25.6875,221.5,219.75,217.4375,82,0
Coat,0,29.0625,149.3125,200.5,170.75,24.8125,0,0,68.6875,166.75,156.8125,157,40.9375,0,0,76.125,178.8125,144.25,150.5625,80.5,0,0,97.375,187.875,167.875,165.0625,107.0625,0,0,110.25,186.875,168.4375,156.8125,120.4375,0,0,117.3125,213.5625,176.1875,174.125,124.75,0,0,122.4375,19.9375,31,15.625,121.3125,0
Bag,0,0.25,37.375,43.0625,55.8125,0.5,0,0.125,0.75,54.125,1.25,46.0625,0.125,0.375,57.8125,71.25,71.875,39.875,76.3125,63.5,57.0625,75.0625,60.375,69.875,50.875,77.375,87.9375,24.5625,63.625,71.8125,60.9375,63.875,71.4375,74.75,24.5625,36.6875,88.8125,77.8125,70.625,68.625,65.3125,22.875,7.1875,97.625,80.9375,83.125,76,71.75,17.875
Dress,0,0.125,112.9375,140.6875,115.625,0.3125,0,0,0,168.1875,231.8125,182.125,0.4375,0,0,0,175.625,230.5625,182.6875,0.625,0,0,0,200.4375,235.4375,217.1875,1.625,0,0,4.375,239.375,233.8125,234.5,36.8125,0,0,29.8125,239.9375,234.375,235.25,62.875,0,0,34.25,160.9375,182.5625,175.3125,60.4375,0
Bag,0,0,0,0,0,0,0,34.9375,67.25,54.375,136.25,89.375,59.25,66.0625,138.3125,203.25,198.8125,195.625,193.5625,190.375,187.5,58.5,76.6875,76.4375,76.25,76.9375,76.6875,79.6875,89.375,117.25,115.6875,117.25,118.625,120.4375,120.625,103.6875,150.3125,155.3125,160,157.625,155.5625,149.3125,0,0,0,0,0,0,0
Pullover,0.0625,37.5,147.9375,171.0625,159.5,48.25,0.375,0.6875,151.625,221.75,220.5625,222.4375,185.5,0.3125,0.25,174.0625,229.125,226.4375,230.1875,235.875,0,0.4375,225.0625,216.75,230.0625,235.625,196.0625,36.125,28.5,242.875,224.0625,228.9375,234.125,209.875,70.125,70.6875,239.5625,116.875,109,111.0625,211.6875,105.9375,63.1875,187.9375,0.1875,0,0.3125,153.5,96.5
Coat,0,0.625,80.125,223.5,162.375,0.5,0,0,40.875,202.25,220.4375,218,78.75,0,0,108.875,220.1875,217.375,218.6875,157.125,0,0,141.0625,222.3125,219,218,183.375,0,0,158.3125,224.375,219.3125,217.625,205,0,0,149.875,221.5,218.75,215.6875,212.5,0,0,138,133.5625,115.125,107.875,177,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0625,45.6875,66.0625,44.0625,18.6875,2.375,34.4375,74.4375,0.5625,84.6875,34.6875,30.5625,24.5625,67.4375,56.6875,24.5625,35.5625,35.3125,32.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trouser,0,0,120.0625,198.6875,168.625,0,0,0,0,142.4375,206.8125,187.875,0,0,0,0,106.5625,194.875,151.75,0,0,0,0,74,176.75,124.5625,0,0,0,0,69.875,165.6875,118.6875,0,0,0,0,54.3125,162.8125,105.875,0,0,0,0,41.4375,157.875,97.1875,0,0
Pullover,0,0.3125,101.875,149.875,120.5625,0.375,0,0,102.125,148.3125,169.375,131.3125,104.9375,0.1875,0,170.4375,127.5625,142.1875,94.4375,139.8125,11.6875,8.0625,165.6875,136.4375,126.375,115.8125,137.9375,31.125,20.9375,139.6875,151.375,137.5625,133.4375,117.625,41.9375,22.875,120.8125,165.75,150.625,140.6875,107.8125,55.5,6.0625,70.1875,148.1875,153.625,131.9375,58.5625,39.5625
Shirt,0,13.5,66.875,0.0625,81.5,0.25,0,0,0.5,204.3125,122.4375,187,0.375,0,0,19.5625,235.5625,232.125,225.875,0.3125,0,0,45.4375,237.1875,235.75,230.4375,21.375,0,0,62.5,231.8125,237.0625,227.9375,53.375,0,0,84.8125,229.4375,238.5,225.0625,72.8125,0,0,57.875,164.3125,214.5,181.0625,47.0625,0
T-shirt/top,0,27.6875,87.6875,101.4375,91.375,29.875,0,0,74.6875,108.9375,83.75,88.6875,72.125,0,0,64.8125,103.875,76.5,108.6875,74.125,0,0,0.1875,107.4375,98.8125,102.6875,0.3125,0,0,0.1875,101.4375,118.1875,106.1875,3.75,0,0,2.4375,123.6875,101.1875,123.0625,11.875,0,0,7,141.8125,138.0625,128.75,25.8125,0
Coat,0,0.0625,56.9375,160.1875,73.125,0.5,0,0,33.3125,128.125,130.25,121.0625,47.5625,0,0,70.1875,138.5,109.375,116.9375,95.5,0,0,84.125,138.8125,117.375,124.125,110.5625,0,0,95.6875,131.125,121.1875,131.5625,111.6875,0,0,92.125,148.9375,131.625,127,127.5,0,0,95.3125,87.9375,76.625,78.0625,107.375,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.25,1.8125,67.3125,76.75,0.875,23.5625,63.75,112.625,179.3125,177.5,188.8125,169.625,152.8125,54.625,95.75,118.1875,119.625,109.875,98.0625,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trouser,0,0,122.25,191.9375,186.8125,0,0,0,0,168.3125,222.875,212.75,0,0,0,0,190.25,128.375,182.6875,0,0,0,0,205.9375,47.5,178.5625,0,0,0,0,193.8125,51.125,172.625,0,0,0,0,156.5625,118.875,142.1875,0,0,0,0,105.0625,115,103.1875,0,0
Shirt,0,71.6875,144.9375,120.9375,129.8125,62.25,0.1875,0,159,159.8125,158.5625,150.5,140.25,0,1.125,198.75,167.375,153.3125,149.375,182.1875,0,15.8125,171.9375,176.0625,157.625,159.4375,162.3125,5.5625,27.75,166.375,174.125,161.0625,161.9375,150.4375,17.5625,37.625,177.6875,170.3125,165.625,160.625,161.125,27.875,6.5625,74.5,164.6875,161,156.9375,69.125,5.8125
T-shirt/top,0.25,102.75,200.1875,213.875,212.5625,131.125,0.0625,31.875,214.8125,210.6875,198.1875,186.4375,221.75,32.4375,59.9375,189,195.875,136.375,195.6875,198.875,59,0.125,59.0625,179.125,97.125,176.8125,50.375,0.3125,0,54.8125,217.625,92.375,216.125,49.1875,0,0,57.25,219.5,211.125,220.5625,53.5,0,0,65.9375,215.875,216.625,219.6875,67.8125,0
Pullover,0,0,69.5625,71.4375,50.3125,0.0625,0,0,26.5,93.875,51.5,58.0625,17.75,0,0,58.5,93.25,46.6875,74.4375,38,0,0,53.5,85.1875,37.6875,51.75,50.1875,0,0,63.125,68.875,40,45.5625,63.25,0,0,63.5,80.5625,47.625,52.125,67.25,0,0,58.875,84.0625,56.25,47.4375,66.0625,0
Shirt,0,4.375,23.3125,111.5625,45.4375,8.625,0,0,31.625,29.3125,31.5625,24.125,29.9375,0,0,40.3125,58.9375,35.8125,21.875,58.1875,2.6875,0,37.8125,56.5,35.3125,21.5625,63.9375,6.8125,0,44.5625,35.25,35,24.5625,47.1875,6.1875,0,39.5625,22.3125,38.125,23.875,33.1875,4.6875,0,31.9375,20.25,31.5625,23.8125,25.5625,2.25
Bag,0,0,0,0,0,0,0,39.875,47.625,31.125,32.75,37.375,42.75,49.1875,169,201.8125,200.4375,191.1875,194.625,195.3125,142.9375,147.4375,215.4375,209.625,207,199.625,187.375,144.3125,143.625,222.6875,220.1875,217.1875,213.8125,202.5,149.8125,71.1875,98.125,95.1875,93.625,91.5625,91.5625,67.4375,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,11,0,0.125,0,0,0.4375,45.125,199.125,147.8125,82.125,0.75,13.0625,97.5625,184.9375,206.375,202.6875,134.25,85.375,118.375,140.4375,169.5625,170.6875,156.75,104,17.25,49,39.6875,36.3125,41,44.125,36.3125,0,0,0,0,0,0,0
T-shirt/top,0,54.375,97.25,92.1875,98.1875,54.5625,0.0625,16.5,101.0625,137.9375,154.125,140.9375,106.3125,11.125,26.9375,91.875,87.4375,192.75,88.4375,99.8125,26.8125,0,4.1875,134.125,148.0625,143.5,5.25,0,0,4.6875,90.0625,108.4375,91.4375,8.875,0,0,5.75,94.1875,88.875,93.5625,12.375,0,0,3.3125,81.0625,86.375,82.8125,7.9375,0
Sandal,0,0,0,0,0,0,0,0,0,0,11,0.125,0,0.125,0,1.3125,1.6875,128.875,89.875,68.75,28.375,0.875,103.6875,117.3125,147.8125,105.9375,138.25,77.9375,57.3125,128.6875,112.3125,112.375,138.75,109.375,65.5,19.5625,60.125,73.4375,51.625,22.5,48.25,30.625,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.375,36.625,65.25,0,8.25,6.25,46.375,101.6875,161.4375,149.3125,132,123.8125,45.625,67.75,71.75,88.1875,97.1875,110.9375,113.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shirt,0,5.8125,57.75,92.75,44.6875,13.8125,0,0,65.75,81.5625,69.6875,54.25,48.875,1.125,0,85.5,115.5,62.5,50.5,82.375,9.25,0,100.375,111.5,67.375,45.25,82.625,13.4375,0,94.4375,72,71.625,52.5,63.75,12.125,0,72.875,78.25,70.875,56.3125,69.9375,13.0625,0,57.375,54.125,53.5,39,54,10.375
Sneaker,0,0,0,0,0,0,0,0,0,0,0,12.125,3.125,6.8125,0,0,0,14.5625,136.0625,189.75,130.9375,0,0.375,43.25,125.1875,163.25,183,129.375,84.8125,77.25,96.75,131.5,170.25,188.5,159.75,15.625,69.0625,94.25,91,88,88.5,68.0625,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,1.125,31.9375,98.6875,20.375,51.5,0.125,0.1875,83.5625,216.0625,219.6875,186.1875,148.6875,54.75,169.9375,230.3125,215.125,233.375,212,189.4375,131.5625,180.125,175.125,164.375,135.5,120.75,69.0625,3.0625,51.4375,66.5,66.6875,66.8125,64.375,69.125,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,0,17.3125,4,5.1875,0.375,15.375,0.125,46.4375,223.375,229.125,234.0625,229.5625,188.875,16.5625,88.625,229.5,223.9375,222.1875,221.9375,229.3125,47.625,89.875,191.75,218.25,199.5625,226.4375,211.0625,65.875,11.6875,55,89.625,66.875,52.3125,41.0625,0.5,0,0,0,0,0,0,0
Trouser,0,0,152.5625,183.75,156.3125,0,0,0,0,181.5,202.5,171.8125,0,0,0,0,117.9375,179.375,121.5625,0,0,0,0,106.625,150.1875,109.25,0,0,0,0,92.3125,130.25,90.4375,0,0,0,0,96.625,133.875,110.5,0,0,0,0,98.5,120.3125,113.625,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,120.0625,92.1875,22.1875,51.375,7.4375,46,132.4375,160.3125,163.5,197.5625,171.3125,117.125,152.0625,136.5,142.9375,133.0625,135.875,95.3125,0,10.0625,18.375,17,13.875,18.4375,19.125,0,0,0,0,0,0,0
Sandal,0,0,0,0.8125,117.875,43.25,3,0,0,0,8.5625,190.5625,212.875,155.8125,0,0,0,2.0625,181.875,170.9375,51.75,0,0,0,0.1875,28.9375,172,172.1875,0,0.125,0.375,0.25,49.375,101,165.125,0.25,55.0625,50.3125,33,65.75,0.6875,138.125,49.25,111.25,152.375,86.75,0.8125,0.5625,130.375
Dress,0,18.625,80.125,96,105.8125,9.1875,0,0,0.375,66.9375,179.3125,78.25,0.25,0,0,0.375,60,72.375,90.25,0.125,0,0,0,140.125,132.4375,109.5,0,0,0,0,142.4375,162.25,72.875,0.1875,0,0,0.625,100.125,106.5625,53,0.5,0,0,0.5,105.125,186.0625,90.75,0.4375,0
Trouser,0,0,156.9375,189.8125,154.5,0,0,0,0,163.3125,198,153.4375,0,0,0,0,129.8125,150.0625,125.1875,0,0,0,0,114.25,129,103.4375,0,0,0,0,103.5625,62.9375,103.6875,0,0,0,0,121.5,23.8125,127,0,0,0,0,86.8125,3.4375,95.25,0,0
Bag,0,0,16,77,24.4375,0,0,0,0.0625,31.5625,0.25,56.3125,0,0,0,0.1875,34.9375,0.125,50.0625,0.125,0,0,70.9375,54.1875,48,72.4375,51.4375,0,0,71.1875,63.9375,44.5,62.6875,48.25,0,0,68.3125,90.875,68.5625,72.125,55.4375,0,0,54.75,110.875,110.25,106.375,70.5625,0
Pullover,0,66.125,197.5625,175.25,190.0625,68.1875,0,0,134.25,223.625,221.6875,224.4375,145.75,0,0,170.625,199.25,226.125,228.75,181.5,0,0,174.6875,183.25,226.375,229.0625,195.875,0,0,150.875,215.75,227,232.9375,185.125,0,0,136.625,217.5,227.5,232.625,196,0,0,12.4375,38.5,164,191.875,46.3125,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,4,48.625,57.1875,21.875,0.375,12.75,29.375,95.1875,113.75,111.4375,38.9375,5.3125,76.8125,113.8125,99.5625,69.8125,91.3125,36.5625,23.25,26.4375,22.125,15.75,16.4375,39.625,26.875,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0.5625,3.625,0,0,0,0,6.5,26.8125,29.9375,15,32.625,1,13.5625,21.25,29.4375,42.375,49,41.5625,27.3125,28.4375,31.6875,62.9375,127.3125,143.25,47.8125,0,10.125,10.25,11.25,8.375,10.5,5.375,0,0,0,0,0,0,0
Shirt,0,9.375,60.5625,201.8125,101.8125,17.5,0.125,0,93.5,135.875,144.375,141.875,128.5625,0,0,138.8125,138.0625,142.5625,143.6875,172.625,2,0,159.6875,145.875,146.25,149.125,187.9375,19.4375,0,154.1875,129.6875,151.5625,148.5625,162.9375,29.875,0,135.875,132.125,153.6875,154,129.3125,32.625,0,102.25,106.875,133.5,125.4375,104.625,25.6875
Sandal,0,0,0.4375,80.4375,151.6875,103.8125,0.5625,0,0,0.625,167.8125,215.4375,163.75,1.0625,0,0,0.0625,0.5625,116.9375,90.6875,1.4375,0,0,0,0.125,96.1875,86.9375,47.125,0,0.0625,0.1875,0.3125,67.125,115.875,93,0.4375,38.25,104.8125,52.5625,62.9375,0.375,73,30,135.875,125.375,117.6875,0.75,0.9375,58.625
Trouser,0,0,121.125,167.5,154.5,0,0,0,0,167.6875,182.3125,189.125,0,0,0,0,175.375,165.4375,175.75,0,0,0,0,180.75,102.5625,170,0,0,0,0,170.375,73.9375,166.4375,0,0,0,0,137.4375,78,167.875,0,0,0,0,98.375,75.125,144.1875,0,0
