label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Coat,0,0.25,52.875,194.8125,94.5,0.5,0,0,43.875,181.4375,208.3125,190.75,72.5625,0,0,120.5625,205,200.6875,198.75,166.8125,0,0,146.75,205.8125,200.6875,198.5625,193.8125,0,0,146.9375,203.3125,201.4375,203.6875,181.4375,0,0,145.4375,200.8125,203.8125,202.125,180.375,0,0,136.5625,126.8125,147.1875,141.5,142.375,0
Bag,0,0,18.25,52,26.625,0,0,0,0.375,48.8125,0.5625,41.9375,0.75,0,0,1.0625,68.5,1.25,59.25,0.625,0,0,39.625,134.6875,101.5,142.875,40.3125,0,0,186.3125,207.625,175.4375,211.9375,186.75,0,0,148.0625,208.8125,216.5625,216.25,161.25,0,0,81.875,198.1875,205.8125,205.875,92.5625,0
T-shirt/top,0,57.6875,193.8125,212.5625,200.5625,83.625,0,0,180.4375,192.125,92.75,155.6875,229.875,7.0625,0,108.125,135.25,69.3125,119.4375,124.6875,15.3125,0,0.8125,176.5,194,229.4375,23.125,0,0,0.5,176.0625,234.5625,237.0625,28.5,0,0,0.6875,175.5,237.9375,240.0625,34.375,0,0,0.5625,102.75,182,169.6875,20.9375,0
Coat,0.25,31,123.375,210.4375,147.6875,33.6875,0.0625,8.9375,210.625,217.25,184.8125,214.5625,213.5,13.1875,53.6875,228.875,219.6875,196.8125,202.3125,218.8125,66,75,239.75,225.625,203.375,205.5625,226.4375,104.375,83.6875,174,236.375,218.125,216.625,181.375,111.375,83.9375,144.125,239.5625,226.4375,222.25,132.75,124.3125,78.125,106.9375,85.75,103.25,84.75,60.8125,134.5
Sandal,0,0,0,0,0,0,0,0,0,0.4375,18.9375,0.0625,0.3125,0.125,0,0.1875,26.3125,192.875,45.8125,55.75,78.5,16.3125,174.25,87.25,173.25,181.5625,112,23.8125,65.25,188.0625,119.875,112.0625,146.3125,58.0625,55.875,0.125,0,1.3125,24.125,31,0.5,1.8125,0,0,0,0,0,0,0
Shirt,0,0,24.3125,65.125,32.4375,1.375,0,0,0,24.9375,19.625,33.8125,2.25,0,0,0,22.375,13.5,30.125,2.25,0,0,0,23.25,15.25,25.5625,11.4375,0,0,4.5625,25.875,19.25,24.5,19.625,0,0,9.625,29.875,25.75,28.0625,23.0625,0,0,10.0625,38.4375,40.625,37.625,25.4375,0
Bag,0,0,0,19.5,29,0.125,0,0,0.5,1.125,15.375,21.9375,1.375,0,35.5625,80.625,82,86.1875,86.5625,82.8125,47.75,42.25,116.125,127.875,98.25,79.4375,120.5,61.5,25.375,104.5,98.4375,94.9375,88.375,103.875,67.4375,11.625,127.875,138.0625,124.375,109.125,107,87.125,1.6875,87.5625,113.125,87.25,68.8125,66.6875,44.4375
Trouser,0,0,39.4375,156.4375,117.5,0,0,0,0,84.4375,174.0625,146.75,0,0,0,0,106.5,159.25,157.375,0,0,0,0,126.75,91.4375,141.8125,0,0,0,0,108.75,80,137.75,0,0,0,0,42.6875,113.5,127.375,0,0,0,0,0.4375,114.9375,99.5625,0,0
Sandal,0,0,0,0,0.125,13.625,6.4375,0,0,0.375,0,64.625,186.375,63.75,0,0,37.5,149.6875,219.1875,103.375,10.25,0,0.125,131.6875,197.375,212.25,45.375,50.75,18.8125,96.375,178.5,201.25,80.75,57.1875,46.375,62.1875,116.5625,116.25,58.9375,55.875,52.8125,40.625,21.9375,37.8125,41.5,37.8125,36.25,43.3125,27.8125
Coat,0,4.4375,40.6875,125.5,40.5,5.5,0,0,32.9375,73.875,52.125,56.125,52.5625,0,0,30.75,91.375,64.25,85.25,55.0625,0,0,37.625,105.4375,74,92.0625,85.6875,0,0,53.5,86.75,80.6875,82,96.1875,0,0,67.375,66.875,87.1875,78.6875,91.0625,0,0,17.4375,47.5,72.1875,61.6875,17.25,0
Bag,0,0,0.25,72.4375,34.625,0,0,0,0.125,3.0625,25.5,39.875,0.375,0,0,22.875,66.5,34.125,55.3125,24.0625,0,0,50.75,116.1875,66.3125,81.4375,55,0,0,75,87.125,80.125,91.125,80.75,0,0,98.625,111.8125,110.9375,112.3125,103.375,0,0,135.1875,188.0625,186.9375,183.8125,162,0
Sneaker,0,0,0,0,0,0,0,0,0,0.125,0.0625,60.3125,14,0,0,0,0.1875,55.9375,157.25,75.5625,35.125,0.5,0.0625,58.5625,82.5625,161.5625,176.75,142.1875,39.1875,84.875,126.9375,192.9375,181.8125,170.5625,120.1875,19.3125,39.875,40.5,36.25,34.125,32.5625,20.1875,0,0,0,0,0,0,0
Dress,0,0,34.25,87.0625,42,6.4375,0,0,10.875,66,58.9375,53.625,30.5,0,0,11.5,59,49.6875,50.9375,32.6875,0,0,0.0625,31.1875,71.5,52.6875,0,0,0,0,49.875,82.875,68.5,4.9375,0,0,0,69.25,87,67,14.75,0,0,0,61.875,76.5,66,16.125,0
Coat,0,0.1875,52.4375,104.625,83.75,1.0625,0,0,3.25,200.3125,213.75,207.3125,48.1875,0,0,38.8125,207.1875,206.875,202.125,90.1875,0,0,58.875,186.5,203.125,179.0625,110.25,0,0,88.75,208.5625,203.5,204,139.1875,0,0,53.1875,190.5,205.4375,205.4375,88.75,0,0,0.4375,181.875,202.8125,193.625,26.0625,0
Pullover,0,0.3125,69.25,198.3125,101.8125,8.5625,0,0,53.875,187.125,183.8125,182.25,112,0,0,99.1875,211.5,220.0625,214.5625,159.1875,0,0,126.125,189.9375,227.3125,217.375,184.4375,0,0,150,203,222.375,214.625,183.5625,0,0,144.1875,142.5625,155.6875,151.5625,177.25,0,0,139.25,0.8125,0,0.5625,133.6875,0
Trouser,0,0,130.3125,198,173.1875,0,0,0,0,146,222.6875,203.8125,0,0,0,0,122.875,202.1875,177.375,0,0,0,0,88.0625,170.9375,136.5,0,0,0,0,72.3125,155.75,127.8125,0,0,0,0,64,158.8125,138.875,0,0,0,0,48.6875,153.4375,122.375,0,0
Ankle boot,0,0,0.0625,0.4375,20.5625,69.8125,35.25,0,0,0,16.6875,135.125,159.25,71.875,0,0.0625,0.0625,85.5,98.75,132.3125,107.125,0,0.5,62.1875,100.75,117,142.25,148.4375,19.8125,58.125,87.8125,108.1875,129.75,152.3125,109.0625,123.4375,135.5625,125.3125,131.4375,111.9375,28.625,1.875,10.625,33.0625,29.5625,16.3125,0.0625,0.1875,0.0625
Trouser,0,0,117.5625,211.3125,118.125,0,0,0,0,161.875,229.875,157.3125,0,0,0,0,166.125,186.3125,162.9375,0,0,0,0,151.6875,126.5625,160.3125,0,0,0,0,139.8125,69.625,165.9375,0,0,0,0,142.625,45.9375,167.0625,0,0,0,0,122.9375,35.375,153.125,0,0
Bag,0,0,0,0,0,0,0,0,0,0,17.25,26.8125,13,0,0,0.0625,107.1875,203.0625,190,208.25,62.0625,0,11.875,213.25,215.875,218.75,220.8125,165.625,32.875,188.9375,224.4375,223.875,225.5625,224.4375,191.375,75.6875,80.0625,91.25,78.25,67.25,65.875,62,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0.375,1.375,4.6875,60.25,49.8125,0,0,22.125,163.8125,164.75,122.5625,25.75,0.875,39.0625,56.25,166.125,210.25,170,172,138,189.375,177.75,178.5,98.125,208.3125,172.6875,47,105,111.0625,38.75,1.25,111.6875,96.75,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,6.5,20,20.125,48.875,25.6875,18,9.875,66.875,56.9375,48.0625,44.3125,50.4375,51.4375,63.625,90.3125,80.4375,78.1875,75.25,77.75,79.8125,138.375,102.9375,86.6875,83.5,87.0625,83,90.8125,166.4375,71.5625,77.3125,77.1875,52.4375,45.5,44.9375,32.75,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,88.5625,146.25,130.125,113.5,106,103,92.625,94.1875,121.375,128.25,90.0625,122.0625,101.125,96.5625,86.0625,108.8125,115.9375,110.1875,107.4375,100.5625,83.1875,66.875,107.875,114,109.375,108.5625,112.3125,69.5625,26.375,91.8125,101.375,99.875,101,99.375,43.3125,0,0,0,0,0,0,0
Pullover,0,0.125,68.0625,131.6875,98.125,0.0625,0,0,25.75,101.0625,95.4375,109.1875,35.0625,0,0,58.625,100.75,90.25,95.375,68.9375,0,0,58.875,101.8125,69.0625,70.0625,80.25,0,0,71.4375,82.6875,71,66.9375,75.75,0,0,71.75,89.9375,77,72.75,83.25,0,0,68.5,92.25,67.6875,62.8125,82.875,0
Sneaker,0,0,0,0,0,0,0,0,0,0.0625,0,20.4375,2.75,0,0,0,0.1875,65.4375,182,151.75,91.1875,0.8125,12.125,98.9375,186.1875,192.1875,184.25,134.75,123.5,138.5,143.625,157.5625,164.5625,152.8125,130.25,15.25,60,61.4375,58.3125,67,65.875,40.625,0,0,0,0,0,0,0
Ankle boot,0,0,0,0,0,0,0,0,0,0.375,1.3125,116.375,129.375,73.5625,0.125,0,32.1875,110.8125,224.6875,220.6875,146,20.3125,52.4375,198.75,217.1875,236.875,204.9375,164.6875,153.9375,184.5,191.125,199.375,204.25,207.6875,163.625,58.75,118.4375,139.1875,124.25,64.125,137.0625,107.875,0,0,0,0,0,0,0
Pullover,0.0625,18.9375,72.8125,142.5,81.25,16.4375,0,0.0625,41.875,51.5,174.0625,48,39.5,0,0,74.625,55.125,53.3125,47.8125,72.6875,0.75,1.3125,83.625,45.75,50.25,60.6875,85.3125,6.8125,6.9375,83.125,49.0625,50.4375,53.5,81.25,11.8125,8.4375,59.875,17.8125,19.1875,28.0625,57.5625,11.625,7.5,41.6875,0.3125,0,0.875,46,9.3125
Ankle boot,0,0,0.5,131.5,209.875,149.1875,0.75,0,0,1.1875,177,225.5,158.125,0.375,0,0,8.4375,229.3125,219.3125,207.1875,33.5625,0.1875,0.125,77.375,230.375,214.625,203.75,72.9375,0.625,37.0625,153.5,203.0625,162.125,208.4375,59.9375,74.6875,194.5625,185.8125,193.125,15.625,210.75,53.6875,28.375,155.1875,189.1875,107.1875,1,198.8125,42.25
Dress,0,0,58.3125,173.375,55.5,0,0,0,0,29.5625,207.125,21.5625,0,0,0,0,54,198.3125,37.25,0,0,0,0,73.875,196.875,51.8125,0,0,0,0,81.375,199.625,55.4375,0,0,0,0,82.6875,204.6875,61.625,0,0,0,0,75.25,185.625,54.125,0,0
T-shirt/top,0.0625,46,121.3125,169.1875,128.4375,52,0,0,110.3125,117.625,117.3125,119.625,117.75,0,5.1875,110.9375,123.8125,120.1875,123.9375,108.625,7.1875,0.0625,0.3125,120.4375,121,131.3125,0.625,0,0,0.25,112.3125,122.3125,125.625,1.5625,0,0,0,114.875,121.625,123.5,8,0,0,0.125,104.875,119.4375,115.5625,13.4375,0
Pullover,0.375,66.5,162.1875,172.875,173.875,91.3125,0.125,0,204.3125,204.75,202.375,198.9375,202.0625,16.25,5.125,200.625,208.3125,204.3125,209,157.0625,36.625,17.75,167.9375,197.6875,206.5625,212.3125,113,46.875,31.75,144.875,211.375,210.3125,209.1875,110.75,64.875,32.5,113.1875,219.375,215.1875,214.1875,78,73.9375,37.6875,102.875,66.75,75.375,70.875,43.875,90.4375
Coat,0,2.375,98.8125,217.125,110.5,0.1875,0,0,142.625,219.4375,215.6875,214.4375,122.0625,0,0,189,221.25,216.25,214.6875,167,0,0,210.5625,222.125,215.625,211.75,186.5625,0,0,222,221.875,215.8125,212.625,205.625,0,0,200.375,215.375,216.9375,216.3125,196.6875,0,0,147.4375,0.5625,1.0625,0.375,145.75,0
Pullover,0,1.125,36.75,165.5,88.6875,10.1875,0,0,77.875,152.3125,139.375,137.6875,142.25,0,0,104.5625,151,148.5,141.5625,137,0.5625,0,131.375,157.6875,163.8125,160.25,151.9375,3.125,0,180.9375,172.125,220.5625,221.5625,188.125,16.1875,0,175.5,169.375,223.875,225.6875,166.25,26.5625,0,116.25,88.9375,120.9375,118.125,108.9375,26.625
Dress,0,0,111.875,172.1875,128.4375,0.25,0,0,1.75,178.875,198.25,174.5,15.5625,0,0,36.9375,118.5,197.125,136.875,51.8125,0,0,43.3125,142.5625,197,121,70.125,0,0,18.25,117.125,196.4375,117.5,20.625,0,0,0,85.5625,200.375,105.8125,1,0,0,0,65.125,182.25,86.5625,0.5625,0
Trouser,0,0,200.25,234.0625,192.0625,0,0,0,0,232.375,239.0625,228.5625,0,0,0,0,216.3125,217.375,212.25,0,0,0,0,177,173.5,171.375,0,0,0,0,139.9375,147.875,128.875,0,0,0,0,123.9375,128,134.5,0,0,0,0,101.375,103.875,116.375,0,0
Shirt,0,0.25,11.4375,118.8125,19.125,5.1875,0,0,18.5625,13.75,11.625,6,7.5625,0,0,17.8125,46.1875,8.6875,3.9375,33.375,0,0,20,64.0625,18.3125,6.375,38.5,0,0,38.4375,59.8125,30.0625,10.9375,48.5625,0,0,57.875,43.5,41.125,19.9375,53.75,0,0,41.25,37.9375,50.3125,21.5,26.8125,0
Bag,0,0,0,0,0,0,0,30.4375,95.4375,107.625,108.25,105.0625,88.5,62.0625,77.9375,220.6875,221.125,219.9375,220.1875,222.375,179.875,77.6875,223.3125,223.5,221.3125,223.125,225,191.8125,70.6875,224.0625,224.9375,224.3125,223.5,224.125,164.6875,159.125,216.125,206.875,195.25,188.1875,183.3125,115.0625,0,0,0,0,0,0,0
Trouser,0,0,157.1875,189.125,135.75,0,0,0,0,187.9375,198,172.5,0,0,0,0,177.875,176.5625,152.0625,0,0,0,0,150.3125,132.125,119.8125,0,0,0,0,145.4375,110.1875,99.875,0,0,0,0,152.0625,75.5625,107.125,0,0,0,0,140.5625,48.5,94.5,0,0
Trouser,0,0,106.75,120.6875,28.3125,0,0,0,0,154.5,183.25,81.4375,0,0,0,0,139.8125,208.5,99.8125,0,0,0,0,137.3125,122.75,98,0,0,0,0,124.875,54.6875,126.6875,0,0,0,0,132.875,3.5625,146.3125,0,0,0,0,115.6875,0.5,123.0625,0,0
Dress,0,0.125,79,29.3125,85.0625,0.9375,0,0,44.75,227.6875,240.625,232.875,93.25,0,0,101.25,243.375,245.0625,243.4375,151.9375,0,0,136.625,244,247.25,244.8125,200.75,0,0,4.875,199.6875,248.9375,246.9375,48.3125,0,0,0.75,197.3125,249.6875,247.1875,64.5,0,0,1.4375,166.25,189.3125,202.625,59.0625,0
T-shirt/top,0,0.1875,48.75,27.75,44.625,0.4375,0,0,13.4375,132.375,112.1875,137.6875,0.0625,0,0,27.9375,158.375,149.8125,156.4375,1.375,0,0,14.9375,162.5,150,159.375,0.0625,0,0,35.6875,161.5,155.0625,166.3125,5.1875,0,0,52.9375,160.5,155.3125,165.6875,40.4375,0,0,78.0625,158.125,158.875,161.125,64.8125,0
Coat,0,0.25,46.9375,144.9375,91,6.5625,0,0,75.25,157.875,145.8125,141.375,112.625,0,0,122.5625,166.1875,154.9375,157.125,168.75,0,0,150.25,185.0625,170.375,176.5,187.0625,0,0,157.3125,187,174.875,178.8125,197.4375,2.8125,0,169.8125,173.75,177.75,182.6875,190.0625,18.8125,0,136.0625,26.875,36.8125,39,131.5625,19.75
Trouser,0,0,139.375,219.375,191.25,0,0,0,0,161,223.9375,213.8125,0,0,0,0,115.875,207.375,163.6875,0,0,0,0,78.125,184.375,122.4375,0,0,0,0,51.625,187.375,106.125,0,0,0,0,50,190.25,107.375,0,0,0,0,31.625,182.9375,81.875,0,0
Bag,0,0,0,0,0,0,0,0.25,0.1875,27.5625,90.875,65.0625,0.5,0.0625,11.4375,43.4375,128.3125,66.5625,131.4375,16.625,1.0625,108.125,166.8125,180.3125,145.5625,182.875,121.125,73,163.8125,188.0625,185.25,167.5625,193,123.875,83.3125,137.875,192,208.6875,204.625,207.5625,140.875,98.0625,0.1875,7.75,12.0625,36,19.5625,26.125,6.9375
Dress,0,0,38.0625,9.5625,45.5625,0,0,0,0,42.375,189.125,116.125,0,0,0,0,27.625,185.5,98.8125,0,0,0,0,70.375,174.375,127.6875,0,0,0,0,84.375,195.25,141,0,0,0,0,62.0625,197.5,117.875,0,0,0,0,46.0625,173.875,95,0,0
Dress,0,7.4375,182.5,175.625,177.8125,31.1875,0,0,36,220.25,226.75,217.4375,72.125,0,0,0.25,120.5625,229.5,148.875,0.4375,0,0,0.6875,120.3125,233.5625,172.375,0.5,0,0,0.625,147.5,235.8125,213.8125,0.3125,0,0,0,174,237.25,234.6875,6.5,0,0,0,123.3125,217.625,190.5,9.9375,0
Pullover,0,15,149.875,163.4375,176.25,35.0625,0,0,115.5625,191.0625,193.1875,188.25,171.4375,0,0,148.25,190.75,187.125,179.125,196.8125,0.25,0,163.5625,168,187.4375,189,163.625,17.0625,0,176.125,169.4375,190.4375,196.0625,156.625,31.5625,0,172.0625,177.875,195.0625,196.6875,169.25,37.625,0,123,36,42.6875,45.875,104.25,16.9375
Shirt,0,13.3125,80.75,139.875,56.875,10.1875,0,0,124.3125,126.4375,101.0625,85.875,59.875,0.1875,8.8125,127.5625,120.5,104.25,66.375,92.125,4.125,0.0625,17.625,140.5625,113.875,71.375,9.6875,0.0625,0,14.375,133.3125,93.125,82.125,3.5625,0,0,34,127.3125,104.1875,82.5,12,0,0,14.1875,97.25,109.3125,75.625,6.9375,0
Ankle boot,0,0,0,0,0,0,0,0,0,0.125,1.0625,152.5,129.6875,86.375,0,0,0.4375,61.9375,156.4375,163.3125,96.4375,0.3125,0.375,42.1875,146.0625,162.5,158.75,109.375,66.1875,122.1875,171.75,151.5625,169.375,167.5625,142.375,104.875,147.625,173.4375,163.375,140.8125,169.4375,148.4375,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,36.5,35.5,28.25,8.9375,0.25,11,9.625,36.0625,43.5,65.9375,44.3125,114.8125,117.6875,93.9375,151.125,96.125,123.25,117.8125,0,11,36.125,27.625,20.875,25.0625,19,0,0,0,0,0,0,0
Trouser,0,0,98.6875,169.3125,129.1875,0,0,0,0,133.1875,187.5,170.375,0,0,0,0,127.1875,179.8125,162.25,0,0,0,0,102.375,158.8125,154.1875,0,0,0,0,85.25,156.75,131,0,0,0,0,67.25,158.125,111.875,0,0,0,0,39.25,140.5,82.5625,0,0
Shirt,0.0625,26.4375,56.25,75.0625,81,34.4375,0.125,0.0625,55.5625,65.4375,62.125,72.3125,51.125,0,2.4375,82.4375,65.8125,53.5,61.75,91.875,7.875,2.25,61.1875,61.8125,81.4375,65.0625,38.9375,0.0625,0,41.8125,113.8125,91.875,114.75,15.5625,0,0,35.8125,95.9375,89.375,101.875,20.125,0,0,16.0625,78.875,71.875,70.625,6.6875,0
Dress,0,0,45.5,92.5,73.125,0,0,0,0,67.0625,62.5,108.4375,0,0,0,0,63.75,70,114.8125,0,0,0,0,37.375,99.5,88.75,0,0,0,0,32.6875,109.1875,76.4375,0,0,0,0,40.4375,115.4375,85.25,0,0,0,0,43,106.4375,106.5,0,0
Dress,0,0,51.9375,146.0625,18.75,0,0,0,0,45.125,177.0625,15.625,0,0,0,0,66.0625,160,50.375,0,0,0,0,81.125,160.8125,78.5,0,0,0,0,95.125,161.875,92.625,0,0,0,0,105.6875,161.375,108.5625,0,0,0,0,101.9375,158.8125,107.5625,0,0
Ankle boot,0,0,0,0,0,0,0,0,0,0.5625,38.5625,29.125,55.125,51.5,0,0,0.6875,170.9375,180.25,192.0625,133.9375,0,0,58.5625,189.9375,189.625,190.1875,173.25,44.5,66.5625,149.375,184.25,185.4375,177.25,160.875,96.0625,149.875,177.5,134.5625,10.9375,120.6875,123.625,0,0,0,0,0,0,0
Pullover,0,66.4375,163.4375,186.1875,176.5625,107,0,0,151.75,193,185.875,186,188.125,15.25,0,185.25,201.875,186.1875,185.125,199.125,36.1875,0,173.4375,210.4375,192.125,186,193.875,38.625,0,174.5625,209.4375,196.8125,187.4375,186.625,38.9375,0,168.875,208.8125,196.5625,190.6875,182.875,40.0625,0,134.875,112.75,106.625,105.6875,137.9375,30.5625
T-shirt/top,0.125,51.875,102,84.25,98.0625,66.9375,0.25,0.25,163.75,165.8125,160.5625,150.1875,171,8.125,27.1875,162.4375,165.1875,156.1875,151.125,175.5625,51.9375,62.0625,158.1875,164.25,157.3125,152.9375,168.5,83.1875,93.8125,161.625,160.1875,156.125,156,163.125,104.75,125.125,161.4375,154.4375,155.3125,152.8125,160.8125,119.875,87.125,132.5,130.125,130.3125,137.25,140.0625,83.25
T-shirt/top,0.25,73.125,178.3125,152.8125,182.375,111.375,0.375,1,190.5,206.5625,208.5625,208.25,211.5,30.375,59.625,209.25,202.6875,205.5,207.25,207.1875,109.75,11.6875,127.8125,201.375,203.375,204.75,165.1875,34.9375,0.0625,67.4375,200.375,202.625,204.4375,115.5,0.9375,0.75,103.4375,201.375,204,205,152.375,0.9375,1,125.625,185.25,185.9375,187.5,169.0625,0.875
Dress,0,0,85.375,159.1875,83.5625,0,0,0,0,114.1875,174.625,118.125,0,0,0,0,98.125,169.5625,110.8125,0,0,0,0,120.25,178.5625,118.1875,0,0,0,0,173.25,186.9375,161.1875,0,0,0,0,221.4375,214,200.5625,0,0,0,0,175.6875,180.625,176.25,0,0
Shirt,36.3125,56.375,54.8125,55.625,55.6875,61.625,23.5625,55.6875,81.3125,67.5625,73.4375,70.1875,85.0625,45.75,62.1875,91,66.1875,110.875,68.125,92.1875,60.0625,70.1875,93.9375,72.8125,95.0625,79.375,94.75,70.4375,88.3125,100.6875,91.5,123.8125,91.75,117,86.9375,72.875,110.75,96.5625,99.9375,102.1875,130.5625,77.25,5.75,50.8125,45.5625,51.125,46.9375,55.4375,6
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,4.25,3.1875,12.625,86.875,47.75,0,67.375,166.1875,172.8125,190.125,109.875,24.0625,94.375,171.9375,150.4375,190.375,190.3125,177.25,163.4375,0.8125,13.375,22.5625,19.1875,17.6875,19.4375,14.5625,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,2,71.125,2.375,0.25,0,0,0.25,63.1875,213.8125,172.6875,109.1875,0.3125,29.0625,115.5625,199.4375,215.75,216,155.5625,143.0625,203.5625,212.5,202.5625,207.9375,217.625,169.875,45.6875,88.1875,97.6875,97.75,96.3125,97.5625,71.0625,0,0,0,0,0,0,0
Trouser,0,0,118.4375,139.3125,93.875,0.75,0,0,0,138.6875,157.9375,95.9375,0,0,0,0,141.9375,153.1875,99.9375,0,0,0,0,139.25,147.0625,116,0,0,0,0,139,122.25,133.4375,0.25,0,0,0,147.5,111.5,147.75,9,0,0,0,161.25,93.0625,156.125,21.5625,0
