label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Sneaker,0,0,0,0,0,0,0,0,0,0.125,0.0625,0.0625,0.25,7.5625,0.0625,0.0625,12.75,96.625,83.625,1.625,78.1875,7.1875,70.3125,139.25,168.5625,201.375,213,156.25,72.375,99.5,132.9375,126.4375,113.4375,103.9375,80.5,2.25,10.375,11.625,11.4375,9.3125,10.3125,8.3125,0,0,0,0,0,0,0
Dress,0,11.5625,116.375,92.625,101.875,0.5,0,0,10.5,85.6875,85.75,82,2.125,0,0,0.4375,85.4375,101.6875,73.1875,0,0,0,0.125,105.25,53.125,97.3125,0.25,0,0,0,113.5625,97.125,101.5,0,0,0,0,154.1875,98.125,139.625,0,0,0,1.125,116.0625,136.0625,112.75,0,0
Shirt,0,7.6875,99.3125,115.5,110.75,1.3125,0.0625,34.0625,159.9375,199.125,203.125,193.875,165.8125,32.375,92.625,182.25,185.875,190,175.75,186.5625,103.5,122.3125,195.75,186.1875,191.0625,178.3125,203.25,128.625,153.9375,186.4375,195.5,203.9375,188.3125,207.625,138.6875,172.4375,165,184.5,185.25,175.1875,175.875,166.3125,7.5,29.125,128.5,145.625,127.375,28.625,12.25
Bag,0,0,0,0,0,0,0,55.625,85.375,79.375,80.6875,82.75,88.375,67.125,136.4375,80.6875,84.75,83.8125,85.3125,91.9375,113.1875,131,87.875,87.875,88.875,85,83.875,86.375,118.5625,93.375,93.25,93.75,93.5,104.75,71.75,102.8125,114.25,108.4375,116.125,100.5625,101.125,33.75,0,19.75,21.1875,20.125,22.1875,22.1875,0.25
Pullover,0,44.625,76.25,81.9375,71.9375,41.125,0,0,87.6875,61,56.3125,58.125,77.4375,0,0,120.75,84.5,89.9375,76.3125,121.625,0,2.8125,135.1875,99.75,99.0625,81.9375,125.125,4.625,10.3125,124.4375,110.125,105.6875,98.6875,110.375,10.4375,12.8125,90.1875,125.1875,110.3125,110.25,79.125,9.875,12.5625,63.625,0.25,3.375,1.125,47.1875,8.5
T-shirt/top,0.1875,30.625,73,134.375,86.75,38.6875,0.1875,17,151.0625,112.6875,115.375,95.625,110.6875,34.3125,27.0625,139.125,182.25,164.5625,150.9375,118.625,43.0625,0,13,164.9375,158.4375,133.8125,35.375,0,0,3.5625,161.625,149.375,139.5625,28.8125,0,0,0.3125,164.8125,153.9375,150.125,27.9375,0,0,0.25,155.75,144.875,148.8125,27,0
T-shirt/top,0,15.75,95.125,194.5625,146.9375,43.125,0,0,155.625,205,201.9375,200.8125,208.4375,28.375,4.1875,155.5,208.5625,211.75,209.3125,162.625,46.125,0,0.625,184.5,213.1875,208.75,58.0625,0.0625,0,1,184.9375,217.125,210.5,54.5625,0,0,1.0625,192,217.9375,212.3125,56.5625,0,0,1.125,173.75,209.1875,197.0625,47.5,0
Ankle boot,0,0,0,0,0,0,0,0,0,0,2,45.8125,40.0625,39.5,0,0,0.125,27.25,157.3125,200.75,81.875,0.125,0.6875,7.375,59.125,179.8125,191.625,103.5625,43.375,42.4375,54.9375,109.3125,155.5625,158.4375,137.125,67.375,89.5,102.8125,94.5625,69.1875,137.1875,94.25,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0.0625,0.0625,5.8125,0.4375,0.0625,0.125,0.3125,0.3125,44.6875,119.5,91.5,51.0625,15.25,68.9375,84.875,39,153.75,93.0625,27.75,123.9375,161.8125,161.875,151.6875,176.6875,154.4375,135,0,1.4375,3.0625,2.25,3.0625,2.6875,0,0,0,0,0,0,0,0
Pullover,0.125,55.9375,85.6875,55.9375,77.875,59.4375,0.25,1.4375,113.375,100.125,90.0625,84.625,95.625,13.9375,19.3125,125.375,108.1875,92.625,94.125,109.8125,36,35,146.1875,99.375,99.5,101.1875,117.375,55.25,47.5,105.625,112.4375,107.75,105.8125,122.75,71,52.875,118.625,111,114.75,107.9375,111.6875,79.25,31.25,105.625,106.75,122.9375,103.25,85.4375,45.3125
T-shirt/top,0,71.625,85.5625,107.4375,75.1875,101.375,0.25,0,186.9375,28.1875,29.4375,22.0625,119.9375,43.9375,0.875,103.25,45.75,31.4375,27.5,66.875,26.875,0,0.4375,43,37.8125,29.375,5.6875,0,0,0.25,43.1875,41.625,29.5625,5.9375,0,0,0.4375,49.9375,46.4375,35.625,6.5625,0,0,0.5,49.4375,46.3125,40.875,9.4375,0
Dress,0,0.0625,100.9375,185.6875,99.875,0.0625,0,0,0,190.375,195.5625,189.75,0,0,0,4.8125,207.875,202.8125,207.1875,4.6875,0,0,19.5625,202.1875,207.4375,202.5,19.6875,0,0,12.5625,164,211.5625,162.5625,12.625,0,0,0.6875,117.5,216.25,117.4375,0.875,0,0,0.875,95,158.8125,100,1,0
Bag,0.0625,0.5,39.625,46.3125,42.9375,0.625,0.0625,0,0.875,57.125,1.0625,49.125,1.25,0.125,13.5,132.625,177.75,157.3125,162.5625,143.3125,48.625,77.8125,185.5,183.25,194.6875,181.125,192.75,113.25,96.5625,189.0625,192,193.875,196.375,204.125,129.375,77.875,197,200.625,202.1875,203.1875,204.6875,134.3125,44.6875,170.6875,190.625,162.6875,146.9375,144.875,80.9375
Sandal,0,0,0,0,0,0,0,0,0,0,0.125,0.3125,32,0.25,0,0,0.375,34.9375,76.8125,78,0.5625,0.125,0.8125,19.5625,23.4375,66.3125,124.9375,110.9375,0.875,48.0625,92.4375,106.0625,50.25,148.125,168.875,38.4375,58.8125,60.5,15.8125,0.75,62.1875,71.4375,0,0,0,0,0,0,0
Shirt,0,16.5625,12.875,104.5625,11.5,15.9375,0,0,14.625,19.0625,42.75,15.125,14.25,0,0,14,24.4375,32.1875,17.1875,14.25,0,0,14,17.4375,43.75,14.0625,13.3125,0,0,13.875,18.75,22.25,15.5625,13.1875,0,0,17.4375,19.5,29.6875,16.125,15.5,0,0,33.25,42.125,36.25,36.0625,31.875,0
Trouser,0,0,99.25,170.3125,106,0,0,0,0,118.9375,188.9375,140.75,0,0,0,0,107.0625,141.125,128.8125,0,0,0,0,90.4375,73.3125,140.4375,0,0,0,0,89.6875,36.9375,131.1875,0,0,0,0,113.625,26.25,146.9375,0,0,0,0,87.4375,5.6875,123.1875,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,64.5,94.0625,0.75,21.5,41.8125,72.25,175.4375,190.4375,212.9375,188.75,154.8125,137,162.125,169.8125,149.5,124.75,120.1875,104.3125,0.5,0.75,2.0625,7,7.875,6.625,4.5,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.1875,33.4375,126.3125,131.375,5.25,0.4375,54,71,0.3125,116.5625,112.1875,33.75,59.3125,118.5,126.3125,117.1875,111.125,137.25,115.875,1.0625,0,0.0625,0,0,1.0625,3.125,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.625,79.8125,98.0625,76.375,98.875,32.0625,97.0625,158.6875,182.5625,202.3125,194.75,145.9375,149.125,197.8125,206.9375,219.8125,220.9375,223.8125,187.125,0.375,18.375,26,25,24.375,26.1875,11.3125,0,0,0,0,0,0,0
T-shirt/top,0.6875,35.25,114.875,208.4375,99.5,21.4375,0.125,10.0625,192,183.125,183.0625,171.125,163.25,3.5,66.8125,207.125,189,180.875,176.375,197.375,58.875,8.5625,95.1875,188.75,184.75,183.4375,72,6.375,0.0625,46.3125,189.125,192.125,181.4375,33.625,0.125,0,37.75,188.375,197.5,180.25,27.875,0,0,32.0625,179.625,194.4375,176.6875,23.8125,0
Dress,0,0,127.9375,175.1875,101.8125,0,0,0,9.0625,214.875,220.6875,203.5625,0.3125,0,0,0.0625,93.75,232.125,71.6875,0,0,0,0.125,14.5625,20.9375,6.875,0,0,0,0.5625,53.875,78.4375,47.5,0.375,0,0,0,50.9375,67.8125,42.1875,0.1875,0,0,0,74.0625,96.25,62.3125,0,0
Shirt,0,5.4375,63.4375,135.625,54.875,3.375,0,0,79.5625,114.5625,123.5625,120,70.75,0,0,110.1875,105.8125,117.75,123,104.125,0,0,127.3125,107.4375,120.125,123.4375,120.4375,0,0,121.125,105.6875,123.25,104,122.5,0,0,90.625,115.875,136.4375,113.125,95.6875,0,0,64.3125,101.8125,128.8125,103.375,60.8125,0
T-shirt/top,0,7.5,120.375,196.4375,108.75,7.5625,0,0,170.125,219.375,220.375,219.125,154.5625,0.0625,12.875,223,217.4375,219.5,217.875,215.1875,5.25,5.125,104.3125,217,220.3125,221.6875,93.625,3.875,0,49.75,221.0625,220.5625,224.3125,46.3125,0,0,54.25,223.75,220.3125,224.875,43.875,0,0,47.75,221.875,220.4375,219.0625,39.1875,0
Pullover,0.0625,77.625,165.9375,168.3125,166.0625,79.75,0,0,173.0625,186.9375,186,186.25,188.5625,0,0,192.75,189,190.5625,189.0625,207,0,5.125,192.8125,187.25,192.5625,190.9375,180.75,13.25,18.6875,180.3125,194.5625,191.9375,199.875,164.5625,24.875,20.5625,145.8125,199.125,192.5625,200.8125,154.125,27.125,23.0625,105.8125,49.125,48.375,48.1875,115.125,21.1875
Ankle boot,0,0,0.0625,12.75,43.6875,75.5625,68.125,0,0,0.0625,60,167.5,166.4375,141.25,0,0,0.0625,59.0625,167,163.8125,110.25,0,0,0.625,75.3125,143.9375,170.6875,80.25,0.0625,0.8125,25.3125,135.625,163.5625,174.4375,130,61.75,79.625,125.75,173.5,170.25,178.625,138.8125,34.0625,75.75,85.5625,62,32.9375,77.25,57.9375
Shirt,0.0625,63.8125,57,48.8125,46.25,67.125,5.25,0.75,70.5625,68.25,54.8125,47.5625,55.0625,19.625,38.3125,103.3125,61.8125,63.3125,56,86,41.0625,71.875,108.25,60.125,83.625,60.75,90.8125,76.5,2.375,12.375,68.9375,120.5,63.4375,28.375,21.875,0,19.6875,68.8125,148.4375,71.25,35.0625,0.4375,0,19.125,92.0625,155.0625,111.9375,43.875,0.25
Shirt,0,6.125,40.625,173.875,58.125,11.6875,0,0,64.625,80.1875,92.5,84.8125,86.375,0,0,90.6875,102.5,84.4375,105.125,110.3125,8.375,0,3.75,101.9375,95.375,112,18.125,0,0,0.125,102.125,106.9375,117.875,0.625,0,0,0.3125,100.875,114.8125,125.5625,0.0625,0,0,0,85.5625,123.4375,107.5625,0.125,0
T-shirt/top,0,11.5625,28.25,93.5625,94.5,19.875,3.3125,0,20.8125,33.9375,14.5625,16.5625,24.625,4.125,0,12.8125,80.5,47.3125,45.125,28,2.5,0,0.25,50.1875,51.1875,25.75,15.125,0.125,0,0,33.625,33.9375,25.875,11.75,0,0,0,32.375,26.5625,31.5,8.5,0,0,0,38.1875,25.1875,28.4375,12.9375,0
Trouser,0,0,63.3125,206.3125,119.4375,0,0,0,0,89.8125,213.75,143.375,0,0,0,0,78.3125,178.0625,132.625,0,0,0,0,58.0625,165.1875,116,0,0,0,0,50.625,161.25,110.5,0,0,0,0,44.5,167.875,111.1875,0,0,0,0,44.8125,161.6875,109.3125,0,0
Pullover,0.0625,54.3125,113.0625,93.0625,109.1875,37.3125,0.3125,16.6875,155.1875,146.4375,156.875,143,128.8125,0.25,54.4375,163.625,145.4375,141.75,140.9375,172.3125,10.1875,88.3125,179.0625,154.25,148.5,149.25,186.5625,58.25,121.3125,199.0625,153.25,150.5625,153.875,189.6875,97.4375,106.375,180.875,152.0625,155.5,152.8125,179.5625,87.3125,0.5,64.4375,137.4375,144.1875,135.625,60.75,0.3125
Bag,0,0,21.375,46.875,7.9375,0,0,0,0.9375,39.8125,1.25,39.25,0.375,0,0.0625,34.1875,47.625,0.3125,62.1875,7.8125,0,0.0625,126.0625,165.125,87.75,185.375,89.375,0.1875,2.8125,196.25,171.875,139.3125,179.5625,154.125,0,30.75,201.5,202.9375,202.6875,197.875,202,15.125,25.1875,180.875,181.125,180.5625,182.4375,165.25,9.125
Trouser,0,0,110.8125,202.4375,172.5,0,0,0,0,136,208.5625,209.75,0,0,0,0,113.3125,162.25,189.25,0,0,0,0,57.0625,160.4375,138.625,0,0,0,0,44.4375,139.625,127.5625,0,0,0,0,39.9375,129.5625,120.3125,0,0,0,0,10.1875,113.3125,98.9375,0,0
Shirt,0,52,162.9375,143.4375,169.25,65.125,0.1875,0,106.6875,176.125,189.0625,188.0625,134.125,0.0625,0,136.8125,145,185.9375,146.875,163.4375,0,0,161,124.9375,177.0625,145.625,187.5,0,0,107.0625,166.3125,184.125,190.5625,97.875,2.9375,0,2.5625,186.0625,186,194.375,27.875,0,0,3.875,181.125,185.125,192.125,37.625,0
Trouser,0,0,92.5,187.6875,143.5625,0,0,0,0,122.5,216.8125,178.625,0,0,0,0,147.8125,183.875,171.5,0,0,0,0,157.875,114.125,156.5,0,0,0,0,126.4375,100.125,148.1875,0,0,0,0,60.5625,134.75,137.4375,0,0,0,0,2.75,144.9375,121.1875,0,0
Pullover,0,31.5625,133.0625,160.875,155.3125,79.125,0,0,114.1875,199.25,198.6875,201.4375,216.5,0,0,150.3125,209.6875,202,209.0625,230.875,7.875,0,173.625,167.875,202.4375,214.875,206.875,24.3125,0,184.9375,159.875,203.3125,213.375,192.625,33.375,0,157.3125,151.25,197,198.125,164.1875,29.6875,0,128,0.6875,0,0.1875,101.875,27.25
Coat,0,3.6875,120.75,197.625,81.5,3,0,0,149.6875,217,225.3125,238.5,144.25,0.125,0,196.1875,150.125,194.6875,179.5,191.625,0,15.875,209.6875,169.3125,181.75,181.875,218,0,35.625,226.875,201.5,193.9375,222,210.5625,0,32.9375,193.875,199.625,208.875,236.4375,193.9375,13,16.125,121.4375,70.875,101.6875,67.875,118.5,22.3125
Coat,0,0.25,62.75,112.375,48.5,0.1875,0,0,94.1875,191.6875,190.3125,193.25,79.5,0,0,154.375,196.0625,188.25,202.125,133.375,0,0,94.75,161.125,187.5625,188.25,97.8125,0,0,173.5,196.25,195.5,195.625,166.5,0,0,188.0625,83.25,71.375,85.75,183.5625,0,0,173.125,9.4375,0,0.875,176.875,0
T-shirt/top,0,57.375,153.0625,159.3125,156.3125,72.5625,0,0,180.625,191.75,192.5,196.9375,198.125,1.0625,25.125,210.125,196.0625,193.25,144.75,206.1875,30.5,0,18.1875,193,191.125,200.25,48.75,0.125,0,9.4375,189.1875,190.5,189.25,44.1875,0,0,13.5625,186.375,190,187.5625,45.625,0,0,9.875,164.25,173,168.4375,37,0
Pullover,0,103.6875,179.875,180.3125,182.875,98.75,0.1875,10.8125,215.75,204.0625,200.375,197.1875,191,1.3125,42.75,218.8125,209.9375,202.0625,194.0625,189,22.9375,59.4375,220.0625,210.5625,202.1875,194.8125,198.625,35.4375,77.1875,213.625,215.375,205.5,201.75,198.4375,43.9375,86.125,160.375,221.0625,212.0625,208.375,154.5,58.1875,55.9375,102.5625,192.625,190.875,187.8125,121.3125,48.9375
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.6875,13.25,82.8125,95.625,54.5,47.9375,61.375,107.0625,173.375,97.75,215,192.1875,154.625,39.6875,95.6875,109.875,95.875,71.625,68.125,44.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-shirt/top,0,28.4375,83.75,122.125,135.6875,38.4375,0,0,68.75,90.1875,111.1875,133.4375,96.1875,0,0,80.625,49.3125,50.6875,98.9375,71.1875,0,0,16.25,52.0625,54.0625,76.5625,0.4375,0,0,26.6875,58.75,65.25,67.4375,21.3125,0,0,43.4375,68.1875,73,99.6875,43.9375,0,0,60.75,97.4375,89.6875,103.5,59.4375,0
Ankle boot,0,0,0,0,0,0,0,0,0,0,17.625,56.625,46.125,25.375,0,0,0,61.625,224.75,233.875,45.125,0.5,0.8125,14.625,150.4375,229.875,231.375,101.375,107.875,142.125,153.75,194.9375,221.0625,212.5,156.3125,24.0625,100.375,147.6875,154.9375,147,135.75,89.9375,0,0,0,0,0,0,0
Sandal,0,0,0,0,0,0,0,0,0,0,0.0625,2.875,13.8125,0,0,0.375,0,0.875,50.25,100.5,83.8125,0.375,130.6875,126.0625,2.0625,0.0625,0.875,29.1875,62,206.1875,206.125,71.1875,82.5,90.0625,111.75,14.5,55.625,59.5625,37.0625,37.6875,52.5,45.8125,0,0,0,0,0,0,0
Trouser,0,0,132.25,203.375,154.875,0,0,0,0,172.625,236.625,202.6875,0,0,0,0,167.6875,180.8125,197.625,0,0,0,0,134.9375,129.75,184.8125,0,0,0,0,121.9375,70.3125,179.875,0,0,0,0,116,53,170.5,0,0,0,0,88.5,39.625,125.375,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.0625,2.5,11.5625,70.125,0,11,25.25,29.875,71.1875,125.625,135,144.75,82,39,71,94.75,94.25,99.25,107.3125,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coat,0,0,32.3125,129.75,24.1875,0,0,0,21.4375,54.0625,148.8125,40.875,11.125,0,0,35.6875,94.8125,64.5,62.75,17.8125,0,0,34.5625,111.875,100.5625,84.75,24,0,0,35.0625,79.8125,72.25,61.125,25.875,0,0,0.1875,63.1875,82.5625,45.875,0.0625,0,0,0.0625,56.4375,78.5,47.5,0.0625,0
Coat,0.0625,13.8125,120.8125,199.9375,109.75,13.9375,0,0.375,136.125,201.9375,210.25,201.1875,136.75,0.3125,0,200,196.5,193.4375,193.3125,193.1875,0,5.9375,222.8125,206.5,193.9375,201.875,222.25,9.3125,23.0625,195.5625,204.8125,200.625,202.4375,205,25,32,182.5625,157,152.75,154.125,184.75,32.375,30.6875,145,0.125,0,0,148.75,29
Sandal,0,0,0,0,0.0625,2.5625,7.4375,0,0,0.0625,0.125,7.75,132.625,67.375,0,0.0625,0,3.0625,138.1875,115.375,33.375,0.4375,33.75,21,144.4375,196.375,89.25,66.3125,56.4375,174,178.5,102.375,88.3125,66,55,89.875,142.1875,153.25,102.9375,68.125,80.8125,41.125,7.8125,18.125,22.625,20.9375,18.625,24.625,18.875
Shirt,0,3.6875,19.625,144.375,34.375,4.3125,0,0,22.3125,33,37.8125,45.5,39.25,0,0,31.875,24.3125,30.4375,47.125,48.9375,0,0,44.1875,30.3125,30.8125,50.8125,60.5625,0,0,34.1875,27.4375,36.375,42.625,68.4375,0,0,36.0625,36.0625,47.1875,50.5625,63.3125,0,0,22.25,38.0625,48.1875,50.0625,36.4375,0
T-shirt/top,0,0.125,20.75,115.5625,123.8125,140.5,0,0,7.8125,95.9375,75.1875,71.625,51.625,0,0,29.3125,72.5,77,157.8125,3,0,0,33.3125,72.9375,70.625,154.625,0.125,0,0,57.125,89.5,85.8125,182.25,12.875,0,0,58.8125,104.4375,89.75,148.6875,45.9375,0,0,62.1875,97.75,90.75,40.375,0.0625,0
Coat,0.0625,0.1875,48.5,148.5,49.0625,1.0625,0,0.4375,28.625,74.9375,132.125,121.375,73.375,0.3125,0.9375,72,99.125,117.3125,135.75,122.125,0.6875,2.9375,96,85.875,131.125,136.625,145.375,13.8125,15,120.9375,75.3125,132.25,137.4375,136.8125,41.8125,28.4375,101.875,75.875,133.5625,136.25,126.9375,60.25,28.4375,64.375,107.0625,163.0625,142.375,73.75,70.8125
Shirt,0,8,80.0625,181,72.1875,11.9375,0,0,125.4375,173.875,179.0625,182.3125,126.25,0,0,145.9375,170.9375,169.1875,190.6875,147.5,0,0,146.5,165.8125,168.125,173.1875,141.6875,0,0,140.5,147.8125,170,151.3125,141.5,0,0,128.875,163.5625,174.25,160.125,121,0,0,92.5625,122.6875,160.875,114.5,96.125,0
Ankle boot,0,0,0,0,0.0625,0.0625,6.9375,0,0,0,33.9375,49.75,88.8125,70.5,0,0,5.9375,177.25,103.5,49,62.375,0,0,63.5,195.625,130.0625,74.875,76.9375,0.125,38.625,170.875,199.6875,184.1875,44.625,64.5,113.875,194.875,200.9375,161.3125,15.4375,1.0625,49.8125,0,0,0,0,0.125,0.0625,0
Shirt,0,10.5,82.875,191,80.875,8.125,0,0,82.6875,147.8125,153,147.1875,83.5,0,0,110.9375,160.9375,151.25,152.4375,123.8125,0,0,138.125,148.25,156.25,149.0625,145.9375,0,0,150.0625,151.1875,157.4375,151.9375,158.125,0,0,146.875,156.5625,159.625,152.4375,156.6875,0,0,80.375,123.0625,154.25,135.0625,78.9375,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.5625,16.3125,112.8125,136.25,35.75,65,77.5,113.4375,165.25,167.3125,168.1875,168.625,135.5625,33.0625,86.5625,129.75,121.125,137.8125,125.625,101.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,102.375,28.9375,60.4375,56.25,28.75,55.3125,64.375,160.625,50.8125,129.1875,116.4375,41.5,120,126.8125,138.0625,48.8125,129.875,117.375,44.125,119.3125,130.25,127.1875,48.25,134.25,119.875,45.75,119.25,124.8125,119.6875,42.25,132,109.6875,46.25,115.4375,121.5,0,0,0,0,0,0,0
Bag,0,0,0.1875,14.9375,10.375,0.1875,0.0625,0,0.0625,21.25,15.375,14.8125,13.4375,3.875,0,49.625,63.25,25.75,23.3125,54.0625,56.9375,0.0625,66.5625,29.375,121.625,77.125,69.6875,35.25,0.3125,66.0625,25.375,58.5,57.5625,68.4375,53.9375,12.5625,61.4375,26.125,41.8125,47.5,60.5,36.75,48.8125,33.6875,41.9375,72.9375,52.3125,33.25,36.8125
Coat,0,0.3125,80.75,183.5625,127.625,0.25,0,0,10.6875,157.0625,160.0625,149.8125,36.625,0,0,36.5625,157.125,156.75,143.3125,61.875,0,0,49,130.5,145.25,109.4375,79.625,0,0,79.9375,135.3125,149.25,125,98.5,0,0,2.625,153.875,155.3125,153.25,14.3125,0,0,0,140,149.5,141.0625,17.3125,0
Dress,0,0,60.8125,149.4375,51.875,0,0,0,0,61.5625,176,50.25,0,0,0,0,80,159.4375,64.3125,0,0,0,0,91.9375,161.4375,76.5625,0,0,0,0,91.75,176.5625,77.1875,0,0,0,0,96.125,185.6875,75.875,0,0,0,0,90.8125,188.5625,59.0625,0,0
Pullover,0,0.3125,73,169,79.625,0.5625,0,0,41.0625,169.25,162.125,157.75,38.75,0,0,87.75,184.875,166.0625,167.5625,86.6875,0,0,108.0625,151.1875,153,122.9375,113.3125,0,0,118.4375,139.8125,158.625,115.4375,129.5,0,0,115.625,172.25,169.625,141.9375,126.8125,0,0,97,108.375,104.25,93.375,100.875,0
Ankle boot,0,0,0,0,0,0,0,0,0,0.125,9.6875,107.1875,84.6875,35.4375,0,0.125,0.6875,115.8125,188.875,195.5,88.75,2.375,16.4375,111.3125,178.625,194,188.25,112.1875,110.875,177.5625,175.625,200.0625,211.0625,206.125,145.125,30.0625,77.4375,107.8125,92.1875,77.4375,101.125,77.625,0,0,0,0,0,0,0
Bag,0,0,9.875,42.6875,24.125,0,0,0,6.75,126.875,64.125,109.5,18.6875,0.1875,0.6875,73.4375,119.9375,80.3125,115.9375,135.75,10.5,128.5625,221.875,210.4375,192.5,197.6875,219.1875,138.4375,137.5625,202.75,192.3125,174.875,180.875,201,186.8125,161.1875,199.9375,182.5625,146.8125,154.5,156.3125,183.9375,25.3125,71.25,80.25,54,48.4375,51.6875,20.125
