label,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49
Coat,0,30.125,115.75,122.25,116.375,38.4375,0,0.1875,80.8125,136.4375,118.3125,123.5,87.25,0,0,101.75,124.875,104.375,101.5,110.5,0,2.125,114.1875,136.4375,104.375,112.5625,133.1875,1.4375,8.5625,129.375,144,112,120.25,132.75,11.125,15.9375,139.5,129.875,117.6875,130.125,127.8125,14.3125,21.1875,120.9375,114.25,101.0625,106.9375,119.4375,20.6875
Pullover,0,15.625,93.1875,79.4375,92.875,45.125,0,0,44.875,99.9375,99.0625,102.6875,87.4375,0,0,62.5,121,112.0625,106.8125,126.0625,0,0,80.75,113.9375,116.875,118.0625,123.5625,0,0,92.5625,127.9375,147.375,144.5,121.5,0,0,87.375,123.4375,174.3125,164.375,100.25,0,0,74.0625,0.375,0.5625,0.4375,76.8125,0
Ankle boot,0,0,0,0,0,0,0,0,0,0.3125,43.875,92.875,88.6875,63.3125,0,0,1.625,169.125,223.0625,215.9375,133.875,0.0625,0.75,90.1875,195.9375,215.1875,169.625,169.8125,56.75,66.25,171.1875,212.9375,201.625,198.8125,170,125.1875,201.125,217.6875,183.875,23.875,197.25,153.375,0,1.0625,17.75,7.9375,0,22.75,20.375
Sandal,0,0,5.0625,46.8125,77.5,83.1875,12.5,0,0,9.0625,42.75,11.75,15.3125,97.6875,0,0,0,0,0,67.375,182,0,0,0,0,1.75,107.8125,145.6875,0,0.25,0.1875,0.0625,77.125,18.5,89.9375,0.75,69.1875,52.75,29.25,70.4375,0.25,80.5625,66.1875,104.8125,160.6875,92.4375,0.375,0.25,62.1875
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,18.0625,76,26.1875,5.4375,34.125,36.1875,109.6875,169.875,66.4375,207.25,209.9375,169.8125,13.875,13.3125,17.125,27.375,26.75,28.8125,52.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coat,0.1875,22,93.3125,206.75,104.6875,23.6875,0.0625,0.4375,98.3125,145.1875,165.4375,127.625,88.125,0.1875,4.1875,152.875,141.0625,133.0625,132.1875,126,2.75,34.375,152.3125,128.875,126.25,100.5,142.3125,22.9375,45.6875,138.9375,116.25,115.625,99.375,119.0625,44.5625,53.4375,137.375,118.1875,121.4375,102.5625,120.6875,45.75,47.6875,119.4375,105.5625,118.1875,92.875,113.1875,36.875
T-shirt/top,0,89.6875,167.5625,172.25,169.625,89.625,0,9.875,206.4375,181.0625,198.4375,174.1875,205.75,9,10.0625,73.875,204.625,189.4375,193.9375,74.5,9.8125,0,0.4375,206.625,194.75,200.3125,0.25,0,0.0625,11.3125,203.8125,193.8125,200.5,10.9375,0,0,56.1875,197.875,195.4375,194.75,53.75,0,0,73.75,171.4375,167.875,171.1875,72.875,0
Shirt,20,70.125,78.4375,88.8125,82.9375,82.4375,36.625,61.1875,95.75,72.125,96.125,101.75,137.6875,99.625,80.9375,108.125,106.625,116.5,157,165.625,110.5625,0.375,22.6875,93.5,115.875,149.5625,46.4375,0.8125,0,41.5625,94.25,112.9375,142.6875,70,0.0625,0.5,53.4375,100.1875,130.6875,137.5,92.6875,1.0625,0.4375,38.25,73.625,88.8125,96,59.5625,0.8125
Bag,0,0,29,66.375,26.625,0,0,0.4375,0.75,46.4375,0.8125,47.125,0.875,0.125,29.625,139.9375,146.5625,129.75,153.4375,147,20.25,54.3125,195.3125,180.0625,193.125,190.125,190.5,49.9375,79.1875,209.5625,197.9375,199,199.625,214.0625,50.875,117.3125,212.8125,210,205.0625,204.5625,209.125,83.4375,24.25,130.1875,165,163.4375,158.625,121.8125,22.8125
Coat,0,15.3125,138.4375,182.0625,146.5625,10.0625,0,0,66.375,210,235.6875,211.9375,53.625,0,0,89.9375,215,210.8125,216.5625,81.1875,0,0,95.8125,215,209.5625,216.0625,96.6875,0,0,103.375,205.5,213.5625,201.25,105.1875,0,0,16.5625,174.25,218.4375,175.5,16.125,0,0,0.5,131.0625,212.5,141.5,0.6875,0
Dress,0,5.8125,128.875,142.75,144.375,26.375,0,0,38.0625,202.6875,202.8125,191.0625,82.9375,0,0,32.125,145.375,209.0625,168.75,55,0,0,0.8125,120.125,196.75,162.8125,1,0,0,0.75,156.9375,200.1875,190.875,1.5625,0,0,0.5,180.4375,210.625,212,24.375,0,0,0.25,166.9375,195.625,191.25,36.0625,0
Trouser,0,0,111.75,202.75,161.875,0,0,0,0,161.5625,222.25,209.0625,0,0,0,0,134.625,171.9375,191.875,0,0,0,0,116.8125,148.3125,162.5,0,0,0,0,113.5625,97.375,155.25,0,0,0,0,107.3125,46.375,152.125,0,0,0,0,82.5,20.375,105.625,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,83.3125,30.75,0.125,36.25,27.75,60.625,136.9375,161.25,135.1875,130.875,121.8125,66.0625,102.125,113.875,104.5,111.5,107.0625,84.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandal,0,0,3.8125,67.8125,27.9375,102.375,0.625,0,0,12.8125,217.625,163.0625,52.5625,58.1875,0,0.625,92.25,202.5,39.0625,198.875,193.8125,0.0625,34.875,226.625,134.125,124.75,126.8125,180.0625,0.8125,190.6875,229.75,147.6875,71.375,111,171.125,170.5625,233.1875,232.125,203.6875,1,114.375,159.625,38.75,136.4375,175.1875,95.9375,1,69.75,93.75
Dress,0,0,34.125,163.9375,87.6875,0,0,0,0,104.0625,210.0625,151.3125,0,0,0,0,95.3125,174.5625,129.25,0,0,0,0,52.75,162.8125,88.8125,0,0,0,0,63,157.6875,101.25,0,0,0,0,76.8125,161.625,115.6875,0,0,0,0,76.5625,152.1875,114.25,0,0
Bag,0,0,1,85.1875,0.6875,0,0,0,0,13.0625,75,16.125,0,0,0,6.1875,77.75,51.875,75.875,9.0625,0,0,23,157.25,123.8125,182.25,30.9375,0,0,26.625,178.9375,212.5625,197.125,21,0,0,27.0625,197.3125,230.625,205.75,18.875,0,0,39.1875,214.5625,218.4375,210.1875,24.9375,0
Dress,0,0.375,83.875,137.875,116.25,0.125,0,0,0,137.6875,187.8125,179,1.9375,0,0,0,172.1875,210.6875,108.5,28.4375,0,0,5.75,196.6875,198.625,54.3125,0.8125,0,0,20.3125,210.625,202.6875,41.3125,0,0,0,36.125,208.125,208.4375,20,0,0,0,39,181.25,180.5,0.5,0,0
Dress,0,15.9375,116.5625,119.25,117.25,10.9375,0,0,42.75,144.25,114.625,133.125,43,0,0,0.0625,105.875,126,92.375,0,0,0,0.1875,104,131.625,97.8125,0.375,0,0,0.5625,109.0625,139.9375,110.4375,0.375,0,0,0.75,113.5625,144.9375,123.25,0.25,0,0,0.1875,121.25,154.3125,132.0625,0.1875,0
Shirt,0.0625,17.375,37.5625,58.6875,43.8125,26.4375,0.0625,0,47.8125,29.375,36.25,37.6875,29.75,0,7.625,72.0625,57.5,36,41.1875,54.625,0.4375,7.3125,69.8125,30.9375,36.8125,44.0625,64.4375,10.6875,32.25,70.625,40.5,36.625,35.9375,64,36.375,45,108.125,53.3125,41.8125,50.375,119.9375,42.6875,0.0625,26.25,48.3125,51.1875,42,25.125,0.125
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.3125,11.9375,76.25,129.125,70.25,75.3125,37.1875,65.125,126.875,156.75,172.9375,152.8125,116.0625,43.4375,82.125,105.1875,84.875,82.875,88.5625,67.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shirt,0,74.875,178.25,163.1875,179.25,112.875,0,0.3125,142.8125,224.6875,220.4375,222.375,197.3125,0,0,176.5625,221,223.875,224.875,233.1875,0,0,201.625,194.75,224.8125,232.0625,206.8125,24.375,0,202.1875,217.1875,225.9375,230.6875,212.9375,50.1875,0,239.75,234.8125,234.375,233.6875,221,56.9375,0,172.5,0.8125,1.75,3.75,119.4375,44.4375
Pullover,0,0,117.1875,210.25,137.625,0.625,0,0.0625,65.5625,96,98.9375,85.5,84.1875,0,0,99.1875,120.4375,105.5,116.9375,98,0,0,107.5,136.25,88.375,133.125,98.625,2.9375,4.5625,86.125,114.625,118.625,104.75,83.375,10,13.0625,75.5625,117.25,108.375,105.125,73.3125,18.375,20.9375,73.4375,119,111.5625,118.875,78.1875,21.6875
Dress,0,0.1875,134.0625,206.75,154.5,12.5,0,0,30.9375,226.5625,219.1875,225.5,70.125,0,0,55.375,231,225.1875,232.3125,113.6875,0,0,76.1875,229.5,228.1875,230.8125,124.3125,0,0,86.8125,223.125,230,225,124.375,0,0,16.25,173.9375,230.8125,212.3125,30.75,0,0,0,141.375,215.5,190.375,0.0625,0
Bag,0,0.0625,33.125,56.1875,32.8125,0.3125,0,0,1.5,47.6875,2.5625,39.375,1,0,0,0.8125,73.5625,0.875,61.25,0.3125,0,0.4375,174.5625,215.6875,225.75,211.5625,124.25,0.375,29.9375,148.1875,214.8125,224.625,208.6875,155.8125,65.9375,41.9375,151.125,227.4375,229.375,217,121.5,72.75,45.25,184.0625,207.0625,196.25,194.4375,188.875,53.1875
Ankle boot,0,0,0,0,0,0,0,0,0,0.1875,71.8125,41.1875,3.375,15.8125,0.3125,0.0625,10.625,179.8125,196.5,184.3125,144.375,8.5,56.125,154.6875,184.875,205.625,192.3125,149.875,139.625,180.125,184.5,186.75,199.375,190.9375,155.9375,46.5625,90.8125,113.4375,119.0625,125.9375,123.3125,86.9375,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,69.5625,73.875,71.8125,73.125,72.375,70.0625,96,77.125,207.125,193.875,193.875,190.5,199.4375,132.75,61.8125,202.625,200.75,197,203.6875,206.1875,125.9375,69.375,206.5625,213.125,203,207.125,209.375,144.875,55.0625,192.875,217.625,211.125,202.25,196.8125,114.8125,0.625,17.6875,28.9375,18.625,0,0,0.0625
Trouser,0,0,131.375,176.5,156.5,0,0,0,0,167.125,189.5,185.6875,0,0,0,0,176.75,173.375,165.625,0,0,0,0,193.5,97.9375,139.6875,0,0,0,0,191.0625,61.1875,107.75,0,0,0,0,179,78.5,100.4375,0,0,0,0,116.25,60.25,75.875,0,0
Ankle boot,0,0,0,0,0,0,0,0,0,0,0.25,27.8125,0.4375,13.4375,0.3125,0,0,12,202.8125,216.25,155,0.4375,0.125,40.4375,176.6875,218.125,223,187.3125,97.3125,218.1875,235.125,234.25,235.5,204,171.625,0,3.5,25.875,26.25,3.125,5.4375,5.375,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,5.1875,28,2.0625,2.0625,1.9375,0.375,0.5625,60.125,81,75.375,78.0625,85,88.9375,83.625,78.75,86.6875,80,94.625,119.6875,138.875,92.4375,96.25,136.3125,96.125,134.5,128.0625,93.5625,95.1875,8.1875,56.125,61.6875,64.9375,59.625,58.3125,42.5625,0,0,0,0,0,0,0
Sandal,0,0,0.0625,23.75,27.75,38.625,2.1875,0,0,0.3125,14,30.5625,7.625,48.4375,0,0,0.1875,0,0.4375,16.1875,74.875,0,0,0.0625,0.0625,12.875,84.8125,49.75,0,2.625,0,10.125,77.6875,2.1875,56.125,0.5,23.625,29.0625,88.75,7.5625,0.8125,49.0625,21.5,36.8125,59.625,21.875,0.0625,0.1875,19.875
Coat,0,26.25,116.3125,79.0625,115.375,69.9375,0.1875,0,84.1875,224.1875,204.875,235.5,163.3125,0,0,157.125,222.1875,202.625,194.9375,227.25,1.5625,0,182.5,218.625,189.3125,191.8125,230,20.8125,0,195.3125,218.1875,191.4375,210.75,225.625,30.75,0,204.5625,223.6875,197.0625,221.9375,227.4375,41.75,0,108.0625,104.6875,107.8125,114.3125,146,21.875
Dress,0,50.625,142.8125,138.3125,134.375,42.6875,0,0,43.125,146.3125,192.8125,144.125,41.625,0,0,0.25,126.0625,190.75,114.875,0.5625,0,0,0.25,184.75,190.0625,146.5,0.6875,0,0,2,199.625,180.75,163.75,0.4375,0,0,23.125,205.5,179.875,172.875,0,0,0,23.5,157.75,170.8125,150.0625,0.5,0
Trouser,0,0,99.625,159.875,139.0625,0,0,0,0,122.875,164.0625,150.125,0,0,0,0,109.75,167.5625,141.8125,0,0,0,0,102,141.5,135.875,0,0,0,0,98.625,105.25,130.875,0,0,0,0,92.875,73.5625,123.625,0,0,0,0,82.125,40.875,119.6875,0,0
Coat,0,0.125,97.75,144.5,147.4375,6.125,0,0,2.75,120.1875,109.875,143.1875,25.4375,0,0,45.25,112.125,103.4375,105,78.5625,0,0,58.3125,120.6875,102.5,102.5625,91,0,0,67.875,127.0625,103.1875,106.1875,106.3125,0,0,71.125,131.75,106.625,103.8125,115.875,0,0,40.5,89.5,109.1875,88.8125,57.625,0
Bag,0,0,10.375,53.4375,10.5,0.0625,0,0,0.5625,52,3.625,52.875,1,0.5,4.1875,104.5625,141.4375,71.9375,148.625,137.9375,24.5,42.875,195.0625,217.4375,214.375,217.0625,210.6875,117.3125,98.6875,214.875,221.625,222.3125,218.5625,214.625,121.5,79.5625,213.375,221.8125,220.4375,219.125,211.5,103.375,34,127.1875,150.25,145.9375,147.6875,137.0625,52.5
Coat,0,0.375,64.875,115.25,87.375,6.8125,0,0,77.75,150.4375,155,147.5625,121.3125,0,0,125.3125,141.5625,144.25,144.125,166.0625,0,0,154.0625,158.0625,150,145.5,204.875,5.375,0,158.125,151.1875,152.0625,147.1875,193.5625,15.9375,0,163.625,134.5625,156.375,146.375,169.8125,21.4375,0,143.125,42.1875,55,59.125,116.0625,19.6875
Shirt,0.0625,29.5,136.6875,230.5,137.625,30,0.0625,0.0625,175.5625,231.625,230.875,232.5,180.4375,0,0,233.75,234.375,233.125,233.6875,232.625,0,7.375,240.1875,230.9375,234,233.4375,244.0625,10.5,32.375,202.25,234.1875,234.6875,234.5,222.3125,32.9375,34.25,177.75,238.375,234.75,238.3125,188.875,31.9375,20,146.6875,210.8125,220.75,215.0625,139.6875,17.1875
Trouser,0,0,93.125,203.5625,71.25,0,0,0,0,121.75,220.625,133.75,0,0,0,0,125.375,221.1875,141.6875,0,0,0,0,111.625,156.25,165.375,0,0,0,0,100.8125,83,182.375,0,0,0,0,85.8125,68.625,157.3125,0,0,0,0,76.0625,44.25,142.875,0,0
Dress,0,0,108.875,189.625,138.1875,3.3125,0,0,0,199.125,202.75,201.375,43.4375,0,0,13.8125,206.75,206.875,202.625,69.875,0,0,0.1875,135.375,209.125,183.5625,0.25,0,0,0.5,125.25,210.75,182.25,0.375,0,0,0.75,116.8125,212.25,179.5,0.5,0,0,0.375,93.9375,205.6875,150,0.9375,0
Dress,0,0.5,112.1875,121.9375,118.75,28.5625,0,0,36.0625,146.125,180.375,148.375,83.875,0,0,73.125,154.0625,153.4375,141.0625,139.125,0,0,88.875,148.875,164.75,142.375,141.9375,0,0,112.375,155.25,162.9375,147,153.9375,0,0,3.75,119.5,155.5625,140.25,39.5,0,0,0,127.5,130.375,131.3125,34.4375,0
Pullover,0,33,105.375,129.1875,107.125,66.4375,0.0625,0,78.8125,155,117.125,100,112.3125,2.5,0,89.5,150.0625,118.375,107.0625,116.5625,3.6875,0,103.125,118.9375,123.1875,108.375,108.25,6.1875,0,113.0625,111.75,127.75,112,113.9375,10.1875,0,98.5,96.6875,109.875,104.125,97.375,9.375,0,80.5625,0.75,0,0.625,67.875,6.4375
Trouser,0,0,40.0625,168.6875,99.1875,0,0,0,0,62.0625,173.9375,117.25,0,0,0,0,47.8125,132.25,100.0625,0,0,0,0,37.25,124.0625,92.125,0,0,0,0,38,126.75,89.375,0,0,0,0,37.25,139.5,98.8125,0,0,0,0,36.25,132.5,98.8125,0,0
Coat,0,1.25,92.5,222.3125,74.5625,0.125,0,0,90.125,227.875,220.875,222.3125,70.9375,0,0,127.5625,229.875,225,222.4375,112.625,0,0,143.75,200.8125,224.4375,180.8125,136.75,0,0,129.5,190,227.0625,175.0625,140.4375,0,0,54.1875,203.75,232.875,180.75,57.125,0,0,0.3125,179,219,152.375,0.625,0
Trouser,0,0,133.5625,220.625,190.375,0,0,0,0,151.8125,229.875,221.5625,0,0,0,0,148.875,193.5625,224.5625,0,0,0,0,136.8125,152.8125,226.3125,0,0,0,0,126.125,149.25,217.125,0,0,0,0,116,143.375,199.8125,0,0,0,0,112.5,132.4375,184.875,0,0
T-shirt/top,0,4,62.8125,156.25,58.8125,1.1875,0,0,148.125,215.125,219.75,215.125,126.375,0,0,214.875,215.0625,215.25,215.1875,193.0625,0,0,60.0625,218.3125,215.8125,216,44.8125,0,0,6.5,212.6875,216.6875,214.75,0.25,0,0,3.5,212,217.1875,212.375,0.5625,0,0,8.25,212.625,214.625,211.8125,3.25,0
Ankle boot,0,0,0,0,0,0,0,0,0,2.4375,145.125,140.5,116.25,73.3125,0,0,12.75,167.1875,189.1875,195,122.5,0.1875,0.5625,39.8125,193.5,193.0625,188.3125,127.0625,41.75,56.5,138.5625,195.125,179,184.5,160.625,82.6875,141.0625,165.3125,139,119.75,169.875,133.6875,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,4.6875,35.0625,0.1875,4.25,0,0.0625,0.4375,98.6875,155.4375,149.6875,59.75,0.25,12.625,96.375,196.8125,207.5,204.5625,71.6875,59.625,116,147.3125,166.8125,164,149.5625,63.9375,12.375,18.75,12.8125,12.3125,10.25,14.625,8,0,0,0,0,0,0,0
T-shirt/top,0,16.1875,69.4375,39.0625,72.75,2,0.1875,1.8125,34.5625,150.8125,165.6875,156.3125,2.625,0.0625,50.125,152.5625,104.6875,111.1875,117,139.375,16.1875,86.75,138.0625,135.8125,135.25,137.875,139.0625,59.6875,110.25,107.75,138.9375,140.5625,138.5,116.125,80.75,127.9375,98.375,141.5625,142,140.9375,110.5625,113.3125,65.25,76.25,129.125,141.625,133.9375,68.9375,85.375
Coat,0,18.3125,119.5625,158.3125,129.625,36.25,0,0,37.125,217.8125,219.625,218.75,82.125,0,0,107.125,213,216.25,209.875,163.1875,0,0,144.4375,220.9375,217.0625,214.4375,201.25,0,0,157.5,217.8125,219.9375,213.75,216.25,0,0,155.6875,208.6875,217.6875,210.1875,205.5,0,0,131.3125,66.6875,73.4375,78.3125,142.5625,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.5,11.0625,93.5625,150.125,64.5,55.6875,88.375,144.4375,195.875,157.25,154.75,178.4375,163.3125,91.875,160.6875,185.875,153.125,140.9375,140.625,90.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-shirt/top,0,4.3125,23.875,107.125,18.5,4.4375,0,0,82.8125,40.75,32.5,27.25,27.6875,0,0,117.875,113.5,46,37.625,47,0,0,0.1875,127.5,56,42.625,1.0625,0,0,0.125,133.625,67.5,41.5,1.125,0,0,0,150.375,75.875,50.75,1.5625,0,0,0.0625,156.875,81.875,51.75,3.0625,0
Sandal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,34.75,43.125,30.375,7,0.3125,14.625,30.3125,36.875,86.125,71.9375,9,32,56,67,110.0625,88.1875,71.9375,61.375,0,0.375,0.375,0,0,0.6875,0,0,0,0,0,0,0,0
Pullover,0,0.5625,148.125,228.875,214.5625,16.8125,0,0,112.4375,231.125,231.25,230.6875,168.1875,0,0,173.625,232.375,230.25,230.625,228.75,0,0,188,232.875,231.75,232.5,243.625,1.9375,0,209.875,196.5625,232.6875,233.3125,234,21.625,0,207.4375,188.9375,233,234.625,229.5625,36.625,0,131.3125,185.125,201.4375,203.8125,139.6875,15.9375
Bag,0,0,0,0,0,0,0,0,2.5625,38.5625,57.5,58.4375,29.4375,1.125,0.5625,176.9375,224.625,215.625,210.1875,211.625,125.625,58.5,232.8125,227.375,222,217.4375,211.75,156.3125,54.9375,231.25,230.5625,225.75,220.9375,215.625,167.0625,0.125,93.8125,115.3125,113,109.8125,104.25,45.5,0,0,0,0,0,0,0
Coat,0,0.0625,9.25,171.125,15.5625,0.0625,0,0,0,185.9375,220.125,191.5625,0,0,0,0,226.5,219.875,221.9375,6,0,0,18.1875,230.375,224,207.9375,23.3125,0,0,30.375,233.5625,227.4375,230,27.375,0,0,17.125,199.875,230,193.5625,16.6875,0,0,0,139.5625,205.875,137.6875,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,10.0625,77.6875,109.6875,19.0625,45,34.625,63.6875,105.25,111.4375,117.5,135.5625,71.25,20.8125,43.1875,38.25,37.9375,36,31.4375,68.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shirt,0,6.25,51.125,85.8125,64.875,30.0625,0,0,27.125,78.375,101.875,92.375,51.375,0,0,60.5,63.4375,76.5,51.3125,141.125,0,0,59.125,44.125,59.0625,45.6875,86.0625,0,0,2.9375,54.6875,62.375,72.0625,25.5,0,0,1.875,51.5625,132.25,52.1875,7.0625,0,0,0.125,91.9375,107.3125,102.0625,2.8125,0
Shirt,0,80.5625,90.9375,91.5,92,107.8125,0,0,114.3125,79.75,90.6875,75,129,1.625,0,134.75,77.25,100.625,79.625,133.875,14.375,3.5,142.3125,75.75,104.25,65.1875,142.375,24.9375,14.6875,150.25,78.5,94.8125,80.3125,129.0625,38.125,7.3125,133.9375,0.125,0.625,0.125,105.75,37.125,28.1875,115.5625,0.1875,0,0.0625,82.5,43.625
Coat,0,17.3125,127.4375,146.6875,122.3125,14.625,0,0,65.875,217.125,216,217.8125,52.8125,0,0,78.4375,215.5625,212.3125,213,78.375,0,0,94.9375,218.4375,212.6875,213.8125,89,0,0,97.75,220.0625,214.5625,213.125,87.625,0,0,51.1875,202.8125,216.875,202.25,36.8125,0,0,0.125,142.1875,205.75,157.1875,0.8125,0
Dress,0,0.75,68.4375,106.0625,90.3125,0,0,0,0.0625,72.875,140.375,83.9375,0.0625,0,0,0.0625,70.625,143.0625,85.875,0,0,0,0.125,98,166.125,102.0625,0,0,0,0,137,157.875,139.25,0,0,0,7.4375,156.625,173.6875,151.8125,9.5,0,0,17.875,116.75,148.625,126.1875,18.75,0
Bag,0,0.0625,26.5625,52.6875,9.875,0,0,0,1.5,53.8125,1.6875,47.0625,0.1875,0,0.125,11.0625,72.9375,1,67.5625,1.1875,0,31.8125,189.125,198.25,170.4375,198.5,125.8125,0.6875,107.8125,218.125,201.75,196.5,204.9375,216.3125,31.0625,111.625,221.625,215.6875,220.5625,222.8125,228.3125,89.75,90.875,220.1875,217.1875,180.375,182.9375,180.9375,9.6875
Shirt,0,82.8125,165.1875,131.375,156.375,121.75,0,0,116.3125,181.4375,184.625,183.9375,152.25,12.0625,0,7.375,191.9375,185.8125,192.5,48.6875,0,0,16.6875,184.1875,190.125,191.875,48.25,0,0,42.8125,189.125,193.125,189.9375,72.5,0,0,75.9375,189.3125,197.625,190.4375,96.75,0.3125,0,53.0625,125.8125,122.9375,132.5,64.5,0.25
Trouser,0,0,75.9375,201.9375,132.1875,0,0,0,0,89,212,140.75,0,0,0,0,85.75,167.625,128.5,0,0,0,0,82.0625,101.5625,128.375,0,0,0,0,84.8125,61.6875,141.6875,0,0,0,0,67.4375,45.9375,122.8125,0,0,0,0,62.0625,48.125,120.25,0,0
